gaze_point_3d_x,gaze_point_3d_y
-149.59374050637166,31.18475506844542
-148.93817521696835,30.462319994189848
-149.42171494388703,31.173073313798056
-149.03023429318864,31.476111620829997
-150.18889298713532,31.129799095497113
-149.37568297360565,31.910241942437068
-149.49274771309643,31.903384106456848
-149.7039335785856,32.07143024632282
-149.60866835950617,32.422322755069
-149.61280639700658,32.579817898078396
-148.89221918461212,31.925790648822115
-149.28248662131153,32.65883050176528
-149.53117152200562,32.37877579353067
-148.53275049833627,32.72151090569179
-149.15285839969968,32.53969991908049
-148.21444340009003,32.644988641594736
-148.52995201572804,32.104837527184884
-148.3136070401389,32.827999517225265
-148.41441597290168,32.55058931254618
-148.82310646465965,31.929784234359815
-148.61999662363488,32.234960665338384
-148.37942091978857,32.53882931269776
-148.47136224428795,32.02213681261357
-148.48913156187595,32.32750952068415
-147.96968279673473,31.523422084459995
-148.34655564314627,31.876358369000684
-148.62465380193646,32.30434457299589
-147.6333142761486,32.89319459185045
-140.17025110815484,31.917631489618508
-136.0501679358752,32.17204444255684
-137.71895177778737,32.218229202782155
-138.38331691321008,31.98725550766168
-137.75783508095287,32.41549619062673
-137.43993155004824,31.079727366706344
-138.23880202224427,31.738108244079704
-138.0709771982032,32.13623972091238
-137.88194130660273,32.00002178366947
-137.94494654533005,31.96873612226519
-138.91770633327204,32.48502691310815
-139.16254343875008,32.365213131262735
-138.94564402461418,32.317809890273786
-139.18715680793235,31.59093511065278
-139.07006605996807,32.2185604275769
-138.99517953614563,32.284324943241806
-139.08217754192177,32.41751806074187
-139.0216891769673,32.12260529715979
-139.3028655492758,32.01294271798108
-139.43263110330813,31.80338202427147
-138.71115776257804,32.45652079147767
-139.047306973908,31.89339933823863
-139.10811499872975,31.910244216889517
-139.11543858901194,31.95351579765289
-139.3152641090253,31.84039513636104
-139.63976151564253,32.06917415967615
-139.5555917724902,32.39368129783813
-139.3665897466432,32.62827348992809
-123.02198455973581,28.000406772415147
-103.93430042052151,21.38203132183127
-98.18501377814758,19.699515834473033
-103.43624016987374,21.31586575880516
-103.29949359842014,21.178132484325488
-102.93154173049903,20.552785669419322
-102.14046385112665,20.57265988929089
-102.60655985128679,20.808356106073063
-102.66056250855003,20.62184195149983
-103.50830721080503,21.081180003478146
-103.36971859658672,20.301087629591734
-103.39198351250835,20.805004494165246
-103.10700191957307,20.855885306735054
-103.88051007204226,21.091177571932086
-103.07392139413065,20.70719907742722
-103.59480116684365,20.30957688253931
-103.88932333126562,21.284194369281813
-103.57741138700916,21.053096877329352
-104.07682472927124,21.343655522666417
-104.09694099419276,21.22357908581563
-103.80677102841295,21.680211049119144
-104.45167368570347,21.272975759859293
-104.41760793893279,21.081481998486154
-103.98222986624874,22.046728071227143
-104.52028548658913,20.95331908007259
-104.33831385346039,21.418958169309356
-104.5603085033045,21.823489973841156
-104.40577147803873,21.646364740000287
-97.80340316365215,18.44477841718743
-83.81204156919037,7.9656597681071375
-79.78554408537971,-1.8536900955849802
-83.37084440754309,-6.061721444598724
-84.63053564467717,-6.322481197470076
-83.79598605782762,-5.976979355367881
-84.14718883235221,-6.22927867185102
-84.36966099334083,-6.344303065854881
-84.24346678559144,-7.3889546035175755
-83.95382116002799,-7.734022513398578
-85.26513585987678,-6.953520123994288
-85.21241996506505,-7.010100332459977
-85.72627762692375,-7.718965789872669
-87.30146248294469,-8.320968939385132
-85.86867387597218,-8.5694135039045
-67.68426918944505,-4.7587730624287445
-33.78954677941197,2.847251908413739
-10.522154875042439,11.494417523301138
2.695155484657434,20.734026306732503
-2.9231870644209152,21.630859570431753
-1.5212261974477457,21.701169144001327
-0.9339421034408701,22.356293297174716
-1.4352015436779197,22.032814717967355
-2.010770210439219,22.044426112950617
-2.0374509466609396,21.573283442399784
-1.647253456179456,20.962563130614114
-1.9580889719418906,20.358461573212978
-1.694762529353369,20.495710795928403
-1.6078257113554457,20.235881752087906
-1.4196266075102812,20.746175959592264
-1.7468381098068022,20.52874091016011
-1.8225643685898802,20.44928756731204
-2.4709100270140425,19.95339505113124
-2.5721300622997063,20.04318185458382
2.5048586726167343,28.14915004388034
11.03535592009517,48.575747921611026
21.485101373875764,59.95255393921177
23.84332006251273,63.24516764630803
24.847421458961676,63.308266381385735
24.70578052434435,62.883773533015074
24.169398942884982,62.66782590311732
24.04027583652453,62.83544383759926
25.173796423084312,63.09879563967931
24.541184176257474,62.147543048351835
23.93208520283966,61.950450647322796
23.967029034033104,61.67655410707968
23.584468303180216,61.396886188040185
22.81434496092723,61.05856052180107
22.406775998952583,59.76356427666215
20.684925014463033,58.68367089879517
19.66493969905119,57.777128213610325
18.263763738071972,56.4773154115815
18.09365152185984,56.12437760027183
17.594982373626436,55.86977840958147
17.729345553107336,54.74039893631206
17.178937120085124,54.541874461934185
17.07682679031224,53.15927267913817
16.649458041966042,52.457919171966836
15.932046155412976,50.85256681579325
16.368304524548904,49.621524663102676
16.517403875346844,49.32016561156729
15.721937162555776,47.92447357374772
15.32961938925223,47.41380209687779
15.589519645196816,46.57384844574523
15.291291744008433,46.07031983915816
14.832560877044514,45.508222822002764
15.321162955117941,44.36138386792676
15.443534523996519,44.27676125276827
15.372433234209936,42.22777598299149
14.382344980758717,41.65245626496221
15.500191396798414,41.57482167932001
15.382375342902591,39.37381936697925
14.924008598285639,38.91536511647075
15.198957302205343,38.447820186550274
15.179429239694159,37.258580594945386
14.926322753259768,36.576270974653085
14.862149130499077,36.107444536118436
14.528261044669293,35.0962426045628
13.740672320721302,33.88181331118632
-1.5124167400877582,26.53818886866287
-21.655284804115077,22.04312043949089
-38.73971688776423,16.53253530749778
-40.496971001231884,14.666572812253548
-40.69815309208479,15.163671125042427
-40.44541445356313,15.472794080914397
-41.077363989345386,14.813490005142029
-42.2615568528132,13.740390787828176
-42.2417518625986,13.171230847275169
-42.171536575737775,12.205601618862147
-42.597287651916126,11.4862950034356
-51.45273322580063,12.851158897574464
-81.96811003897027,27.12250741685778
-110.64292101827252,39.443903461820675
-128.73633625766476,45.015412501635026
-126.60516279665558,44.17536906239759
-125.91385864180042,44.543546065883156
-125.35560009924215,44.520066771070304
-125.39201526873555,43.5058745796098
-124.25780465428906,43.06417382093132
-123.29737461497311,42.447679791676975
-122.82782784736413,42.61802319514479
-121.72127990834124,43.1992064598682
-120.31186510863645,42.41474623982129
-119.83598325002505,42.73068048794478
-118.47599436398905,42.79676844839381
-128.66749746012636,48.120653313521316
-150.61036269351303,56.71248889880686
-161.4543147085786,59.147882359817544
-160.35072405865904,58.82540003123399
-159.69936119084792,59.00430774331959
-158.30978274977932,58.370985863288105
-159.4884356712243,57.53537904161883
-159.45092499042104,57.61694267998664
-159.25773572269935,57.38528644275527
-158.74376634450323,56.745831123703496
-158.7119973694749,56.07190811625681
-158.51030240386694,55.640305989486926
-156.8814851805828,55.61390066722183
-157.2318942392049,54.58037541932251
-156.1334194167568,53.86712956447296
-155.37210807876676,51.8510437618203
-154.5758304111233,52.376631954835496
-154.01604230892036,51.37109028849198
-153.51825644604833,48.857779874938984
-153.4407416666706,47.3555770742021
-152.14897059760057,46.39217186270286
-151.2831567684787,45.62053683619567
-151.35228283696438,44.07455849228462
-150.73768031776706,41.93812860452954
-150.39998318926803,41.237793543343486
-150.37877431327252,39.248825809804764
-150.07810451772175,38.018907737850014
-151.1825235689334,36.209625714918296
-150.32456423154852,35.1641249788419
-149.71099438483523,33.8763916494283
-150.17863466026876,33.02841788380172
-149.69363053228176,32.02419354859585
-150.28186970489145,30.74653947838552
-150.0763963431209,29.574458256412875
-150.38910145963337,28.947598116010404
-150.0861938030966,28.413584072929744
-150.034616940926,27.629434863397485
-149.3932465003009,22.48429737967497
-151.28020541266332,15.623555749545055
-152.46770520820309,11.184784707252767
-152.62545723429884,11.298468465037523
-152.30163910525624,11.285887720395557
-152.5535926830636,10.129351428208047
-153.9320131518074,9.154640114663884
-152.9394827238973,8.860282324380364
-153.07738860417354,8.375920805268372
-153.4103762365052,6.811903025170643
-154.75634503858322,-3.4099854971592123
-155.29057458980202,-11.845923678154328
-156.93340768737178,-24.02496298643473
-158.56328994723654,-21.638805242774318
-158.76743759972692,-21.73259630070146
-158.8472228870881,-22.761245632436705
-159.3661829302125,-23.395635740343828
-158.62551804520052,-22.93681004256564
-159.17829747106015,-24.2846606552935
-159.30199468589225,-24.46016681053551
-159.29992262312695,-25.25431584809329
-159.1906294991594,-25.559944087079074
-160.26200110277748,-25.578544283782662
-160.3955791078725,-26.614179959223605
-159.42131558237725,-27.117121287259593
-159.76527252362257,-27.125716121240423
-159.98440087790618,-27.21067609336407
-159.58606997928888,-27.331769331305217
-165.69786026630686,-24.22556871463246
-170.87786922266685,-24.364727045878205
-168.26058546583755,-24.773143850273257
-167.82375516158982,-24.515754859918843
-168.16990520743482,-24.638136130615564
-168.713173700458,-24.74138344184677
-168.22563508082516,-25.05660183597149
-167.47947521441182,-25.588550705103245
-167.6972988995514,-25.81946580681879
-167.50348768848778,-25.145446219015803
-167.9252567251753,-25.347958287039866
-167.07262364909764,-25.293031026655328
-168.2046672512604,-25.821497723120196
-167.71540898160944,-26.364763569044158
-167.78169606205353,-26.389257306318605
-167.65165053518564,-25.90168195939991
-168.11393488470708,-26.200675042374925
-167.0344093430752,-26.652516960539167
-166.67155821464894,-26.934858570806057
-167.18947493039786,-26.294367196940286
-166.19155153412532,-26.70983815965083
-165.3327356963351,-26.628139255394935
-162.39983033322525,-26.854175640681348
-149.58058902732932,-30.671942284021682
-147.3392458145418,-30.25589501431969
-147.5285991344312,-30.480045000090676
-146.71288700544937,-30.95422122938477
-145.35442349849882,-31.56894597460886
-144.23475630753404,-32.34542625925545
-143.4455688508454,-33.01849436985603
-142.1570260381398,-33.314710708515264
-140.902421254462,-33.84695680766468
-140.3174641218107,-33.349018836122156
-138.7171074001078,-33.403298874857
-138.88997111470337,-34.18483039611922
-138.08033638942982,-34.812668068152504
-137.3281007232123,-34.69981914612493
-138.33762647122666,-35.283041806186844
-137.6323546000814,-35.56600659488369
-126.50965742380544,-38.095382789606525
-106.5951177618352,-41.9171609693231
-106.85117748633694,-41.43153727539311
-109.64788529359623,-41.44418778361262
-110.07908232378594,-45.98890055265568
-110.1615709802509,-46.043147911490394
-109.94999067783797,-46.857699045281436
-109.69350730514705,-47.231765170218516
-110.31082318865762,-48.180874295696654
-110.28192688040755,-48.73719042050362
-109.77710888538567,-48.413321398986604
-110.09292710651478,-49.16737178688387
-109.79913057494298,-48.41284983001898
-109.89855450112947,-49.01300652523784
-109.42439227012024,-48.599317700360956
-109.80201821481242,-48.963522924714944
-109.82221971512129,-48.78696173929971
-109.59072403629324,-48.84049894944991
-109.81290316795358,-48.56387289859873
