timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
577353.009834,12,1.0,0.395817303658,0.536601426866,577353.009834-0,-62.253868466872646,-17.650259628777093,378.09337574430145,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4090245778203049,-0.012973224790331086,0.9124311427047306,,,,,,
577353.020476,13,1.0,0.395224928856,0.536590957642,577353.020476-0,-62.59745391809862,-17.630628824807815,378.24752148214804,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40833740691785286,-0.01293396318239254,0.9127394341804235,,,,,,
577353.031117,13,1.0,0.394248461723,0.53474023607,577353.031117-0,-62.96013313359241,-17.503094525681092,378.41139120687836,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40761204848686544,-0.012678894584139084,0.9130671736298843,,,,,,
577353.041759,13,1.0,0.394645047188,0.534155739678,577353.041759-0,-62.68878625109312,-17.283164704738027,378.2931613862524,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40815474225186393,-0.01223903494225295,0.9128307139886324,,,,,,
577353.0524,14,1.0,0.394253158569,0.532435353597,577353.0524-0,-62.93970391968598,-16.802798994403105,378.41145795804715,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40765290691467826,-0.011278303521583133,0.9130673071322218,,,,,,
577353.063042,14,1.0,0.393896389008,0.532556321886,577353.063042-0,-62.930929788380524,-17.155595215498394,378.4030463591989,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4076704551772891,-0.011983895963773746,0.9130504839345253,,,,,,
577353.073683,14,1.0,0.393684482574,0.534498341878,577353.073683-0,-63.089728240689396,-17.817812549630844,378.4647449610005,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4073528582726714,-0.013308330632038609,0.9131738811381286,,,,,,
577353.084325,15,1.0,0.394673013687,0.531104109022,577353.084325-0,-62.5525438973865,-17.318611586312826,378.2317421238305,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4084272269592772,-0.012309928705402593,0.9127078754637884,,,,,,
577353.094966,15,1.0,0.393825173378,0.53232989841,577353.094966-0,-63.119477783275315,-17.76327455150485,378.47880615354575,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40729335918749954,-0.013199254635786617,0.9132020035232191,,,,,,
577353.105608,15,1.0,0.393571543694,0.531374825372,577353.105608-0,-63.06525276643646,-17.744798201378316,378.4548843168567,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40740180922117725,-0.013162301935533546,0.9131541598498409,,,,,,
577353.116249,15,1.0,0.393679285049,0.530762778388,577353.116249-0,-62.9800786137217,-17.533698848098297,378.41986876794243,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40757215752660675,-0.01274010322897352,0.9130841287520124,,,,,,
577353.126891,16,1.0,0.395188784599,0.528007634481,577353.126891-0,-62.57096329508211,-17.060039025196048,378.24339827219114,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40839038816388595,-0.011792783583169044,0.9127311877605098,,,,,,
577353.137532,16,1.0,0.394445538521,0.527477645874,577353.137532-0,-62.935782223299086,-17.109408920099128,378.40581676648776,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.407660750307452,-0.011891523372975188,0.9130560247491032,,,,,,
577353.148174,16,1.0,0.394286799431,0.529311455621,577353.148174-0,-63.04345188414577,-17.76318007239584,378.44489194093075,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4074454109857587,-0.013199065677568593,0.913134175097989,,,,,,
577353.158815,17,1.0,0.39410097599,0.529804907905,577353.158815-0,-63.837865919516545,-18.005619821572367,378.79496968258496,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40585658291501703,-0.013683945175921664,0.9138343305812974,,,,,,
577353.169457,17,1.0,0.394210767746,0.528832244873,577353.169457-0,-63.48664922071923,-18.10228852983724,378.6373656719302,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.40655901631261165,-0.013877282592451383,0.913519122559988,,,,,,
577353.180099,17,1.0,0.393839597702,0.528524568346,577353.180099-0,-63.72536350398974,-17.996337580428317,378.7451268894333,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4060815877460706,-0.013665380693633544,0.9137346449949942,,,,,,
577353.19074,18,1.0,0.394348573685,0.527997673882,577353.19074-0,-64.05034894124086,-17.971271907734433,378.889792480348,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4054316168715684,-0.013615249348245817,0.9140239761768235,,,,,,
577353.201382,18,1.0,0.393071627617,0.526513459947,577353.201382-0,-64.3936949775799,-17.475642156852118,379.0490471254157,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4047449247988904,-0.012623989846481125,0.914342485466959,,,,,,
577353.212023,18,1.0,0.393386173248,0.528287887573,577353.212023-0,-64.18120295812628,-18.10182159060622,378.945849632122,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4051699088377977,-0.013876348713989302,0.9141360904803716,,,,,,
577353.222665,19,1.0,0.393527293205,0.524643537733,577353.222665-0,-64.5393981076847,-17.260662483268135,379.1164338191377,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4044535185386808,-0.012194030499313183,0.9144772588544028,,,,,,
577353.233306,19,1.0,0.397996497154,0.525957912869,577353.233306-0,-61.1005380481933,-17.680453197454383,377.57417728305063,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4113312386576635,-0.01303361192768575,0.9113927457822287,,,,,,
577353.243948,19,0.99,0.43194360733,0.552809736464,577353.243948-0,-38.50198478785791,-25.648978759203075,366.49634053587226,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4565283451783343,-0.0289706630511831,0.8892370722878721,,,,,,
577353.254589,20,0.99,0.467135286331,0.576284111871,577353.254589-0,-17.84587240447067,-32.61714501666289,354.9810705560865,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49784056994510884,-0.04290699556610272,0.8662065323283005,,,,,,
577353.265231,20,0.99,0.490806388855,0.587549930149,577353.265231-0,-3.8506188906424654,-35.21652153902403,346.49160405000595,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5258310769727652,-0.048105748610825026,0.8492275993161394,,,,,,
577353.275872,20,1.0,0.48188533783,0.58322652181,577353.275872-0,-8.712193143970495,-34.23764772413074,349.5175383327486,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5161079284661092,-0.04614800098103836,0.8552794678816246,,,,,,
577353.286514,21,1.0,0.481397008896,0.583860948351,577353.286514-0,-9.458222797636978,-34.416753695542795,349.95714264871225,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5146158691587762,-0.046506212923862554,0.8561586765135519,,,,,,
577353.297155,21,1.0,0.481875324249,0.585754055447,577353.297155-0,-9.232779894609621,-35.00685768560989,349.7890811746839,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5150667549648309,-0.04768642090399672,0.8558225535654953,,,,,,
577353.307797,21,1.0,0.480800533295,0.584696621365,577353.307797-0,-9.236729268895857,-35.32491111913349,349.7736176289367,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5150588562162586,-0.04832252777104394,0.8557916264740008,,,,,,
577353.318438,22,1.0,0.481209182739,0.583102925618,577353.318438-0,-9.659682866866149,-34.79267101317393,350.05759139756054,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5142129490203179,-0.04725804755912483,0.8563595740112485,,,,,,
577353.32908,22,1.0,0.480536985397,0.582498847114,577353.32908-0,-10.00834970201845,-34.65912192329735,350.27410557465004,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5135156153500133,-0.046990949379371635,0.8567926023654275,,,,,,
577353.339721,22,1.0,0.478174638748,0.574567582872,577353.339721-0,-10.526934278861972,-34.48389311226309,350.5940586653296,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5124784461963263,-0.046640491757303094,0.8574325085467868,,,,,,
577353.350363,22,1.0,0.476854896545,0.572609202067,577353.350363-0,-11.32196453737862,-33.974235294365954,351.0956295306692,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5108883856792928,-0.04562117612150885,0.8584356502774659,,,,,,
577353.361004,23,1.0,0.477485084534,0.571586693658,577353.361004-0,-11.49794207302918,-33.723475402992534,351.21356158958764,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5105364306079918,-0.04511965633876202,0.8586715143953028,,,,,,
577353.371646,23,1.0,0.475372457504,0.563687260946,577353.371646-0,-11.997467451218796,-33.50400761063412,351.5216370390638,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5095373798516125,-0.044680720754045174,0.8592876652942552,,,,,,
577353.382287,23,1.0,0.474101257324,0.563426674737,577353.382287-0,-12.82838768677243,-33.51598997448724,352.0126459227456,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5078755393805052,-0.04470468548175137,0.8602696830616187,,,,,,
577353.392929,24,1.0,0.475120544434,0.562926864624,577353.392929-0,-13.000251314043027,-33.315653151477505,352.1244238485549,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.507531812125964,-0.04430401183573194,0.8604932389132374,,,,,,
577353.403571,24,1.0,0.473791980743,0.559227540758,577353.403571-0,-13.47331046712344,-33.353768233432135,352.4011280740456,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5065856938198032,-0.04438024199964126,0.8610466473642188,,,,,,
577353.414212,24,1.0,0.473712873459,0.558539581299,577353.414212-0,-13.522759503340183,-33.16503212825312,352.4399026961277,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5064867957473698,-0.04400276978928316,0.861124196608383,,,,,,
577353.424854,25,1.0,0.475204515457,0.560891257392,577353.424854-0,-13.866648146697429,-33.679857518598325,352.615379378681,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5057990184606552,-0.045032420569973544,0.8614751499734895,,,,,,
577353.435495,25,1.0,0.474200725555,0.557421917386,577353.435495-0,-14.38206848642912,-33.53386578971478,352.92518577432656,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5047681777811919,-0.04474043711220652,0.8620947627647806,,,,,,
577353.446137,25,1.0,0.47381310463,0.557276238336,577353.446137-0,-14.58982566889867,-33.47855394376148,353.0496293814063,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5043526634162528,-0.04462981342029987,0.8623436499789401,,,,,,
577353.456778,26,1.0,0.475314950943,0.556192567613,577353.456778-0,-15.02842865419612,-33.170843766373395,353.3216584891288,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5034754574456578,-0.044014393065523766,0.8628877081943852,,,,,,
577353.46742,26,1.0,0.47418551445,0.554545296563,577353.46742-0,-15.752494713356953,-33.05157913660635,353.74938205499575,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5020273253273362,-0.04377586380598963,0.863743155326119,,,,,,
577353.478061,26,1.0,0.473600482941,0.55499220954,577353.478061-0,-16.080936917261198,-33.25749800376464,353.9296323028776,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5013704409195278,-0.044187701540306226,0.8641036558218826,,,,,,
577353.488703,27,1.0,0.47437415123,0.555380884806,577353.488703-0,-16.62996958498337,-33.192698750135165,354.25103257118724,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5002723755840834,-0.0440581030330473,0.864746456358502,,,,,,
577353.499344,27,1.0,0.473787689209,0.556443956163,577353.499344-0,-17.10908978088014,-33.30133324542098,354.5223137264896,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49931413519228984,-0.044275372023618885,0.8652890186691066,,,,,,
577353.509986,27,1.0,0.473592710495,0.556704923842,577353.509986-0,-17.230107517547367,-33.39323495877427,354.58741284788147,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49907209971895544,-0.0444591754503255,0.8654192169118905,,,,,,
577353.520627,28,1.0,0.473574066162,0.555430772569,577353.520627-0,-17.935964616950855,-32.7551790540405,355.0259787210353,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4976603855201485,-0.04318306364085793,0.866296348658198,,,,,,
577353.531269,28,1.0,0.473396492004,0.554192691379,577353.531269-0,-18.0413804928711,-32.38741588862625,355.10469299420913,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49744955376830796,-0.042447537310029475,0.8664537772045457,,,,,,
577353.54191,28,1.0,0.472952795029,0.555102793376,577353.54191-0,-18.380007891090287,-32.76023143746279,355.28051353699533,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49677229897186964,-0.043193168407702494,0.8668054182901181,,,,,,
577353.552552,29,1.0,0.473241138458,0.555466588338,577353.552552-0,-18.545718915924596,-32.526320893311194,355.3870316343192,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.496440876922201,-0.04272534731939928,0.8670184544847658,,,,,,
577353.563193,29,1.0,0.473572063446,0.556568527222,577353.563193-0,-18.35897988823325,-32.84058062225665,355.26445016094925,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49681435497758364,-0.04335386677729019,0.8667732915380261,,,,,,
577353.573835,29,1.0,0.472970056534,0.553106943766,577353.573835-0,-18.54338785464418,-32.139387022651135,355.4045913739419,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4964455390447618,-0.04195147957807916,0.8670535739640114,,,,,,
577353.584476,29,1.0,0.472496414185,0.554047436184,577353.584476-0,-18.857735453860926,-32.43036871163909,355.5702540577591,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49581684384632824,-0.04253344295605516,0.8673848993316458,,,,,,
577353.595118,30,1.0,0.47304148674,0.554999966092,577353.595118-0,-18.829104471447977,-32.424092790524654,355.55419440091345,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49587410581115426,-0.0425208911138263,0.8673527800179544,,,,,,
577353.60576,30,1.0,0.472680902481,0.553766081068,577353.60576-0,-18.850162793303042,-31.964482520110366,355.58852005497783,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4958319891674441,-0.0416016705729977,0.8674214313260832,,,,,,
577353.616401,30,1.0,0.473227596283,0.552567715115,577353.616401-0,-18.525274042746645,-31.553789873356834,355.42215728394183,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49648176666855687,-0.04078028527949066,0.867088705784011,,,,,,
577353.627043,31,1.0,0.473497915268,0.554513634576,577353.627043-0,-18.664893631623357,-31.95405743024513,355.483064705727,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49620252749080346,-0.04158082039326714,0.8672105206275814,,,,,,
577353.637684,31,1.0,0.473343038559,0.554566404555,577353.637684-0,-18.495248127130708,-31.949018096945778,355.3861941357844,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4965418184997888,-0.041570741726668484,0.8670167794876964,,,,,,
577353.648326,31,1.0,0.472952318192,0.554126612345,577353.648326-0,-18.713380110547348,-31.78382323839412,355.5189325519839,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49610555453295546,-0.04124035200956521,0.8672822563200953,,,,,,
577353.658967,32,1.0,0.473252820969,0.554277420044,577353.658967-0,-18.69787218659326,-31.685379148089837,355.5147313272571,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4961365703808636,-0.041043463828956586,0.8672738538706417,,,,,,
577353.669609,32,1.0,0.472891521454,0.553903706868,577353.669609-0,-18.43403529282233,-31.506278635337395,355.3721347917814,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4966642441684055,-0.04068526280345174,0.8669886607996903,,,,,,
577353.68025,32,1.0,0.472876024246,0.554582468669,577353.68025-0,-18.44213315842768,-31.746222668274783,355.3654473350284,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.4966480484371948,-0.04116515086932651,0.8669752858861843,,,,,,
577353.690892,33,1.0,0.473630809784,0.55612733629,577353.690892-0,-18.29318557369797,-31.784664317221157,355.2782611725681,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49694594360665423,-0.041242034167219194,0.8668009135612638,,,,,,
577353.701533,33,1.0,0.473057079315,0.557032903035,577353.701533-0,-18.199810443402725,-31.656795899885992,355.23078064780077,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.49713269386724473,-0.04098629733254898,0.8667059525117292,,,,,,
577353.712175,33,1.0,0.479286003113,0.562685436673,577353.712175-0,-14.67327044922672,-33.2058321990623,353.1124486893964,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5041857738555967,-0.044084369930901535,0.8624692885949202,,,,,,
577353.722816,34,1.0,0.484628915787,0.562507629395,577353.722816-0,-12.19105126968725,-32.98702341244464,351.66293163879044,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5091502122146757,-0.0436467523576662,0.8595702544937084,,,,,,
577353.733458,34,1.0,0.482305765152,0.560860231188,577353.733458-0,-13.172300552663444,-32.28914470933864,352.2774664937415,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5071877136487233,-0.04225099495145427,0.8607993242036105,,,,,,
577353.744099,34,1.0,0.481684494019,0.561043167114,577353.744099-0,-13.54710589174448,-32.39545999024534,352.4928553271792,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5064381029705612,-0.042463625513267676,0.861230101870486,,,,,,
577353.754741,35,1.0,0.482109165192,0.56017841763,577353.754741-0,-13.674635560321178,-32.149763397879596,352.5798644204955,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5061830436334078,-0.04197223232853608,0.8614041200571185,,,,,,
577353.765382,35,1.0,0.481976604462,0.559000439114,577353.765382-0,-13.750950405037514,-31.787550568429964,352.6421943456071,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5060304139439752,-0.04124780666963687,0.8615287799073417,,,,,,
577353.776024,35,1.0,0.481544494629,0.559682379829,577353.776024-0,-13.911329763723899,-32.18264878570919,352.7172614132268,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.5057096552266024,-0.0420380031041953,0.8616789140425811,,,,,,
577353.786665,35,1.0,0.481582546234,0.559795167711,577353.786665-0,-13.88018014999264,-32.22835504273097,352.6967461840133,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.505771954454065,-0.04212941561823888,0.8616378835841542,,,,,,
577353.797307,36,1.0,0.482197666168,0.561458926731,577353.797307-0,-14.013202250843108,-32.58273963311164,352.75733065857594,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.505505910252364,-0.04283818479900022,0.8617590525332793,,,,,,
577353.807948,36,1.0,0.482598495483,0.56023050944,577353.807948-0,-14.008364544586584,-32.27999992098731,352.769435561139,-266.7661573770251,-11.163647233611538,-78.12219560806375,0.505515585664877,-0.0422327053747515,0.8617832623384056,,,,,,
