index	mood	unique_interactions	alone	morale	stress	fatigue	compulsions	getting_ready_activity	_activity	relaxing_activity	just_woke_up_activity	in_class_activity	with_k_activity	with_friends_activity	chatting_activity	emails_activity	leisure_activity	with_parents_activity	resting_activity	trying_to_leave_apt_activity	eating_activity	therapy_activity	working_out_activity	feedly_activity	working_activity	mozfest_activity	ash_stuff_activity	reading_activity	schoolwork_activity	email_activity	schoolworking_activity	commuting_activity	tv_activity	errands_activity	meditation_activity	washing_up_activity	sstudying_activity	cooking_activity	studying_activity	work_activity	shopping_activity	workshop_activity	la_location	k_home_location	cafe_location	parsons_location	airport_location	friend_home_location	mountain_view_location	mozfest_house_location	home_location	mozfest_location	parents_home_location	school_location	therapy_location	vacation_location	london_location	library_location	hour_of_day	avg_attention	avg_engagement	avg_valence	blinks	emoji	Sadness_score	Analytical_score	Joy_score	Fear_score	Tentative_score	Anger_score	Confident_score	word_count	uniqueword_ratio	backspace_count	avg_dwelltime	avg_flighttime	stepCount	current_tabCount	current_windowCount	tabs_activated	tabs_created	windows_created	productivity_score	phone_unlocks	phone_use_secs	heart_rate
192	2.5	0	True	2.0	0.0	4.5	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	21	97.2154553324846	6.414021995933542	-0.12078939235373719	1.0	1.0	0.63808	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.8	147.0	0.11060468092783875	0.3103363740677927	0.0	36.0	2.0	15.0	4.0	0.0	94.54	9.0	389.0	98.0
193	2.5	1	True	2.0	0.0	4.5	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	23	97.56244092468822	9.244185488090055	-0.6830571363324055	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.9583333333333334	105.0	0.0997234933983268	0.2689528064063716	0.0	36.0	2.0	17.0	3.0	0.0	62.08	12.0	174.0	101.0
194	3.0	0	True	3.5	0.0	2.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	12	95.01505278356328	46.218465348913895	0.011527685089881376	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.775	92.0	0.1164894726899293	0.2767884411389315	2196.0	37.0	2.0	68.0	5.0	0.0	95.1	1.0	2.0	85.0
195	3.0	0	True	3.0	0.5	2.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	14	95.01505278356328	46.218465348913895	0.011527685089881376	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.775	92.0	0.1164894726899293	0.2767884411389315	2196.0	37.0	2.0	68.0	5.0	0.0	95.1	1.0	2.0	85.0
196	3.0	2	False	3.5	0.0	2.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	16	97.76064614016994	8.05216994389993	-0.8914451135259096	0.0	2.0	0.585182	0.0	0.583077	0.0	0.773835	0.0	0.0	147.0	0.6054421768707483	244.0	0.0980785648114252	0.23670664832479044	21.0	37.0	2.0	67.0	15.0	0.0	85.55	8.0	239.0	85.0
197	3.0	1	False	3.0	0.0	2.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	17	86.9405195023064	37.91901162172798	-5.473392809359597	0.0	4.0	0.0	0.0	0.775074	0.0	0.0	0.0	0.0	24.0	0.9166666666666666	119.0	0.11589500868674552	0.38146430260672176	3219.0	35.0	2.0	47.0	4.0	0.0	99.87	5.0	175.0	93.0
198	5.0	2	True	3.5	0.0	2.0	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	21	95.67770058452219	80.35685580087744	57.17628738154536	17.0	7.0	0.0	0.0	0.77789	0.0	0.0	0.0	0.0	13.0	0.9230769230769231	4.0	0.10111978793966359	0.38752010133531356	14.0	37.0	2.0	34.0	8.0	0.0	15.9	17.0	661.0	82.0
199	4.0	2	True	3.0	0.0	2.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	23	97.03836827167515	2.3802345646351974	0.18780612428837498	3.0	1.0	0.0	0.0	0.671083	0.0	0.646962	0.0	0.0	381.0	0.5065616797900262	400.0	0.08307875060982943	0.18953023199611638	14.0	35.0	2.0	50.0	5.0	0.0	98.96	25.0	518.0	82.0
200	3.5	1	True	3.0	0.0	3.0	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	0	97.40938990052047	14.9378170884271	8.568907381916652	6.0	3.0	0.0	0.0	0.518413	0.0	0.698488	0.528762	0.0	140.0	0.6571428571428571	277.0	0.09258540662895723	0.21652568457522914	54.0	36.0	2.0	63.0	15.0	0.0	58.98	13.0	534.0	75.0
201	3.5	2	True	3.5	0.0	3.5	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	1	97.40938990052047	14.9378170884271	8.568907381916652	6.0	3.0	0.0	0.0	0.518413	0.0	0.698488	0.528762	0.0	140.0	0.6571428571428571	277.0	0.09258540662895723	0.21652568457522914	54.0	36.0	2.0	63.0	15.0	0.0	58.98	13.0	534.0	75.0
202	3.0	2	True	2.5	0.0	3.5	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	17	96.5430526994679	6.111423754056737	-0.4116691156507355	7.0	2.0	0.0	0.637364	0.633577	0.0	0.893364	0.0	0.0	19.0	0.8947368421052632	25.0	0.09625354421482164	0.23763250837139055	28.0	35.0	3.0	33.0	7.0	0.0	33.2	4.0	339.0	71.0
203	2.5	0	True	2.0	0.5	4.0	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	18	97.17158900011306	50.2339113791467	-7.288459295044409	12.0	5.0	0.0	0.895388	0.0	0.0	0.891369	0.0	0.0	49.0	0.8163265306122449	85.0	0.0951341745550805	0.24071264785974203	28.0	34.0	3.0	69.0	7.0	0.0	33.2	2.0	42.0	82.0
204	2.5	1	True	2.0	0.0	3.5	True	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	14	97.4376311751591	2.3123889057971128	-1.389924731511381	21.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	9.0	0.127911064089561	0.3258826405394311	0.0	33.0	2.0	18.0	2.0	0.0	57.05	7.0	128.0	76.0
205	3.0	1	True	2.0	0.0	4.0	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	20	96.81327761684199	18.537529484480388	-6.305937872518833	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.8421052631578947	41.0	0.11292085678953874	0.30970875247494206	990.0	33.0	2.0	13.0	2.0	0.0	45.29	47.0	1680.0	70.0
206	2.5	2	True	2.0	0.0	4.0	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	21	97.3587123453182	16.921995986247584	-1.562556030802483	1.0	2.0	0.0	0.920556	0.505707	0.0	0.99699	0.0	0.0	13.0	1.0	61.0	0.09264556660371669	0.18337850911276682	0.0	33.0	2.0	18.0	5.0	0.0	35.56	59.0	1129.0	89.0
207	3.0	2	True	2.5	0.0	4.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	22	97.3587123453182	16.921995986247584	-1.562556030802483	1.0	2.0	0.0	0.920556	0.505707	0.0	0.99699	0.0	0.0	13.0	1.0	61.0	0.09264556660371669	0.18337850911276682	0.0	33.0	2.0	18.0	5.0	0.0	35.56	59.0	1129.0	89.0
208	3.0	1	True	2.0	0.0	4.5	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	0	98.46267960515861	0.08980322628235567	0.0	1.0	1.0	0.0	0.0	0.563675	0.0	0.848773	0.0	0.0	95.0	0.7789473684210526	85.0	0.08367572576513788	0.17740819070223118	0.0	32.0	2.0	27.0	6.0	0.0	26.62	4.0	39.0	89.0
209	2.0	1	True	1.5	0.0	5.0	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	1	97.36445602129993	13.400610746985132	12.348621335522882	9.0	2.0	0.0	0.0	0.516769	0.0	0.0	0.0	0.0	23.0	0.869565217391304	18.0	0.08272352685099063	0.16034903296505112	0.0	32.0	2.0	22.0	3.0	0.0	69.73	15.0	2069.0	87.0
210	3.0	2	True	3.0	0.0	2.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	14	90.79530307085086	29.124544705794406	-6.867915651889947	0.0	3.0	0.0	0.868976	0.523294	0.0	0.0	0.0	0.0	100.0	0.72	85.0	0.07859609309417098	0.17225825463108083	0.0	32.0	2.0	39.0	6.0	0.0	59.45	1.0	54.0	83.0
211	3.0	0	True	3.0	1.0	3.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	15	90.79530307085086	29.124544705794406	-6.867915651889947	0.0	3.0	0.0	0.868976	0.523294	0.0	0.0	0.0	0.0	100.0	0.72	85.0	0.07859609309417098	0.17225825463108083	0.0	32.0	2.0	39.0	6.0	0.0	59.45	1.0	54.0	83.0
212	2.5	1	True	2.5	0.0	3.0	True	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	17	92.24218948303707	45.358594545222346	25.553716357313245	27.0	3.0	0.0	0.0	0.91196	0.0	0.0	0.0	0.942754	15.0	0.9333333333333333	6.0	0.09083382189273834	0.22890206938939736	0.0	32.0	2.0	25.0	4.0	0.0	66.93	25.0	853.0	83.0
213	3.0	1	True	3.0	0.0	3.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	18	98.25485638565299	3.914868998048498	-1.090763856437	1.0	1.0	0.599279	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	33.0	0.08821291984266537	0.2716987905367999	0.0	33.0	2.0	51.0	4.0	0.0	93.34	14.0	395.0	83.0
214	2.5	0	True	3.0	1.0	3.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	19	94.19615191221237	0.7827213548589498	2.2136443108320236	0.0	1.0	0.0	0.697412	0.530503	0.0	0.0	0.0	0.0	220.0	0.5772727272727273	456.0	0.08603538426623983	0.2028356916067616	2307.0	33.0	3.0	148.0	19.0	1.0	74.7	15.0	258.0	75.0
215	2.5	1	True	2.5	0.0	3.5	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	20	94.19615191221237	0.7827213548589498	2.2136443108320236	0.0	1.0	0.0	0.697412	0.530503	0.0	0.0	0.0	0.0	220.0	0.5772727272727273	456.0	0.08603538426623983	0.2028356916067616	2307.0	33.0	3.0	148.0	19.0	1.0	74.7	15.0	258.0	75.0
216	3.5	1	True	3.0	0.0	4.0	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	22	89.01072324555496	46.84146505260262	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.9047619047619048	40.0	0.11915616078465308	0.26704624958608636	9.0	34.0	2.0	23.0	8.0	0.0	96.88	8.0	268.0	94.0
217	3.0	0	True	3.5	0.0	3.5	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	23	97.9288678004824	1.9180896494473363	-0.18294651172626977	6.0	1.0	0.0	0.860487	0.0	0.0	0.0	0.0	0.670747	45.0	0.6444444444444445	229.0	0.09791577088351845	0.37359380513668405	12.0	36.0	3.0	28.0	9.0	1.0	27.19	1.0	22.0	79.0
218	3.5	1	True	3.0	0.0	4.0	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	0	93.5721988863158	42.242969856823535	-5.6670693610478375	19.0	2.0	0.642895	0.0	0.0	0.0	0.0	0.0	0.843719	39.0	0.7948717948717948	86.0	0.14544636485646073	0.346135019266167	12.0	34.0	3.0	42.0	7.0	0.0	80.88	2.0	31.0	79.0
219	3.0	1	True	3.5	0.0	4.0	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	1	89.96891042630966	46.4317971097484	6.196156384193734	12.0	3.0	0.0	0.0	0.0	0.0	0.50589	0.0	0.0	61.0	0.7540983606557377	70.0	0.10085937115881179	0.23843531967491233	12.0	31.0	3.0	84.0	16.0	1.0	87.19	16.0	1615.0	76.0
220	3.5	1	True	4.0	0.0	4.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	2	97.72535299977949	2.684873288312266	-1.9161060458806254	9.0	2.0	0.0	0.0	0.504808	0.0	0.869163	0.0	0.0	128.0	0.671875	197.0	0.09759253749941757	0.3015425016027495	56.0	30.0	2.0	35.0	10.0	0.0	63.86	25.0	1085.0	76.0
221	3.5	1	True	4.0	2.0	3.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	13	97.33423601295279	6.000789385155022	0.798190318236497	18.0	2.0	0.600576	0.0	0.516479	0.0	0.0	0.0	0.0	37.0	0.5945945945945946	56.0	0.09672216169551603	0.217622308915364	730.0	30.0	2.0	14.0	4.0	0.0	44.88	13.0	653.0	83.0
222	3.0	1	True	4.0	3.0	4.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	14	97.33423601295279	6.000789385155022	0.798190318236497	18.0	2.0	0.600576	0.0	0.516479	0.0	0.0	0.0	0.0	37.0	0.5945945945945946	56.0	0.09672216169551603	0.217622308915364	730.0	30.0	2.0	14.0	4.0	0.0	44.88	13.0	653.0	83.0
223	3.0	2	True	3.0	1.5	4.0	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	21	96.49848919323095	3.242650421433128	-0.2710774783329862	2.0	1.0	0.0	0.0	0.0	0.0	0.649718	0.0	0.0	26.0	0.8461538461538461	47.0	0.10559676359681522	0.2922533792318757	20.0	31.0	2.0	81.0	17.0	0.0	12.51	10.0	249.0	101.0
224	2.5	1	True	2.0	0.5	4.0	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	22	96.49848919323095	3.242650421433128	-0.2710774783329862	2.0	1.0	0.0	0.0	0.0	0.0	0.649718	0.0	0.0	26.0	0.8461538461538461	47.0	0.10559676359681522	0.2922533792318757	20.0	31.0	2.0	81.0	17.0	0.0	12.51	10.0	249.0	101.0
225	2.0	0	True	2.0	1.0	4.5	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	23	96.71875708693759	1.4312578540021947	-0.3486437288309456	12.0	1.0	0.60129	0.51064	0.0	0.0	0.0	0.0	0.0	37.0	0.7567567567567568	28.0	0.08843484137627709	0.20489724260387998	20.0	29.0	2.0	54.0	8.0	0.0	71.86	12.0	355.0	101.0
226	2.5	0	True	3.0	0.5	4.5	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	1	96.62378246307372	5.952545863986015	-4.843753619392713	11.0	3.0	0.731837	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.8095238095238095	13.0	0.10782866661365216	0.3037163480122884	7.0	31.0	2.0	40.0	9.0	0.0	84.17	7.0	215.0	97.0
227	2.5	0	True	2.5	1.5	4.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	12	97.65511907849994	34.64278650247701	18.109144404207413	10.0	4.0	0.538888	0.0	0.640127	0.687117	0.542262	0.625315	0.0	280.0	0.5642857142857143	346.0	0.09095483983971543	0.21522845850120975	41.0	29.0	2.0	80.0	9.0	0.0	90.02	16.0	442.0	74.0
228	3.0	1	True	3.0	0.5	3.5	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	13	97.65511907849994	34.64278650247701	18.109144404207413	10.0	4.0	0.538888	0.0	0.640127	0.687117	0.542262	0.625315	0.0	280.0	0.5642857142857143	346.0	0.09095483983971543	0.21522845850120975	41.0	29.0	2.0	80.0	9.0	0.0	90.02	16.0	442.0	74.0
229	3.5	2	True	3.5	1.0	3.0	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	15	97.45568466186523	9.254163051447408	-5.365665314404608	52.0	3.0	0.538888	0.0	0.640127	0.687117	0.542262	0.625315	0.0	280.0	0.5642857142857143	346.0	0.09095483983971543	0.21522845850120975	3953.0	28.0	2.0	51.0	12.0	1.0	72.51	16.0	442.0	74.0
230	2.5	2	True	2.0	1.5	4.5	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	18	97.27843581823994	43.93028507470656	23.280051479751258	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	31.0	0.09259120751452703	0.25286747624234457	867.0	28.0	2.0	6.0	2.0	0.0	30.27	23.0	602.0	98.0
231	2.5	2	True	2.0	2.0	4.5	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	20	97.16153957551951	21.613144568754812	7.994227622366805	15.0	6.0	0.0	0.0	0.0	0.551469	0.0	0.0	0.0	119.0	0.5546218487394958	142.0	0.09329596426872074	0.16230630524361636	0.0	28.0	2.0	39.0	6.0	0.0	52.04	45.0	836.0	98.0
232	3.5	5	True	3.0	1.0	4.0	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	21	97.06298003703246	7.862912333710289	3.6657927311383762	4.0	3.0	0.0	0.0	0.0	0.551469	0.0	0.0	0.0	119.0	0.5546218487394958	142.0	0.09329596426872074	0.16230630524361636	0.0	28.0	2.0	33.0	5.0	0.0	58.42	20.0	525.0	80.0
233	3.0	2	True	3.0	0.5	3.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	22	96.84667522814847	12.280317353185756	-3.5009090649440537	21.0	1.0	0.0	0.0	0.0	0.0	0.959646	0.0	0.0	22.0	0.8636363636363636	51.0	0.09040267865625773	0.2847709516123939	0.0	27.0	2.0	68.0	16.0	0.0	81.38	31.0	1290.0	80.0
234	3.0	2	True	3.0	0.5	3.5	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	23	97.57993537296831	11.060649300635225	-0.47313169118343207	1.0	2.0	0.0	0.0	0.590063	0.0	0.0	0.0	0.0	47.0	0.7021276595744681	127.0	0.10347010052898228	0.32786166314783655	0.0	28.0	2.0	25.0	9.0	0.0	74.07	15.0	692.0	80.0
235	2.5	1	True	2.0	0.0	4.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	0	98.00758342348935	11.553117303193558	-2.1275472937022784	48.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.8181818181818182	127.0	0.11822263320187604	0.4112766234449638	0.0	28.0	2.0	38.0	7.0	0.0	74.07	7.0	175.0	80.0
236	3.5	1	False	4.0	0.5	3.0	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	17	84.1026159922282	65.73400672028463	53.371742248535156	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.512251	57.0	0.6140350877192983	121.0	0.09877410807122528	0.24821507267625026	966.0	28.0	2.0	30.0	6.0	0.0	88.35	10.0	188.0	106.0
237	2.5	0	False	2.5	2.5	3.0	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	18	96.82421284630185	4.933504179308546	0.5299484810703212	5.0	3.0	0.574347	0.864578	0.582646	0.0	0.0	0.0	0.0	514.0	0.4688715953307393	574.0	0.08146646918443146	0.1705137214233871	2933.0	31.0	3.0	64.0	9.0	0.0	24.23	21.0	388.0	107.0
238	3.0	0	False	3.0	1.5	3.5	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	19	96.82421284630185	4.933504179308546	0.5299484810703212	5.0	3.0	0.574347	0.864578	0.582646	0.0	0.0	0.0	0.0	514.0	0.4688715953307393	574.0	0.08146646918443146	0.1705137214233871	2933.0	31.0	3.0	64.0	9.0	0.0	24.23	21.0	388.0	107.0
239	3.0	1	True	3.0	0.5	4.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	21	96.37915828527994	2.565232280173049	-0.013245904090388722	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	31.0	0.1336759708144448	0.39131787781403443	2933.0	30.0	3.0	26.0	6.0	0.0	54.51	6.0	55.0	107.0
240	3.0	0	True	3.0	0.5	4.0	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	22	97.263758679231	0.7887776590521551	-0.30959152554472286	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	31.0	0.1336759708144448	0.39131787781403443	54.0	29.0	3.0	52.0	10.0	0.0	35.8	13.0	325.0	76.0
241	3.0	0	True	3.0	0.5	4.0	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	0	97.263758679231	0.7887776590521551	-0.30959152554472286	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	31.0	0.1336759708144448	0.39131787781403443	54.0	29.0	3.0	52.0	10.0	0.0	35.8	13.0	325.0	76.0
