	time	mood	unique_interactions	alone	morale	stress	fatigue	compulsions	with_parents_activity	schoolwork_activity	in_class_activity	studying_activity	work_activity	resting_activity	shopping_activity	email_activity	with_friends_activity	just_woke_up_activity	feedly_activity	getting_ready_activity	chatting_activity	ash_stuff_activity	commuting_activity	cooking_activity	tv_activity	errands_activity	working_activity	therapy_activity	meditation_activity	trying_to_leave_apt_activity	washing_up_activity	workshop_activity	eating_activity	leisure_activity	reading_activity	working_out_activity	with_k_activity	la_location	k_home_location	mountain_view_location	vacation_location	therapy_location	school_location	cafe_location	library_location	airport_location	home_location	parents_home_location	friend_home_location	Sadness_score	Analytical_score	Joy_score	Fear_score	Tentative_score	Anger_score	Confident_score	word_count	uniqueword_ratio	backspace_count	avg_dwelltime	avg_flighttime	avg_attention	avg_engagement	avg_valence	blinks	productivity_score	current_tabCount	current_windowCount	tabs_activated	tabs_created	windows_created	phone_unlocks	phone_use_secs	walking_distance	walking_duration	avg_walking_speed	stepCount	time_of_day
in_class_activity	0.19357723744678274	0.09083838827822975	0.030715566873785734	-0.33487224889041495	0.06703144948989233	0.024791153706469993	0.018051562590382163	-0.08902235207864583	0.0	-0.1287921191253912	1.0	-0.033415943951558634	-0.13784218730102835	-0.016524474346471193	-0.00951733734533605	-0.030429030972509104	0.028043695919452355	0.0	-0.06324555320336771	0.0	-0.05597463058323362	-0.06411678849447253	0.0	-0.021384973069207672	-0.10118166860330846	-0.06668912469885736	-0.030429030972509118	-0.013475832551423083	-0.016524474346471033	0.0	-0.0191040179975218	0.0	-0.060585764999997224	-0.15653112160804453	-0.009517337345336004	-0.027149599207000177	-0.03750000000000047	-0.04123411074788504	-0.03750000000000047	-0.05108361853348096	-0.0675337753336121	0.0	0.5552777082985888	-0.02345468502002859	-0.021384973069207638	-0.009517337345336012	-0.26424909878161706	-0.05006422610226317	-0.049029033784546046	-0.03983171914720865	-0.013388612604260518	-0.11151966005470777	-0.05558014411026924	-0.0016464065132578004	-0.032767462781478865	0.10254377744205272	-0.04959881162072698	0.09965817110839367	-0.10751213962554262	-0.00999974155847924	-0.023672833572554237	-0.2760594901736718	0.15338254212775695	0.05059144974046099	0.0032474073207271114	0.052356965046296784	0.012517456618393784	-0.046116549210788955	0.08553271344107559	-0.018889729067467845	-0.03641995475435513	0.003748826756734513	-0.015924901880566122	-0.07643480954409704	-0.07663870743750899	-0.08327421749103396	0.23097973365316618	-0.15101838899736353
studying_activity	-0.06815518450437114	0.03588858504433928	-0.03326330431922775	0.00023987293247278852	0.05012325560259391	-0.06893706159998936	-0.01061649606614526	0.03659101751192281	0.0	-0.07440312608099103	-0.033415943951558634	1.0	-0.08255676485731515	-0.014724824229083855	-0.008480821634661767	-0.027115061159403056	-0.05478469184535658	0.0	0.08981991909373394	0.0	-0.0498785364874267	-0.057133946951605875	0.0	-0.019055974972966093	-0.09016215911928832	-0.05942613474974769	-0.02711506115940306	-0.012008204406371665	-0.014724824229083664	0.0	-0.017023434524126586	0.0	0.04693506207903123	-0.05124321463029647	-0.00848082163466187	-0.024192786277556857	0.19771100171338957	-0.03674337956383127	0.1977110017133896	-0.045520195566869724	-0.06017879603693823	0.0	-0.06017879603693735	-0.020900278400819355	-0.01905597497296611	-0.00848082163466183	0.035974616227963344	-0.044611823290970055	-0.04368937186515954	-0.06711887827002103	-0.023522069260746965	0.05521481347260309	0.07029129311239857	0.013119004173997853	0.12295119557934747	-0.0506947296743993	0.0390172132622367	-0.056003002609876444	0.04104298498644158	0.2795349606762536	-0.06695276512558887	0.02877530654678163	-0.004171917939088944	-0.052341314396250595	0.03745896768362581	0.06747829622958107	-0.1512166779395657	0.022461360841854596	-0.014311226401002798	0.0049447942863552275	-0.049610483232197404	-0.06813075500772306	-0.03686284239264974	0.016526221237402296	0.021765652494679544	0.03649828792013138	-0.05195508163712757	0.032933934591764406
work_activity	0.21642594186593206	0.12030495990494629	-0.07627368276636502	-0.1237773313404053	0.3870329460000801	-0.010405586593143702	-0.08705676274769278	-0.009456964552693639	0.0	0.9528446037771979	-0.13784218730102835	-0.08255676485731515	1.0	-0.08350108291597537	-0.04809278396089682	0.03484290611074737	0.040313978016265045	0.0	-0.1072518834737151	0.0	-0.17442977451985117	-0.22706400698203638	0.0	-0.019696036864943787	-0.3703568227142421	-0.1804181932204099	0.16058034990170594	-0.06809575830643505	0.030301706608260693	0.0	-0.09653597187979673	0.0	-0.0355022145010059	-0.3867226680228024	-0.04809278396089659	0.1432741037428977	0.09459147841876445	0.1466069710905754	0.12041744127651995	0.09367443640471454	0.17034985738685682	0.0	0.03081987551406925	0.12377527009496722	0.11285296798292115	-0.04809278396089669	-0.1726068480220707	0.08517458059191357	-0.02489728087866411	0.006442982980895822	0.1689265799007142	-0.03697432466366108	-0.062183235348574284	-0.15091408916581886	-0.008209041154562276	-0.030468799827395473	0.007992788924287618	-0.05472746256724712	0.20189590572152086	-0.03436819894132255	0.213849865172252	0.059610799199965536	-0.09782301636534912	-0.1603156517544782	0.01653832508284058	0.29322005752661956	0.3269660419097553	0.0859469620656926	0.03179977077604282	0.05307650150875855	0.042182118412975395	-0.07909758631731803	-0.05484465135844273	-0.1155607664930554	-0.12075923358309006	-0.14005284627729045	-0.006450570150559098	-0.038731084404558885
resting_activity	-0.03881991189098585	0.030125527728687172	0.013534895915818109	-0.01629037662799261	0.010532782533356773	-0.03408997535971133	0.007954468878360047	-0.09655044635277965	0.0	-0.07956355626603975	-0.016524474346471193	-0.014724824229083855	-0.08350108291597537	1.0	-0.0041938399149256895	-0.0134086331118189	-0.02709150566838014	0.0	0.06851207973867547	0.0	-0.024665369256688784	-0.02825323271080066	0.0	-0.00942334503685591	-0.04458597032449351	0.15539351630946976	-0.013408633111818911	-0.005938161314488791	-0.007281553398058086	0.0	-0.008418236141721831	0.0	-0.026697277853433985	-0.010795001450656353	-0.0041938399149257415	-0.011963542816347754	0.1358679001820973	-0.01816992014007923	0.1358679001820973	-0.0225101318395049	-0.029758937013883904	0.0	-0.029758937013883352	-0.010335369091147165	-0.009423345036855917	-0.00419383991492572	0.002875112726844296	-0.022060933864074084	-0.021604773626800258	0.058151045521531254	0.02001388487654399	0.007740699222937811	0.07434527604383787	0.02882090184158516	-0.03176822939687622	-0.025068983872497497	0.037804291177519385	-0.03796905313372166	0.019004025929615264	-0.009471374280933136	-0.08458485608860876	-0.12456178519699819	-0.016615236034635238	-0.010675551262142051	0.027183340668888178	-0.07603950934022506	-0.1099945433111347	0.011107337908996984	0.02426408805220814	-0.014122529924631035	0.01788851064231768	0.15368088644666625	0.18909808533076405	0.029942235176188447	0.024803206558950287	0.04829655814609367	-0.02055532087374766	0.07121107137263971
shopping_activity	-0.07004970702685669	0.0030922429275130445	-0.04976899250996327	0.02842080040036539	0.017012291134457343	-0.03815293350711916	-0.09428538255777283	-0.0556086172252968	0.0	-0.04582494967776328	-0.00951733734533605	-0.008480821634661767	-0.04809278396089682	-0.0041938399149256895	1.0	-0.0077227560761879786	-0.015603461461642307	0.0	-0.016051447078102674	0.0	-0.014206118454431883	-0.01627256281603873	0.0	-0.0054274134085486	-0.02567946862031143	-0.016925410587311968	-0.00772275607618798	-0.00342010785069742	-0.0041938399149256565	0.0	-0.004848516904900938	0.0	-0.015376404368806024	0.06080156615223978	-0.002415458937198054	-0.006890450518498316	-0.00951733734533616	-0.010465038456601673	-0.00951733734533616	0.18630898942873753	0.14092707387260747	0.0	-0.017139779254776607	-0.00595269732437883	-0.005427413408548616	-0.0024154589371980523	-0.06706527510148437	-0.012706083433290782	-0.012443356113157483	-0.0357538541185184	-0.02709566486821769	-0.052298296004996615	-0.014105999498661856	0.06534995720726929	-0.01829703927003664	-0.014438581912912191	-0.033204861182918835	0.07093559347028883	-0.040694339451457624	0.005784003211950383	-0.01806051000578039	0.015648154568938654	-0.036963519524909644	-0.003241835708271762	-0.03754371024449263	-0.018829285950368705	-0.02278553357671491	-0.023771844178168067	0.020962498400360546	0.10398781209587074	-0.014129773064930398	-0.03423690577717876	-0.027564220361985237	-0.019398823129537675	-0.01945057153048777	-0.0211346352008281	-0.013981713677063173	-0.030803990883381642
email_activity	-0.019054561489701114	-0.0037898572279853235	0.06173313169873804	0.01834826141047996	0.05439205473760301	-0.015408424523814489	-0.03884589892270343	0.01220896409530926	0.0	0.04251139668481753	-0.030429030972509104	-0.027115061159403056	0.03484290611074737	-0.0134086331118189	-0.0077227560761879786	1.0	-0.049887714900358815	0.0	0.10841355054782906	0.0	-0.045420100471786136	0.05329593053928811	0.0	-0.017352640209845026	-0.08210293674080583	-0.054114278426428214	-0.024691358024691284	-0.010934840695669343	-0.013408633111818774	0.0	-0.015501780142558874	0.0	0.005979133361118225	-0.030592206297418552	-0.007722756076187947	-0.022030293204293887	0.05375795471809944	0.1208243142957498	0.05375795471809945	-0.04145133361448379	0.04627527050076669	0.0	-0.054799662435118926	-0.019032088984664065	-0.017352640209845067	0.31277162108560963	-0.016677306097476766	0.024218247429278868	0.026257545381445566	-0.05124835574979416	0.09692554622566622	0.01204149213032168	-0.0450999980423445	-0.007109329405486962	0.08636658542053045	-0.0063112316544932014	0.06454427672213951	-0.04978214155218373	0.11071930806397452	-0.005995508467892471	-0.05833564938274765	0.023845519630265433	0.042987222306203034	0.004651541419031711	0.03304758826483122	-0.01863253812450431	-0.018376674148203407	-0.04706659803176273	-0.006255362439563527	0.03729972144405522	0.025129154109592294	0.05929440394861011	0.06060698363828531	-0.028450095378585186	-0.030251484914173996	-0.022131620445259334	0.003134854424578741	-0.10504770863788955
with_friends_activity	0.12518863724448603	0.3981056803690582	0.20692879631846658	-0.47189879777185423	0.12664334352217718	-0.03396527323190605	-0.10098170787584873	-0.08982588166748394	0.0	0.05574116784114321	0.028043695919452355	-0.05478469184535658	0.040313978016265045	-0.02709150566838014	-0.015603461461642307	-0.049887714900358815	1.0	0.0	-0.018759643928097324	0.0	0.064827058224108	-0.021118065602985757	0.0	-0.03506018448606886	-0.06410756934559689	-0.027922359129328632	-0.04988771490035886	-0.0220933257118091	-0.027091505668379413	0.0	-0.03132060972210116	0.0	0.017944215707262814	-0.06864585863887043	-0.015603461461642171	-0.04451115995515874	-0.06148041028495549	0.014429752311548447	-0.06148041028495549	-0.08375044870075946	-0.05697877130183421	0.0	0.3998226281691195	0.031538559540512545	0.041518639522976054	-0.015603461461642211	-0.3631366598843397	-0.0820791776364227	0.4112174048822811	0.1010038590336367	-0.05374114983349567	0.09170385511035843	-0.09112240169589951	0.04227468769863916	0.08158945278864523	0.09738021570251104	0.09563042021966828	-0.06443417320559822	0.06648148937452135	-0.0245784375244893	-0.05484052979342941	-0.00332003334153077	0.1029358599163358	0.12441001361280721	0.016352022798956856	0.03673355367930436	-0.023061179162752035	0.0772259650241631	0.1933810372950627	0.13765267981588605	0.07070885560601715	0.0021118374906644146	-0.0824367845425068	-0.003608219794386105	-0.0027990701135074854	-0.022486082963551004	0.1811552364454258	-0.04550665233494273
just_woke_up_activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
feedly_activity	-0.029483938472266033	-0.09315491864694049	0.013549968387970495	0.07581828865593793	-0.18699550300400927	-0.022796148744444123	0.051923654709489925	-0.04044276945614409	0.0	-0.09171115986388642	-0.06324555320336771	0.08981991909373394	-0.1072518834737151	0.06851207973867547	-0.016051447078102674	0.10841355054782906	-0.018759643928097324	0.0	1.0	0.0	-0.03318887321803802	-0.10813604687883313	0.0	0.11361037396809642	-0.13086189776222532	0.07317227604455422	-0.051320023927966786	-0.022727639589085427	-0.027869320571664753	0.0	0.051350377933065613	0.0	0.04107944564119058	0.2871372674949693	-0.016051447078102625	-0.045789104562571535	-0.06324555320336876	-0.02945931904648696	-0.019500712237705237	-0.08615497903412879	-0.08763892160781615	0.0	-0.0613788837253283	-0.03955745411473237	-0.03606678538669732	0.15048231635721118	0.06808829066491927	-0.0844357246809635	0.12320783635861375	0.021629799298058507	-0.053167235371272964	-0.050173844835193035	-0.025217022840500605	0.09950824283736576	-0.04889592265441476	0.007356581249083742	-0.048257705410738726	0.09980837409160577	-0.05220868608341512	-0.018384308651163177	-0.047469617283046384	0.03966425506466791	-0.045713460545814086	-0.0491483859154446	0.11398419712422851	-0.1948173544782932	-0.17365662021989647	-0.007608695652173869	0.04573751349259615	-0.006890246360155024	-0.008656089871259114	0.05288606000577683	0.053779062774522386	0.05841198592944172	0.054611793658446636	0.06458015100335383	0.009386435684203597	0.03903872328100037
getting_ready_activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
