	time	mood	unique_interactions	alone	morale	stress	fatigue	compulsions	with_parents_activity	schoolwork_activity	in_class_activity	studying_activity	work_activity	resting_activity	shopping_activity	email_activity	with_friends_activity	just_woke_up_activity	feedly_activity	getting_ready_activity	chatting_activity	ash_stuff_activity	commuting_activity	cooking_activity	tv_activity	errands_activity	working_activity	therapy_activity	meditation_activity	trying_to_leave_apt_activity	washing_up_activity	workshop_activity	eating_activity	leisure_activity	reading_activity	working_out_activity	with_k_activity	la_location	k_home_location	mountain_view_location	vacation_location	therapy_location	school_location	cafe_location	library_location	airport_location	home_location	parents_home_location	friend_home_location	Sadness_score	Analytical_score	Joy_score	Fear_score	Tentative_score	Anger_score	Confident_score	word_count	uniqueword_ratio	backspace_count	avg_dwelltime	avg_flighttime	avg_attention	avg_engagement	avg_valence	blinks	productivity_score	current_tabCount	current_windowCount	tabs_activated	tabs_created	windows_created	phone_unlocks	phone_use_secs	walking_distance	walking_duration	avg_walking_speed	stepCount	time_of_day
chatting_activity	-0.04615148469107251	0.15183841837407508	0.4246071241544917	0.042089404221581576	-0.12325082859304103	0.19424998968470167	0.007376135696361269	-0.035793331948435335	0.0	-0.16085175844563382	-0.05597463058323362	-0.0498785364874267	-0.17442977451985117	-0.024665369256688784	-0.014206118454431883	-0.045420100471786136	0.064827058224108	0.0	-0.03318887321803802	0.0	1.0	-0.004887341623187555	0.0	-0.031920425802167765	-0.04099220825282728	0.017816109431294122	-0.04542010047178611	-0.02011479330313128	-0.024665369256688698	0.0	-0.028515742668446156	0.0	0.06805445587160823	-0.04888427507141659	-0.014206118454431893	-0.04052503429585833	-0.055974630583234646	0.07148587472064562	-0.05597463058323459	-0.03962545116183992	0.015400725699292751	0.0	-0.042702012166220805	-0.03500979545179164	-0.03192042580216777	-0.01420611845443189	0.06026063057362513	0.11164397166527443	-0.0731835214384765	0.05446036267745177	0.04322981197469413	0.0046732220496447045	0.12253818919185544	0.025255004098458142	0.10579418026928067	-0.018258663812502997	0.051593008568426316	-0.09518530776804615	-0.019260831396664225	-0.021946481524213673	-0.11923471755032425	0.03254518396251921	0.10527897373951224	0.10460977290631283	-0.03721665015576471	-0.17203492561032466	-0.07138108594757643	-0.056637533643826315	-0.03339034682907465	0.0025831434927776494	0.05161407143376815	0.22277746430369091	0.13444384772962434	0.09573000197789121	0.09569978765754009	0.09747665529207206	-0.03728056289144619	0.026253806244654714
ash_stuff_activity	-0.25517911059793996	-0.04945470808612928	0.15845323613822815	0.07965793096817604	0.09842210900970128	0.06703463222604933	-0.10284560071458854	0.0647841341932364	0.0	-0.2115712896034684	-0.06411678849447253	-0.057133946951605875	-0.22706400698203638	-0.02825323271080066	-0.01627256281603873	0.05329593053928811	-0.021118065602985757	0.0	-0.10813604687883313	0.0	-0.004887341623187555	1.0	0.0	-0.03656362120635633	-0.07462308429918989	-0.03533220856301217	-0.052026979812163365	-0.023040722812973632	0.06707271505328113	0.0	-0.032663687502444846	0.0	-0.046911816046632075	-0.16852500141561685	-0.016272562816038675	-0.04641986960173061	-0.020850988128283905	0.04843382005755862	-0.020850988128283905	-0.021855175321096758	0.014394380799112911	0.0	-0.0635230283091298	0.02755000588499571	-0.036563621206356416	-0.016272562816038737	0.09019836411664807	-0.052274728327354233	-0.01594793930157129	-0.009365975008353199	-0.12414954544217212	0.06193986117655871	0.07399089146669159	0.009096779339291603	-0.09764626096991523	-0.018633800864103642	0.10950778203595724	-0.11552652927248529	0.08949576206650245	-0.0050551632976045275	0.06632958583120878	0.02156973211704635	0.0440987509168693	-0.034248241022522496	-0.05515018963263096	0.05123762062047131	-0.12950645534056904	-0.011431402092506522	-0.06406612072771563	0.012623659684541396	0.09751174274769457	-0.051140489831873276	-0.06584158342108286	0.04292845571431724	0.043930887228436084	0.057200284514191194	0.007209148986825367	-0.02882537671815707
commuting_activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cooking_activity	0.11498247355501637	-0.031498110548947966	-0.0342217330629031	0.06386009333429647	-0.03555884011488462	0.014137550783131921	0.07522995120964293	-0.03592975220221867	0.0	-0.014404616362927235	-0.021384973069207672	-0.019055974972966093	-0.019696036864943787	-0.00942334503685591	-0.0054274134085486	-0.017352640209845026	-0.03506018448606886	0.0	0.11361037396809642	0.0	-0.031920425802167765	-0.03656362120635633	0.0	1.0	-0.0038899186663895976	0.03370888502549645	-0.017352640209845015	-0.007684808431928865	-0.00942334503685586	0.0	-0.010894370943750913	0.0	0.19796215496596994	0.0462650690580283	-0.005427413408548593	-0.015482491943506047	-0.02138497306920785	-0.023514409276699583	-0.021384973069207853	-0.029131248176431073	-0.03851221244723272	0.0	-0.03851221244723215	-0.013375408200001545	-0.01219512195121951	-0.005427413408548589	0.08092732640454817	-0.028549923384736504	-0.027959588455780972	0.06387532994963445	-0.06088258117519183	-0.029888759503438434	0.059794862224427967	-0.018327106586496757	-0.04111251685616731	-0.032442759372871735	-0.033273372570322035	0.022888414716706013	-0.04746810183391343	-0.00756535935315678	-0.002401770290529	-0.050741252944773774	0.011941224314089723	0.017197731235508433	0.03517903177715301	0.01619867132529549	0.08005854752132457	0.02793215716089321	0.0357972676696988	0.021389343286390347	0.0011905830597762363	0.036154774071077755	0.04631359935145789	0.032173506409824595	0.029757041187516993	0.07726447004811411	0.14180876455455818	0.032218860896408755
tv_activity	-0.027468463736725263	-0.2430501344801241	-0.17429522706425993	0.1802258488195427	-0.41144271840804814	-0.05057198227359161	0.1913337717399658	0.11868311953100982	0.0	-0.3459346612431342	-0.10118166860330846	-0.09016215911928832	-0.3703568227142421	-0.04458597032449351	-0.02567946862031143	-0.08210293674080583	-0.06410756934559689	0.0	-0.13086189776222532	0.0	-0.04099220825282728	-0.07462308429918989	0.0	-0.0038899186663895976	1.0	-0.04645517058758243	-0.08210293674080622	-0.03636019262324723	-0.04458597032449327	0.0	-0.051546037813784	0.0	0.0631446479109493	0.6463996907699171	-0.025679468620311462	-0.07325444665800918	-0.10118166860330753	-0.08243571510509501	-0.10118166860330757	-0.06642124490865924	-0.10669201682338807	0.0	-0.1822181353422895	-0.06328491111710671	-0.05770046021811268	-0.025679468620311452	0.2228282504755158	-0.062403999859765386	0.04042991250772465	0.026828673515127247	-0.07259773040829129	-0.010348043896342835	-0.015696162661309826	-0.00586167139911731	-0.0700025165968477	0.05002723916821563	-0.1779032592047653	0.21191996811795688	-0.21988945365596185	-0.03418055924180844	-0.04949655285794563	0.04428482162143731	0.0219540532656293	0.1430035182595471	-0.040706722900376635	-0.23978208030309492	-0.07070013965588731	-0.03649815232618179	-0.14456595937453537	-0.13149836667056605	-0.11519515400881458	-0.022338742044077726	-0.03409562410219101	0.09298322404619419	0.0979246672076043	0.07795792231471242	-0.008951522076754407	0.13822507662221775
errands_activity	-0.05448943312446248	-0.005581078675334525	0.05279038741628857	0.12690459937933524	-0.006300590125125551	0.020199897782836436	-0.032087885527390135	-0.08996452895416866	0.0	-0.19556452677984026	-0.06668912469885736	-0.05942613474974769	-0.1804181932204099	0.15539351630946976	-0.016925410587311968	-0.054114278426428214	-0.027922359129328632	0.0	0.07317227604455422	0.0	0.017816109431294122	-0.03533220856301217	0.0	0.03370888502549645	-0.04645517058758243	1.0	0.04796492860524289	0.08905215549205597	0.06300338841773602	0.0	-0.033974139692958406	0.0	0.0021178242815059114	-0.022220324941560895	-0.016925410587312034	0.06556505131552619	-0.02475581144124204	-0.07332978009365694	0.0171775018163724	-0.02737612585204112	-0.0697553349400564	0.0	-0.1201004897228767	-0.04171126437528345	-0.038030536951842296	-0.01692541058731201	0.07179553781566182	-0.024437393405372668	0.07728389731452145	-0.02496572662213584	0.08488400802905667	0.05001176457837887	0.010293544131411321	0.09783326675380197	-0.010537858314262087	-0.0028514096714745735	-0.05789800997678608	0.09136540676280969	-0.07275408712672629	-0.02909600455051407	-0.10675427656961597	0.029066621503050838	-0.027760030132259597	-0.020986638968074473	0.04828210120378641	-0.17885217810993273	-0.11314689143191746	-0.008022971219998315	-0.021142788540297806	-0.039519623645655116	-0.06399020158562041	0.044525322264730986	0.05564823224887303	-0.04360882826643312	-0.03962994042069953	-0.041796414156531826	0.0009271233908401102	-0.07206457479384093
working_activity	-0.010266274994389776	0.06459234927696768	0.03964757165134493	0.0908675803185683	0.04389312324173993	0.02899779893023386	-0.02425671516440303	-0.05112503714910698	0.0	-0.11500851067410395	-0.030429030972509118	-0.02711506115940306	0.16058034990170594	-0.013408633111818911	-0.00772275607618798	-0.024691358024691284	-0.04988771490035886	0.0	-0.051320023927966786	0.0	-0.04542010047178611	-0.052026979812163365	0.0	-0.017352640209845015	-0.08210293674080622	0.04796492860524289	1.0	-0.010934840695669332	0.3575635496484975	0.0	-0.015501780142558827	0.0	0.061120029913650696	-0.030592206297418354	-0.007722756076187948	0.8922268747738967	-0.03042903097250962	-0.03345904088190044	-0.03042903097250961	0.08597313638559437	0.046275270500766866	0.0	-0.05479966243511882	-0.019032088984664065	-0.01735264020984503	-0.007722756076187961	-0.0166773060974773	0.08906065183670374	-0.039784159668857566	0.010921380783391702	0.0707219672074571	0.10432472490258916	0.0177877014391069	0.01060598168213325	-0.008267558281742025	-0.046163337526585656	0.0016698102887479033	-0.05746928122734812	0.004705286420938905	-0.01033117062690772	-0.07473803934468082	0.0327594566063366	-0.052935152695252154	-0.0352441643981825	-0.04136782101430363	-0.011560997740421868	-0.03783157152449027	0.03974512722682179	-0.03440449341759911	-0.033633156069288545	-0.04517600738803182	0.02593539120080758	0.09674963093052256	-0.06202232498653786	-0.062187776061574086	-0.06757209981989655	0.13738904463756818	-0.026321209162089743
therapy_activity	0.026954829463665536	0.004378382985437522	0.02733919941120478	0.0402417118649716	0.02408812237346544	-0.014690105701070136	-0.0042813730917676445	-0.008617206451722363	0.0	-0.06488467584240316	-0.013475832551423083	-0.012008204406371665	-0.06809575830643505	-0.005938161314488791	-0.00342010785069742	-0.010934840695669343	-0.0220933257118091	0.0	-0.022727639589085427	0.0	-0.02011479330313128	-0.023040722812973632	0.0	-0.007684808431928865	-0.03636019262324723	0.08905215549205597	-0.010934840695669332	1.0	-0.005938161314488738	0.0	-0.006865134602506066	0.0	-0.021771829977062288	-0.056250324903371896	-0.0034201078506974265	-0.009756358740047563	-0.013475832551423312	-0.01481770591587525	-0.013475832551423315	-0.01835718105274554	-0.02426863594563206	0.0	-0.024268635945631667	-0.008428570876700618	-0.0076848084319288855	-0.003420107850697424	-0.021981337080527914	0.12559001916962095	-0.01761885465169637	0.10667059272113828	-0.03836541980016217	-0.011243217434093365	-0.01997303240570536	0.08431088813001433	0.09672305182880678	-0.020443944044261978	-0.036910667383498054	0.05490899583260371	-0.041677086249010654	-0.007249767271323285	-0.011225376487464748	0.0007164417464433164	0.06421263752775908	0.06303655300050795	-0.029619288970648645	0.0001784033780351724	0.010816482561985493	0.03041674591745849	0.018798168202587978	0.005371900401735054	0.1356703935804079	0.008009678684581903	-0.010302298278871368	-0.027467271853764234	-0.0275405436902769	-0.029925050953599104	0.11690153184191804	-0.021825567467862676
meditation_activity	0.006072083721913398	-0.06890095945868108	0.19343822775062725	0.049345606873141164	-0.008472020733352443	0.09452220440647152	-0.005249949459717287	0.018094575782852524	0.0	-0.022536136835285984	-0.016524474346471033	-0.014724824229083664	0.030301706608260693	-0.007281553398058086	-0.0041938399149256565	-0.013408633111818774	-0.027091505668379413	0.0	-0.027869320571664753	0.0	-0.024665369256688698	0.06707271505328113	0.0	-0.00942334503685586	-0.04458597032449327	0.06300338841773602	0.3575635496484975	-0.005938161314488738	1.0	0.0	-0.00841823614172178	0.0	-0.026697277853433867	-0.0689758534249726	-0.004193839914925707	0.4017756462490201	-0.01652447434647135	-0.01816992014007909	-0.016524474346471352	-0.022510131839504514	-0.02975893701388366	0.0	-0.029758937013883293	-0.010335369091147168	-0.009423345036855883	-0.004193839914925688	-0.11644206543719925	0.33006551050479827	-0.02160477362680009	0.045867926118379275	0.014685923460650487	0.07192478377890055	-0.024491537747288697	0.02526542681765066	-0.03176822939687593	-0.025068983872497293	0.10633696357483925	-0.038909502672462584	0.03945269787399531	-0.0065039215565188355	-0.04370205766824182	-0.023890485298012624	0.03939047683985656	0.05444166679308774	-0.007454883299142479	0.07759112585909726	-0.07477795985632703	-0.04127385791183979	0.02588169392235517	0.0024452436971976674	-0.024532814595178906	0.07553516139748387	0.04065668638885075	-0.03368120131970181	-0.033771049466609	-0.03669500455074826	0.11710042817610733	0.017770574772919143
trying_to_leave_apt_activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
washing_up_activity	-0.029392610774936347	-0.07965670447037522	0.004092917633549243	0.05704867471348358	-0.11415934264132666	0.007053775587476957	0.07407536449583983	-0.012216185271957015	0.0	-0.09198377987605197	-0.0191040179975218	-0.017023434524126586	-0.09653597187979673	-0.008418236141721831	-0.004848516904900938	-0.015501780142558874	-0.03132060972210116	0.0	0.051350377933065613	0.0	-0.028515742668446156	-0.032663687502444846	0.0	-0.010894370943750913	-0.051546037813784	-0.033974139692958406	-0.015501780142558827	-0.006865134602506066	-0.00841823614172178	0.0	1.0	0.0	-0.030864841198762104	-0.029295934179420693	-0.004848516904900948	-0.01383110485002762	-0.019104017997522166	-0.021006325169050336	-0.01910401799752216	-0.026024063142457438	-0.0344044389177052	0.0	-0.034404438917704616	-0.011948765993302017	-0.010894370943750922	-0.004848516904900944	0.07229548969364778	-0.025504743373057068	-0.02497737450189552	0.07507580100901255	-0.011839313410740787	0.029996990251739235	0.23925648923402312	0.0361751229893728	0.10022673495947475	-0.028982363313847535	0.23072960230688674	-0.0920603568842525	0.09386724804352632	-0.008949428002793346	-0.03146292838316738	-0.024981244438544128	-0.024557432629865227	-0.021480823674734455	-0.026806463849440767	-0.014217411750749321	-0.06405840418559326	0.0431203088355235	0.022441455752174214	-0.0031586918294178906	0.008420115892245847	-0.0071246577903668175	-0.031221626507753335	0.006468159321995878	0.0020048485867009028	0.0326281861093731	-0.029545068941151127	0.08232743508819963
workshop_activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eating_activity	-0.07725371068244366	0.0344038851111919	0.03972075827297415	0.044337179960827235	0.06309972891206869	-0.01825306310043566	-0.08990539903990906	-0.03022159615416003	0.0	-0.054372105611392524	-0.060585764999997224	0.04693506207903123	-0.0355022145010059	-0.026697277853433985	-0.015376404368806024	0.005979133361118225	0.017944215707262814	0.0	0.04107944564119058	0.0	0.06805445587160823	-0.046911816046632075	0.0	0.19796215496596994	0.0631446479109493	0.0021178242815059114	0.061120029913650696	-0.021771829977062288	-0.026697277853433867	0.0	-0.030864841198762104	0.0	1.0	0.09302263632438611	-0.015376404368806034	0.07913202817759568	0.07532284297297097	0.09942786558128924	0.07532284297297094	0.02032313023752999	0.08125831348127052	0.0	-0.027522977146881906	-0.037893867593930514	-0.03454999874406081	-0.015376404368806024	0.034188287060914875	-0.011098535987666613	-0.07921230717459826	0.018400599140393274	-0.024786300529649943	-0.07543008003877132	-0.02227827524226451	-0.02181192008556357	-0.015216420041178184	-0.056520165372989956	-0.0042789067753923075	0.015270441219597605	0.009221503868054315	-0.011651048903684348	-0.02745547823866491	-0.053976929811287	0.020410369899780928	0.051039936402391746	-0.04106234567106393	-0.03145891855385253	0.016175403046090178	-0.057896953438396605	-0.14426349267193447	-0.12483680982996778	-0.0647259169801795	0.030202830114689192	0.02959914831694385	-0.06771456259556248	-0.06907141329723691	-0.06338846725302505	0.05999020935698679	-0.07429518572842524
leisure_activity	0.02475719969251706	-0.17650395787035053	-0.05998555700727999	0.17172548104636615	-0.41505814290639537	-0.09263466860354709	0.1630596036144658	0.05883143467131779	0.0	-0.3880554069678133	-0.15653112160804453	-0.05124321463029647	-0.3867226680228024	-0.010795001450656353	0.06080156615223978	-0.030592206297418552	-0.06864585863887043	0.0	0.2871372674949693	0.0	-0.04888427507141659	-0.16852500141561685	0.0	0.0462650690580283	0.6463996907699171	-0.022220324941560895	-0.030592206297418354	-0.056250324903371896	-0.0689758534249726	0.0	-0.029295934179420693	0.0	0.09302263632438611	1.0	0.06080156615224034	-0.005787271004276326	-0.10371777569964108	-0.1237243237888569	-0.10371777569964105	-0.053355995929939615	-0.12337768544191295	0.0	-0.15508154888364134	-0.05661300431277735	-0.08926436853549007	0.06080156615224014	0.18919214896961822	-0.08694274665126182	0.06464109070765295	0.029783817441544066	-0.09978765938112093	-0.050094044190550795	-0.05718412529488292	0.01505649208764883	-0.036326247505787376	-0.021308343901481046	-0.13906809762686556	0.14837699357129075	-0.20305337732488538	-0.0486888784869663	-0.09260017153972691	0.05657924694028281	0.020930626235178967	0.11599019797079706	0.060923061330043535	-0.3082816565615966	-0.09526442293737356	-0.03698463783355071	-0.07021516085129925	-0.05817849755704907	-0.09272637277993215	0.08072782140671184	0.07977959364058383	0.10320332984746228	0.10568274743933705	0.11179521364843208	0.046888516878802196	0.11894723895369502
reading_activity	0.02457315858358916	-0.0396837842364176	-0.015230310416928511	0.028420800400365473	-0.11433842181065566	-0.038152933507119194	0.08823792361820754	0.04343677396997462	0.0	-0.04582494967776306	-0.009517337345336004	-0.00848082163466187	-0.04809278396089659	-0.0041938399149257415	-0.002415458937198054	-0.007722756076187947	-0.015603461461642171	0.0	-0.016051447078102625	0.0	-0.014206118454431893	-0.016272562816038675	0.0	-0.005427413408548593	-0.025679468620311462	-0.016925410587312034	-0.007722756076187948	-0.0034201078506974265	-0.004193839914925707	0.0	-0.004848516904900948	0.0	-0.015376404368806034	0.06080156615224034	1.0	-0.006890450518498327	-0.00951733734533615	-0.010465038456601593	-0.009517337345336151	-0.012964800810762475	-0.01713977925477675	0.0	-0.017139779254776506	-0.005952697324378904	-0.005427413408548607	-0.002415458937198057	0.03601653662857506	-0.012706083433290855	-0.01244335611315743	-0.03575385411851825	-0.027095664868217587	0.02765710714935473	-0.014105999498661884	0.06093156086748028	-0.01829703927003645	-0.014438581912912361	-0.00835885598965411	0.013361058177816286	-0.026716653425046602	-0.0038732795476757943	0.004324956012084309	-0.004678501256661791	0.025468739552034776	-0.004083059790396348	0.01565635419890043	0.02776339076915524	-0.02278553357671496	-0.02377184417816813	0.001397499893357379	-0.010519496746016807	-0.014129773064930353	-0.04037440724479406	-0.03285679396309965	-0.019398823129537893	-0.019450571530487706	-0.021134635200828034	-0.0151612333599411	0.07179357104762485
working_out_activity	-0.007393452307921343	0.039327297209676065	0.06739579055227007	0.08107449720590285	0.013402194872241136	0.01002444512567761	0.02391652324218093	-0.052678669367901707	0.0	-0.09558650931828166	-0.027149599207000177	-0.024192786277556857	0.1432741037428977	-0.011963542816347754	-0.006890450518498316	-0.022030293204293887	-0.04451115995515874	0.0	-0.045789104562571535	0.0	-0.04052503429585833	-0.04641986960173061	0.0	-0.015482491943506047	-0.07325444665800918	0.06556505131552619	0.8922268747738967	-0.009756358740047563	0.4017756462490201	0.0	-0.01383110485002762	0.0	0.07913202817759568	-0.005787271004276326	-0.006890450518498327	1.0	-0.027149599207000656	-0.0298530554789895	-0.027149599207000635	0.03407321655262103	0.007469875653953641	0.0	-0.04889373155315102	-0.016980941275205295	-0.015482491943506062	-0.006890450518498323	-0.007528541425089008	0.10838937497221969	-0.035496496446850885	-0.0021385281688542533	0.049504133586332676	0.09038143102164703	-0.040239430305629785	0.010515492356947025	0.0038280742158965358	-0.0411881703704786	-0.004429123048693782	-0.04350226174291165	0.0015953362283636964	-0.010490843121834624	-0.06012957728432862	0.0290756079667082	-0.03936710254932806	-0.036109213515769706	-0.04070350612014961	-0.005061853728513904	-0.05631998179970027	-0.0032662065075203554	-0.03438419385018352	-0.02490451704925452	-0.040307247886586274	0.05990730959477119	0.12514149443372713	-0.05533798518894937	-0.055485605084558166	-0.060289643444217264	0.1639139790552638	-0.003728956212754044
with_k_activity	-0.10374981697832429	0.22567450560329513	0.04886070602342484	-0.33487224889042166	0.1791662308846124	-0.1065492138022763	-0.04787274398969393	0.04106312719120678	0.0	0.10415633846944501	-0.03750000000000047	0.19771100171338957	0.09459147841876445	0.1358679001820973	-0.00951733734533616	0.05375795471809944	-0.06148041028495549	0.0	-0.06324555320336876	0.0	-0.055974630583234646	-0.020850988128283905	0.0	-0.02138497306920785	-0.10118166860330753	-0.02475581144124204	-0.03042903097250962	-0.013475832551423312	-0.01652447434647135	0.0	-0.019104017997522166	0.0	0.07532284297297097	-0.10371777569964108	-0.00951733734533615	-0.027149599207000656	1.0	0.08552260006968689	0.6541666666666617	0.0012613239144069505	0.05702852139282947	0.0	-0.06753377533361211	0.08469747368343711	-0.021384973069207877	-0.00951733734533614	-0.18301696841541687	-0.050064226102264124	-0.04902903378454609	-0.040746125458242556	0.1018449024651379	0.01066861444510881	-0.05558014411027031	-0.03464395955517319	-0.0720935853936721	-0.0568905779093302	0.14633539958274808	-0.11052377402199463	0.27994763281950924	0.26309218998574035	0.04575112812737507	-0.013454628204333874	-0.03744852639649924	0.003372031111746138	-0.046613664098959215	0.10148281607682612	-0.07059845532774202	-0.022342179120755087	-0.07598829048198615	-0.03580894682933679	-0.05567381618500236	-0.03494372712624607	0.008172684211691136	-0.07643480954409809	-0.07663870743750835	-0.08327421749103511	-0.03760027985338784	0.14004349854776046
la_location	-0.24563462846218642	0.054581277412368415	0.06702738350784916	0.041241948038618546	0.19226460243721538	-0.07837987909439854	-0.12293190786159504	0.09283167699266408	0.0	0.15721860654343953	-0.04123411074788504	-0.03674337956383127	0.1466069710905754	-0.01816992014007923	-0.010465038456601673	0.1208243142957498	0.014429752311548447	0.0	-0.02945931904648696	0.0	0.07148587472064562	0.04843382005755862	0.0	-0.023514409276699583	-0.08243571510509501	-0.07332978009365694	-0.03345904088190044	-0.01481770591587525	-0.01816992014007909	0.0	-0.021006325169050336	0.0	0.09942786558128924	-0.1237243237888569	-0.010465038456601593	-0.0298530554789895	0.08552260006968689	1.0	-0.041234110747885466	-0.0561703355736583	0.6105702005284129	0.0	-0.07425853790210561	0.07331107542209507	-0.02351440927669968	-0.01046503845660163	0.131231210678721	-0.05504943582954387	-0.05391116290490082	-0.007695861915001497	0.069570829752999	-0.06247929217531157	-0.061114608470033284	0.04186312285620434	-0.01002438011111946	-0.010563079475892906	0.0626513661280138	-0.07901355590944313	0.17152935082808546	-0.004515646284362749	0.055269529068115074	-0.1069546537858017	0.04328963090383639	0.07170834939060727	-0.028206213855068146	-0.12519358427494207	-0.04892183603571184	-0.05942257512584452	-0.13656722400668897	-0.11103440753944738	-0.04357503351644444	0.027463008245503347	-0.030772277238306393	-0.04659542304830424	-0.04702499440896609	-0.05884500059707406	-0.0065347186517157015	-0.012454515481611174
k_home_location	-0.06686170491055331	0.13578376071991805	-0.005574711425491311	-0.21571084842780316	0.07565720190487112	-0.00439559462880689	0.018051562590382035	-0.010971064516734411	0.0	0.13003950042442658	-0.03750000000000047	0.1977110017133896	0.12041744127651995	0.1358679001820973	-0.00951733734533616	0.05375795471809945	-0.06148041028495549	0.0	-0.019500712237705237	0.0	-0.05597463058323459	-0.020850988128283905	0.0	-0.021384973069207853	-0.10118166860330757	0.0171775018163724	-0.03042903097250961	-0.013475832551423315	-0.016524474346471352	0.0	-0.01910401799752216	0.0	0.07532284297297094	-0.10371777569964105	-0.009517337345336151	-0.027149599207000635	0.6541666666666617	-0.041234110747885466	1.0	-0.05108361853348011	-0.06753377533361421	0.0	-0.06753377533361213	-0.023454685020029044	-0.02138497306920787	-0.009517337345336144	-0.26424909878162234	-0.05006422610226412	-0.049029033784546094	-0.009685111081861809	0.15611188148009325	0.024443019371650724	-0.00967437481297129	-0.07473564296726737	-0.03113951755394677	-0.05689057790933023	0.06343481553705375	-0.09950321869049834	0.1440970361106889	0.26779101711854997	0.042039955228256105	-0.0035545938602880916	-0.09603959046113732	0.004366889237733673	-0.04661366409895925	0.10889735739925757	-0.07699198701590637	0.0014321909692791214	-0.12738133718477862	-0.07152729543772657	-0.055673816185002355	-0.08169722973484733	-0.021058115486017534	-0.07643480954409809	-0.07663870743750838	-0.08327421749103517	-0.03172891657721618	0.08344813152509734
mountain_view_location	-0.3609243196046851	0.09312979852461653	-0.06114937936269362	0.10745624943098261	0.24145441553024186	-0.07225290869953152	-0.4062876732342504	0.016558234451893864	0.0	0.06744959436068616	-0.05108361853348096	-0.045520195566869724	0.09367443640471454	-0.0225101318395049	0.18630898942873753	-0.04145133361448379	-0.08375044870075946	0.0	-0.08615497903412879	0.0	-0.03962545116183992	-0.021855175321096758	0.0	-0.029131248176431073	-0.06642124490865924	-0.02737612585204112	0.08597313638559437	-0.01835718105274554	-0.022510131839504514	0.0	-0.026024063142457438	0.0	0.02032313023752999	-0.053355995929939615	-0.012964800810762475	0.03407321655262103	0.0012613239144069505	-0.0561703355736583	-0.05108361853348011	1.0	0.7564158568232077	0.0	-0.0919965231271485	-0.03195067153029586	-0.02913124817643111	-0.012964800810762466	-0.3599680042660309	-0.06819898209018535	-0.06678881223773085	-0.07387602260434156	0.054977760406146256	0.13673253973176105	-0.07571293012706302	0.042170015471090797	-0.04268673101327048	-0.035012153714566244	0.05297317928203857	-0.04626457562343079	0.056587691638630234	-0.010640598697439888	-0.06455964928454722	0.03719467176235057	-0.028157150157102025	0.017893258534471927	-0.05741741963686816	0.047073823509101276	0.20914362215511645	0.2502448364457433	-0.03639364083471771	-0.016626823740418	0.011586748100472418	-0.11909901813732153	-0.05832907641079585	-0.10412177742479717	-0.10439953321697985	-0.11343862293296388	-0.05171497760591226	-0.010330565157137124
