	time	mood	social	alone	morale	stress	fatigue	compulsions	with_k_activity	therapy_activity	work_activity	working_activity	with_parents_activity	errandss_activity	washing_up_activity	school_work_activity	reading_activity	commuting_activity	meditation_activity	shopping_activity	tv_activity	chatting_activity	studying_activity	email_activity	eating_activity	workshop_activity	in_class_activity	just_woke_up_activity	cooking_activity	errands_activity	schoolwork_activity	feedly_activity	ash_stuff_activity	resting_activity	with_friends_activity	getting_ready_activity	working_out_activity	trying_to_leave_apt_activity	leisure_activity	mountain_view_location	vacation_location	la_location	parents_home_location	therapy_location	home_location	michelle_home_location	airport_location	k_home_location	cafe_location	library_location	school_location	Sadness_score	Analytical_score	Joy_score	Fear_score	Tentative_score	Anger_score	Confident_score	avg_attention	avg_engagement	avg_valence	blinks	productivity_score	current_tabCount	current_windowCount	tabs_activated	tabs_created	windows_created	calorie	distance	mean_speed
51	2018-05-25 15:14:49.747166-04:00	3.0	4	True	3.5	0.0	1.5	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.600732	0.0	0.0	0.0	0.0	95.05767065487944	19.08088683993412	-11.484150108808812	24	61.25	28	1	31	11	0	0.0	0.0	0.0
52	2018-05-25 17:28:34.368058-04:00	4.0	6	False	4.0	0.0	1.0	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0.0	0.0	0.864204	0.0	0.0	0.0	0.880065	91.18831897172771	86.6720067975951	41.75294292345643	0	39.93	28	1	42	1	0	0.0	0.0	0.0
53	2018-05-25 19:07:02.871688-04:00	3.5	4	False	3.5	9.0	1.5	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0.572869	0.0	0.592987	0.0	0.0	0.582726	0.0	91.18831897172771	86.6720067975951	41.75294292345643	0	55.85	27	1	59	10	1	50.59	1082.22	1.2348822
54	2018-05-29 17:46:04.957384-04:00	3.0	1	True	2.0	0.5	2.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.502203	0.5666	0.858077	0.0	0.0	95.57539102672476	0.09709004447919077	-0.06604544462355892	7	22.61	26	2	17	7	0	0.0	0.0	0.0
55	2018-05-29 18:48:16.198917-04:00	3.0	0	True	2.5	0.0	3.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.2941233170479	0.13361848628830153	-0.058768319121698824	0	30.7	23	2	2	0	0	0.0	0.0	0.0
56	2018-05-29 19:49:07.174647-04:00	2.5	1	True	2.5	0.0	3.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.602615	0.0	0.68523	0.0	0.0	97.2941233170479	0.13361848628830153	-0.058768319121698824	0	23.07	24	2	1	0	0	204.86	3911.11	2.0959198
57	2018-05-29 23:20:17.800829-04:00	3.5	1	False	2.5	0.0	3.0	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	0.620387	0.0	0.0	0.0	0.911392	0.0	0.0	97.0664460905667	10.819910793019266	3.3422391578640744	0	21.25	23	2	31	16	0	0.0	0.0	0.0
58	2018-05-30 11:52:55.641396-04:00	3.0	1	True	2.5	0.0	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	0.505385	0.0	0.633136	0.594919	0.742137	0.58226	0.0	96.5527142780583	11.21386464103693	-1.2491434921578664	3	14.83	25	2	46	7	0	0.0	0.0	0.0
59	2018-05-30 12:54:38.158752-04:00	3.0	5	True	3.0	0.0	1.5	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	0.0	0.0	0.546478	0.0	0.589202	0.575456	0.0	96.5527142780583	11.21386464103693	-1.2491434921578664	3	36.29	25	2	46	7	0	0.0	0.0	0.0
60	2018-05-30 15:51:19.540609-04:00	4.0	9	False	4.0	0.0	1.0	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0.518098	0.715468	0.0	0.0	0.733641	0.0	0.0	96.686228831061	6.203219991305779	0.6634700479178594	4	85.49	24	1	8	2	0	0.0	0.0	0.0
61	2018-05-30 16:54:24.213500-04:00	3.5	4	False	4.5	0.0	1.0	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0.518098	0.715468	0.0	0.0	0.733641	0.0	0.0	87.40125462266265	49.79853077782471	-6.411371061547857	0	95.61	27	2	121	15	2	0.0	0.0	0.0
62	2018-05-30 18:04:02.667050-04:00	3.5	3	False	4.0	0.0	1.0	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0.518098	0.715468	0.0	0.0	0.733641	0.0	0.0	87.40125462266265	49.79853077782471	-6.411371061547857	0	59.46	26	2	39	7	0	37.78	878.73	1.3612407
63	2018-05-30 20:03:48.277438-04:00	3.0	1	True	3.0	0.0	1.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.518098	0.715468	0.0	0.0	0.733641	0.0	0.0	97.81729307073824	2.139163663380995	-0.011390727359175542	0	28.13	28	2	18	8	1	42.66	961.45	1.3442549
64	2018-05-31 00:54:24.027759-04:00	3.0	0	True	2.0	0.0	3.5	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.852741	0.0	0.0	97.74086774297122	0.323982134398793	0.0	0	51.7	25	2	24	2	0	45.88	1096.09	1.4196236999999998
65	2018-06-02 16:40:40.727517-04:00	2.5	3	True	2.0	2.0	1.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.884635	0.0	0.0	0.53993	0.0	0.0	97.89313707073916	5.792367067718486	-4.189227344148753	4	20.13	23	2	32	5	1	0.0	0.0	0.0
66	2018-06-02 19:08:28.065821-04:00	3.0	1	True	2.5	1.0	1.0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.548702	0.0	0.659324	0.0	0.0	0.0	0.0	92.3140233497097	22.378806010133598	-21.66283430824541	23	34.25	23	2	0	0	0	0.0	0.0	0.0
67	2018-06-02 20:19:14.888844-04:00	3.0	0	True	3.0	0.0	1.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.890603	96.86280663926362	0.22899834634424585	0.09800154640993665	11	33.5	23	2	16	4	0	50.07	1022.67	1.2870184999999998
68	2018-06-02 21:25:25.471260-04:00	3.0	0	True	2.5	0.0	1.5	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.890603	97.9674635164748	1.1612487134766816	0.322936151915372	0	22.86	23	2	0	0	0	0.0	0.0	0.0
69	2018-06-02 22:25:59.244113-04:00	2.5	0	True	2.0	0.0	2.0	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.71572	0.0	0.0	97.9674635164748	1.1612487134766816	0.322936151915372	0	42.77	22	2	0	0	0	0.0	0.0	0.0
70	2018-06-02 23:26:34.387373-04:00	3.0	0	True	3.0	0.0	2.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.71572	0.0	0.0	95.6890163898468	27.67930502272211	-4.4464634643867615	4	44.82	22	2	3	0	0	0.0	0.0	0.0
71	2018-06-03 00:28:02.113987-04:00	2.5	1	True	2.0	0.0	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.71572	0.0	0.0	95.6890163898468	27.67930502272211	-4.4464634643867615	4	22.86	22	2	40	8	0	0.0	0.0	0.0
72	2018-06-03 15:01:05.512635-04:00	3.5	2	True	3.5	0.0	1.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.542322	0.0	0.0	0.0	0.991679	0.0	0.0	97.75820215484242	0.08050405920287709	0.0	18	89.26	22	2	16	3	0	0.0	0.0	0.0
73	2018-06-03 16:05:10.222202-04:00	3.5	0	True	3.5	0.0	2.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.775981	0.0	0.0	0.0	0.0	97.7312241389445	16.479991424570144	-7.862507741287505	2	69.28	23	2	57	13	0	0.0	0.0	0.0
74	2018-06-03 17:06:07.752847-04:00	3.5	0	True	4.0	0.5	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.857009	0.63678	0.0	0.0	0.0	0.981685	98.41620632033273	4.929042768225537	-1.4294155624169143	14	64.99	21	2	49	6	0	0.0	0.0	0.0
75	2018-06-03 21:33:15.274811-04:00	2.0	2	True	2.0	3.0	4.0	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.731297	0.618009	0.0	0.0	0.0	0.0	97.97000848617424	0.37939354390210556	-0.021560562530205645	3	51.55	23	2	2	1	0	0.0	0.0	0.0
76	2018-06-03 22:34:50.265445-04:00	2.5	1	True	2.0	0.0	4.5	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.655934	0.0	0.0	0.0	0.726613	89.03148738593812	44.90669061381156	35.25962912201122	0	13.78	23	2	2	1	0	0.0	0.0	0.0
77	2018-06-03 23:36:03.059630-04:00	2.5	0	True	1.5	0.5	4.5	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.655934	0.0	0.0	0.0	0.726613	89.03148738593812	44.90669061381156	35.25962912201122	0	13.37	22	0	0	0	0	63.45	1493.02	1.3423458000000001
78	2018-06-04 01:08:00.813776-04:00	2.0	0	True	1.0	2.5	4.5	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.655934	0.0	0.0	0.0	0.726613	89.03148738593812	44.90669061381156	35.25962912201122	0	98.82	21	2	0	0	0	55.68	1290.23	1.4155128000000001
79	2018-06-04 13:07:09.689390-04:00	3.0	1	True	2.5	0.5	1.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.920133	0.0	0.0	97.12646309938496	0.08084084237248187	0.0	3	58.33	24	2	21	6	0	0.0	0.0	0.0
80	2018-06-04 14:10:16.359376-04:00	3.0	0	True	3.0	0.0	1.5	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.578785	0.0	0.0	0.0	0.770435	0.0	0.0	97.9760064189369	10.958194006549748	-2.3401604881416604	10	53.68	20	2	0	0	0	0.0	0.0	0.0
81	2018-06-04 15:11:17.590006-04:00	3.5	1	True	4.0	0.0	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.548042	0.0	0.592438	0.0	0.822511	0.0	0.0	97.9760064189369	10.958194006549748	-2.3401604881416604	10	59.47	20	2	13	4	0	0.0	0.0	0.0
82	2018-06-04 16:12:55.318465-04:00	3.5	2	True	3.0	1.0	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.548042	0.0	0.592438	0.0	0.822511	0.0	0.0	96.93323567834231	8.62446761806265	5.647518040243499	27	40.52	21	2	0	0	0	0.0	0.0	0.0
83	2018-06-04 17:13:50.572441-04:00	3.0	1	True	3.0	0.5	1.5	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.548042	0.0	0.592438	0.0	0.822511	0.0	0.0	96.83828840179034	14.401763775523243	-4.793524451878411	3	49.21	21	2	0	0	0	0.0	0.0	0.0
84	2018-06-04 20:05:11.112045-04:00	3.0	3	True	3.0	0.5	2.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.582023	0.0	0.0	0.567726	0.906408	0.0	0.0	89.73968642576595	31.260590961478407	-22.961121814591543	3	16.41	21	2	24	6	0	0.0	0.0	0.0
85	2018-06-04 21:07:53.273591-04:00	3.5	3	True	3.0	0.5	2.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.98445	0.0	0.0	0.0	0.0	0.0	96.73161620436044	9.08327367313463	1.0667162773424181	13	52.64	23	2	23	8	0	0.0	0.0	0.0
86	2018-06-04 22:08:39.701324-04:00	3.0	3	True	3.0	0.5	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.618176	0.0	0.971453	0.0	0.0	96.66326119776772	0.14986939698507307	0.0	0	34.94	22	2	24	5	0	0.0	0.0	0.0
87	2018-06-04 23:21:37.555581-04:00	3.0	0	True	2.0	0.5	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.972662	0.0	0.0	95.74438148996104	10.640939366112908	-0.6101718381371187	2	12.14	21	2	0	0	0	91.38	2152.42	1.3091687
88	2018-06-05 00:22:37.274462-04:00	2.5	0	True	1.0	0.0	4.5	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.525438	0.546015	0.607177	0.50088	0.645295	0.0	0.0	96.47546643889352	4.153910206044825	-4.402774188960536	1	19.27	19	2	11	3	0	49.16	1131.95	1.3967258999999999
89	2018-06-05 01:29:23.293978-04:00	2.0	0	True	1.0	0.0	4.5	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.525438	0.546015	0.607177	0.50088	0.645295	0.0	0.0	96.47546643889352	4.153910206044825	-4.402774188960536	1	70.68	19	2	11	3	0	49.16	1131.95	1.3967258999999999
90	2018-06-05 19:34:00.970968-04:00	2.0	2	True	1.0	0.0	4.5	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.788671	0.65429	0.0	0.0	0.0	0.780034	97.30183316221331	1.6110208214509605	0.0	28	53.5	24	1	11	4	0	97.19	2243.46	1.3103511
91	2018-06-05 20:34:40.677602-04:00	3.0	3	True	2.0	1.0	4.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.560903	0.0	0.594282	0.0	0.696228	0.0	0.0	97.56505264261004	2.2526520947836373	0.34204675889313635	2	46.28	26	2	23	6	1	0.0	0.0	0.0
92	2018-06-05 21:49:40.132072-04:00	2.5	3	True	1.0	0.5	5.0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.537889	0.0	0.583427	0.577339	0.77269	0.540434	0.0	97.70474653891054	24.850973202305735	2.449515456394196	7	68.26	27	2	13	3	0	0.0	0.0	0.0
93	2018-06-06 13:36:16.182093-04:00	3.0	0	True	3.0	0.0	1.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.808202	0.0	0.0	98.2114168913468	5.7321532933392385	-6.161695092730224	8	53.81	27	2	24	5	0	0.0	0.0	0.0
94	2018-06-06 18:40:58.814806-04:00	3.0	2	True	2.0	0.0	3.0	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.512145	0.0	0.642986	0.0	0.7473	0.0	0.0	95.13322234975881	17.557207618743696	1.628713943578046	0	45.37	27	2	0	0	0	0.0	0.0	0.0
95	2018-06-06 19:42:17.945447-04:00	3.0	0	True	2.0	0.0	3.0	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.512145	0.0	0.642986	0.0	0.7473	0.0	0.0	95.13322234975881	17.557207618743696	1.628713943578046	0	48.7	28	2	0	0	0	96.17	2247.44	1.3203258999999998
96	2018-06-06 21:02:17.457290-04:00	3.0	0	True	2.0	0.0	3.0	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.7226885081244	3.2469898612818033	0.011375773240102712	0	4.91	27	2	32	9	0	70.03	1603.73	1.2512413999999998
97	2018-06-06 22:05:20.078759-04:00	2.5	0	True	1.0	0.0	4.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.997862	0.0	0.0	96.84624363279431	83.36888741336944	47.269538020177485	4	57.14	28	2	14	3	0	70.03	1603.73	1.2512413999999998
98	2018-06-06 23:09:07.211894-04:00	2.0	3	True	2.0	0.0	4.5	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.988427	0.0	0.0	96.84624363279431	83.36888741336944	47.269538020177485	4	67.32	25	2	93	29	2	55.8	1313.59	1.3273078
99	2018-06-07 18:10:57.792308-04:00	3.0	0	True	2.0	0.0	3.5	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.741284	0.0	0.0	0.0	0.0	98.23861313424732	5.799806937051727	-3.2907074694064926	1	60.24	26	2	1	0	0	0.0	0.0	0.0
100	2018-06-08 12:36:16.133738-04:00	3.0	1	True	2.5	0.5	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.560934	0.0	0.0	0.0	0.741632	0.0	0.0	94.86275967863418	35.00014213046309	-5.993973385907479	8	46.38	30	2	65	14	0	0.0	0.0	0.0
101	2018-06-08 13:45:46.979180-04:00	3.5	0	True	3.0	0.0	1.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.560934	0.0	0.0	0.0	0.741632	0.0	0.0	94.86275967863418	35.00014213046309	-5.993973385907479	8	53.78	31	2	13	1	0	0.0	0.0	0.0
102	2018-06-09 00:10:08.384103-04:00	3.0	0	True	3.0	0.0	3.0	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.652826	0.0	0.0	0.0	0.0	97.2624442360618	5.912958434359594	-4.870761264454234	0	65.46	29	2	25	4	0	64.32	1480.49	1.3059729
103	2018-06-09 11:37:53.727351-04:00	1.5	1	True	3.0	2.0	4.5	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.767427	0.0	0.0	0.808202	0.0	0.0	98.4115464039338	10.462874048470686	-5.200277074617453	0	65.58	31	2	26	5	0	0.0	0.0	0.0
104	2018-06-09 14:38:55.257152-04:00	2.0	2	True	2.5	1.0	4.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.512257	0.0	0.539578	0.0	0.0	0.0	0.0	98.4140418476801	2.316692432087001	-0.6865788183359377	2	68.84	31	2	25	5	0	0.0	0.0	0.0
105	2018-06-09 15:48:12.547407-04:00	1.5	1	True	2.0	4.0	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.713197	0.0	0.0	0.828235	0.574881	0.0	98.4140418476801	2.316692432087001	-0.6865788183359377	2	52.2	31	2	19	2	0	0.0	0.0	0.0
106	2018-06-11 14:05:20.658672-04:00	3.0	1	True	4.0	0.0	0.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.521059	0.0	0.610631	0.0	0.823467	0.0	0.0	97.87629628338519	0.09473400391216177	0.0	0	88.65	29	2	58	3	0	0.0	0.0	0.0
107	2018-06-11 15:05:45.973291-04:00	3.0	1	True	4.0	0.0	0.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.638435	0.0	0.62172	0.0	0.636548	0.0	0.0	97.62030458514495	0.8588280513842527	-0.8664037221052444	0	94.89	30	2	6	2	0	38.14	874.13	1.3079023
108	2018-06-11 16:07:11.482610-04:00	3.0	2	True	4.0	0.0	0.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.507313	0.0	0.742727	0.0	0.0	98.25659270582695	6.115651753899867	-2.2795569345978275	0	93.8	29	2	11	1	0	38.14	874.13	1.3079023
109	2018-06-11 17:07:39.497258-04:00	3.0	1	True	4.0	0.0	0.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.544151	0.0	0.509283	0.0	0.0	0.0	0.0	96.93787747621536	12.471770533447852	-5.315282004117762	0	58.08	29	2	36	9	0	0.0	0.0	0.0
110	2018-06-11 18:08:22.128340-04:00	3.0	0	True	3.0	0.0	0.0	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.631474	0.0	0.0	0.0	0.0	0.0	0.0	97.92390420230818	4.230547467499603	-2.8718537112077076	0	95.85	30	2	0	0	0	0.0	0.0	0.0
111	2018-06-11 19:15:17.607349-04:00	3.0	0	True	3.0	0.0	1.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.534959	0.0	0.0	0.0	0.0	0.0	0.0	97.3272642887	3.010862570109241	-1.4447275815813831	0	81.38	31	2	21	3	0	0.0	0.0	0.0
112	2018-06-11 20:15:51.604540-04:00	2.5	0	True	2.5	0.0	2.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.892619	0.0	0.0	0.0	0.0	0.624531	97.3272642887	3.010862570109241	-1.4447275815813831	0	49.9	31	2	4	0	0	0.0	0.0	0.0
113	2018-06-11 21:19:01.307853-04:00	3.0	1	True	3.0	0.0	2.0	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.798695	0.0	0.0	97.3272642887	3.010862570109241	-1.4447275815813831	0	50.38	29	2	12	0	0	0.0	0.0	0.0
