	time	mood	social	alone	morale	stress	fatigue	compulsions	ash_stuff_activity	getting_ready_activity	errands_activity	leisure_activity	studying_activity	chatting_activity	workshop_activity	in_class_activity	tv_activity	meditation_activity	with_k_activity	eating_activity	working_out_activity	reading_activity	cooking_activity	feedly_activity	with_friends_activity	therapy_activity	commuting_activity	school_work_activity	with_parents_activity	trying_to_leave_apt_activity	working_activity	schoolwork_activity	shopping_activity	work_activity	email_activity	washing_up_activity	resting_activity	just_woke_up_activity	errandss_activity	mountain_view_location	parents_home_location	vacation_location	la_location	school_location	therapy_location	airport_location	home_location	cafe_location	library_location	michelle_home_location	k_home_location	Sadness_score	Analytical_score	Joy_score	Fear_score	Tentative_score	Anger_score	Confident_score	avg_attention	avg_engagement	avg_valence	blinks	productivity_score	heart_rate	spo2	current_tabCount	current_windowCount	tabs_activated	tabs_created	windows_created	calorie	distance	mean_speed
38	2018-06-04 17:13:50.572441-04:00	3.0	1	True	3.0	0.5	1.5	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.548042	0.0	0.592438	0.0	0.822511	0.0	0.0	96.83828840179034	14.401763775523243	-4.793524451878411	3	49.21	80.0	92.0	21	2	0	0	0	0.0	0.0	0.0
39	2018-06-04 20:05:11.112045-04:00	3.0	3	True	3.0	0.5	2.5	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.582023	0.0	0.0	0.567726	0.906408	0.0	0.0	89.73968642576595	31.260590961478407	-22.961121814591543	3	16.41	78.0	88.0	21	2	24	6	0	0.0	0.0	0.0
40	2018-06-04 21:07:53.273591-04:00	3.5	3	True	3.0	0.5	2.5	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	0.98445	0.0	0.0	0.0	0.0	0.0	96.73161620436044	9.08327367313463	1.0667162773424181	13	52.64	72.0	94.0	23	2	23	8	0	0.0	0.0	0.0
41	2018-06-04 22:08:39.701324-04:00	3.0	3	True	3.0	0.5	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	0.0	0.618176	0.0	0.971453	0.0	0.0	96.66326119776772	0.14986939698507307	0.0	0	34.94	72.0	94.0	22	2	24	5	0	0.0	0.0	0.0
42	2018-06-04 23:21:37.555581-04:00	3.0	0	True	2.0	0.5	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	0.0	0.0	0.0	0.972662	0.0	0.0	95.74438148996104	10.640939366112908	-0.6101718381371187	2	12.14	72.0	94.0	21	2	0	0	0	91.38	2152.42	1.3091687
43	2018-06-05 00:22:37.274462-04:00	2.5	0	True	1.0	0.0	4.5	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.525438	0.546015	0.607177	0.50088	0.645295	0.0	0.0	96.47546643889352	4.153910206044825	-4.402774188960536	1	19.27	72.0	94.0	19	2	11	3	0	49.16	1131.95	1.3967258999999999
44	2018-06-05 01:29:23.293978-04:00	2.0	0	True	1.0	0.0	4.5	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.525438	0.546015	0.607177	0.50088	0.645295	0.0	0.0	96.47546643889352	4.153910206044825	-4.402774188960536	1	70.68	75.0	96.0	19	2	11	3	0	49.16	1131.95	1.3967258999999999
45	2018-06-05 19:34:00.970968-04:00	2.0	2	True	1.0	0.0	4.5	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	0.788671	0.65429	0.0	0.0	0.0	0.780034	97.30183316221331	1.6110208214509605	0.0	28	53.5	82.0	93.0	24	1	11	4	0	97.19	2243.46	1.3103511
46	2018-06-05 20:34:40.677602-04:00	3.0	3	True	2.0	1.0	4.5	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.560903	0.0	0.594282	0.0	0.696228	0.0	0.0	97.56505264261004	2.2526520947836373	0.34204675889313635	2	46.28	82.0	93.0	26	2	23	6	1	0.0	0.0	0.0
47	2018-06-05 21:49:40.132072-04:00	2.5	3	True	1.0	0.5	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.537889	0.0	0.583427	0.577339	0.77269	0.540434	0.0	97.70474653891054	24.850973202305735	2.449515456394196	7	68.26	82.0	93.0	27	2	13	3	0	0.0	0.0	0.0
48	2018-06-06 18:40:58.814806-04:00	3.0	2	True	2.0	0.0	3.0	True	False	False	False	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.512145	0.0	0.642986	0.0	0.7473	0.0	0.0	95.13322234975881	17.557207618743696	1.628713943578046	0	45.37	75.0	97.0	27	2	0	0	0	0.0	0.0	0.0
49	2018-06-06 19:42:17.945447-04:00	3.0	0	True	2.0	0.0	3.0	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.512145	0.0	0.642986	0.0	0.7473	0.0	0.0	95.13322234975881	17.557207618743696	1.628713943578046	0	48.7	75.0	97.0	28	2	0	0	0	96.17	2247.44	1.3203258999999998
50	2018-06-06 21:02:17.457290-04:00	3.0	0	True	2.0	0.0	3.0	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.7226885081244	3.2469898612818033	0.011375773240102712	0	4.91	75.0	97.0	27	2	32	9	0	70.03	1603.73	1.2512413999999998
51	2018-06-06 22:05:20.078759-04:00	2.5	0	True	1.0	0.0	4.0	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	0.0	0.0	0.0	0.997862	0.0	0.0	96.84624363279431	83.36888741336944	47.269538020177485	4	57.14	75.0	97.0	28	2	14	3	0	70.03	1603.73	1.2512413999999998
52	2018-06-09 14:38:55.257152-04:00	2.0	2	True	2.5	1.0	4.0	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.512257	0.0	0.539578	0.0	0.0	0.0	0.0	98.4140418476801	2.316692432087001	-0.6865788183359377	2	68.84	73.0	92.0	31	2	25	5	0	0.0	0.0	0.0
53	2018-06-09 15:48:12.547407-04:00	1.5	1	True	2.0	4.0	4.0	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	0.713197	0.0	0.0	0.828235	0.574881	0.0	98.4140418476801	2.316692432087001	-0.6865788183359377	2	52.2	76.0	91.0	31	2	19	2	0	0.0	0.0	0.0
