time, heart_rate
1542319538.313023,70.22094575884526
1542340518.300996,75.04329405168029
1542344207.791614,57.853169967113
1542348365.650134,60.9239796117344
1542386892.356515,56.7485025718055
1542390583.847236,57.34943276211771
1542402528.939942,75.54791032059637
1542406187.700191,61.074964363422545
1542409853.520364,54.32383092081742
1542415265.87598,59.354449265292146
1542418916.899736,63.6708223998909
1542423352.133067,59.92960513703485
1542427008.756156,58.603869947704055
1542430736.262996,59.96616646312894
1542434379.182425,64.30350835154755
1542468663.902802,57.973542762129036
1542472339.01049,65.55499634070769
1542485885.319294,56.66168680314253
1542489545.533493,62.738708149233695
1542496767.111198,65.45307321188814
1542500420.440191,61.21610160901512
1542504185.806621,61.82505312346137
1542507831.546719,65.73771908039821
1542511488.511342,88.49167342637632
1542515141.831757,60.25022087760222
1542519008.423764,58.98078121901181
1542557167.305395,59.54214347339642
1542560836.69071,60.305355487461895
1542564481.238863,60.97518237218935
1542568129.600928,65.68676883426868
1542571787.17525,63.07323161190568
1542575436.213774,58.6893706110596
1542579163.491264,56.83250220920772
1542582827.517234,62.392935593570705
1542586473.991647,62.18938353139478
1542590264.365748,58.41806906827482
1542593935.351633,63.871272008436605
1542597599.361052,72.46454928978045
1542601255.2651,74.47793546843002
1542604997.025547,60.99498010237592
1542645049.169254,83.78008352315553
1542648694.970612,58.82854910872247
1542652470.57545,77.12826991201442
1542656129.03256,65.71641898749633
1542659827.34211,63.81031964048505
1542663903.647569,58.09343338643948
1542685007.5523,64.05814408033741
1542734972.235335,64.63055829545361
1542738617.549973,70.98633054655629
1542744552.176743,61.56822278336315
1542748773.560597,61.56187148085533
1542754370.36733,62.341897154238374
1542763849.278926,64.84604709820732
1542767501.232305,87.52795776322013
1542771186.543282,76.17785856497039
1542774842.046159,60.28159156241674
1542774849.131264,59.37716353344272
1542778595.916161,63.30217099504023
1542818057.389783,57.599385529978065
1542821905.397682,69.36297384871563
1542868793.963977,61.66350260251922
1542906105.676328,60.63914659990758
1542909791.358801,66.32508355851998
1542913467.033161,70.3476149077594
1542917119.66098,64.98303572985664
1542921837.205671,62.24171991049433
1542941882.693815,68.333889303278
1542945589.006774,76.2276928036495
1542949242.148469,74.01738835760244
1542992303.975097,60.003468314797935
1542995964.252865,62.23277841860326
1543000859.641636,58.367523576802746
1543004507.991928,74.64558627736433
1543008174.726323,64.65341412063712
1543011826.279766,61.32764195459381
1543015495.081652,59.300174643704175
1543025321.894833,65.77224409287425
1543028976.682802,60.92657659641944
1543032629.19207,58.25498572621352
1543036283.292466,65.3868889392525
1543115411.24209,66.19448852525119
1543119059.067943,67.22609461650072
1543122818.342805,62.75068643107925
1543126460.390661,58.32240455661979
1543169164.851086,60.6543358162226
1543172829.553561,62.32109353010037
1543176596.945769,64.44993295780515
1543180243.964974,59.81223844327203
1543183918.817132,63.424895304683126
1543187574.539719,69.65724580423827
1543194282.157965,72.13237676266542
1543199313.287354,57.78944551204322
1543202962.862558,78.90530073245597
1543206618.334759,68.81226699504697
1543210262.86513,61.583633236420226
1543249975.784275,57.44130216638372
1543258748.91399,62.95602746338109
1543262401.257865,75.93638895432484
1543271273.413393,60.255882245539254
1543286941.722607,74.27949551875138
1543342017.422672,67.18656119136577
1543346302.798848,56.458361847303394
1543351334.181948,70.43307446231817
1543354978.090181,59.00128484664002
1543368475.958262,59.61393592513687
1543372148.566771,70.91951132305586
1543375802.713944,81.114845879921
1543379445.844366,59.06344202852989
1543383092.663426,68.2221768649655
1543386742.518326,60.930969166601955
1543390428.806372,80.2016761271495
1543426203.242733,62.43457154882484
1543430612.307094,60.00454517191844
1543434256.491418,76.1253985118723
1543449093.45418,59.081914749535194
1543452751.364339,57.101291318036246
1543456412.205477,57.760958329020895
1543466234.501373,102.29024579887273
1543469897.186489,66.87468159590244
1543474015.127538,74.01611785217221
1543508873.332517,60.724257766593595
1543527909.198324,61.68648826336544
1543531556.385775,79.76723952890295
1543535223.30536,100.3889702266565
1543555422.066927,67.22234969028253
1543559063.802381,89.4588932746952
1543597672.254238,71.0892233301622
1543601319.773555,57.82757144249246
1543604968.22238,63.37627796543876
1543610676.887114,61.71243957109793
1543613639.260927,64.41194498899809
1543617288.44078,76.83801150186936
1543644606.419681,58.90495084100047
1543680825.708099,58.21423688887585
1543718734.490644,76.96412063290965
1543722394.496228,63.95005134015754
1543729717.491614,73.52654477682259
1543733364.967081,66.22293039824946
1543772370.660734,68.58524808952005
1543776022.530412,57.536237720724465
1543794627.096406,59.87068455193799
1543799683.365186,80.88407944018613
1543803835.494277,67.67188349173642
1543807488.724147,57.24200370981272
1543811164.853473,69.27423089558695
1543814833.194607,70.34922848468857
1543818486.335858,73.82933190734971
1543822513.314258,62.79165913501506
1543859158.932014,60.654566311215525
1543862821.126941,60.50671391603622
1543866475.919696,58.47507098011334
1543870122.472812,75.83458838689413
1543872982.091134,61.69987125297748
1543876637.103103,72.03071182647676
1543880291.293406,72.31471731537947
1543883939.76974,69.77092821700542
1543887644.201303,70.5414866109448
1543895245.355888,74.64608539392424
1543898953.393259,54.939315661220704
1543940167.161929,65.69657318706302
1543945090.298048,56.73216825635871
1543948743.027267,58.23585899623029
1543952952.062063,69.1847892305798
1543957698.496852,65.1089801615933
1543961396.001753,59.90741831667851
1543962111.045098,68.1203952220373
1543965828.281343,62.8323436873369
1543971652.813402,72.33937857288994
1543975374.709792,72.60465858703071
1543979101.062263,61.88233924458519
1543982754.990681,60.683863434263934
1543986520.308221,61.308648535420254
1543990242.444901,55.69491301515794
1543993909.917168,71.76426787558928
1544030938.324884,60.10966528572946
1544050071.450789,60.105570862596174
1544053731.042994,58.68581572088816
1544057515.881773,68.033242445774
1544064920.828899,57.56694137168684
1544068634.794214,56.313918322274695
1544072390.512935,58.92552880154459
1544113061.334384,61.46815500095139
1544116725.88351,64.92624636087862
1544130113.880505,67.86037853166503
1544133807.339001,67.14090086321411
1544137456.897225,67.3018521533723
1544152863.516167,68.53197624030349
1544156565.509403,68.08031698353474
1544160249.063076,61.05891354999383
1544163902.705849,90.11541046082799
1544201418.190618,60.519378688649134
1544205069.646645,57.25822091527908
1544208723.315568,77.99554985301525
1544212413.327122,64.85332357886956
1544216073.549354,57.90633830244201
1544223394.922451,76.16492510843871
1544227045.887189,57.60345506148434
1544232750.223843,121.77683131880336
1544236746.132903,81.70901272827189
1544240552.714786,59.81731818201358
1544244206.189568,59.23441942564868
1544247993.904498,61.04962638190732
1544287697.356931,68.58895606244369
1544291434.287567,60.45222239721995
1544303023.51368,61.703584982454515
1544306962.850567,65.6799621524981
1544310617.296612,60.72136440316561
1544314278.962449,68.72147180038692
1544317957.025997,58.81324261910624
1544321609.543753,73.40590862602546
1544325277.162597,69.6508297902791
1544328958.487312,55.418189982672565
1544332627.668733,64.52101204086286
1544336404.610995,62.27221481922084
1544374611.263358,64.3893521391478
1544378285.2495,77.10000855954586
1544381943.824144,69.43818151972545
1544385620.018628,62.22584803544962
1544414913.531162,65.15354699828954
1544418594.339568,63.764571452429195
1544422250.976184,59.20807257325949
1544425901.323846,57.210138535845466
1544462393.285423,63.52164121399407
1544466045.537702,68.28866669894734
1544482002.930543,58.21022259082042
1544485723.612787,75.4903211549021
1544493031.249633,81.7544042678892
1544500494.542882,67.71430373305182
1544504152.789481,62.95664698677762
1544507921.088607,84.78713476166209
1544511653.980267,66.1348153674364
1544515328.174465,71.46401037091645
1544651063.17068,58.767313976491714
1544656980.49961,69.51585025579642
1544660636.442829,56.622565804721994
1544664347.40699,71.50368723315175
1544668004.816676,56.87284905892086
1544671672.734818,64.04305706314784
1544675340.786331,67.44803576373467
1544720818.615555,70.66012934930029
1544724481.983729,61.16331980718841
1544733117.114133,70.5452687839591
1544736791.573399,57.19761189681096
1544740474.415532,60.66061697972235
1544752555.824797,60.77025926029828
1544757913.478712,69.58893392765353
1544761667.947933,57.521823567717426
1544765341.984075,68.49570641686987
1544768998.345665,61.70678527216572
1544805149.412262,63.235856234109995
1544809371.529868,60.214458815122896
1544828494.27412,73.81475363721695
1544834637.196737,60.80797152373185
1544842048.597133,67.16159561088612
1544846120.872317,59.15444493526106
1544850245.954737,64.41230636832651
1544889865.37765,65.83078846370022
1544932535.1659,91.49287937587607
1544936201.494458,93.28104852708334
1544974969.572122,65.81112821261803
1545015269.709744,73.84315858981094
1545018935.945824,56.55983176817045
1545022588.106719,75.4742324146829
1545062875.173279,68.2749484205186
1545122423.112156,58.29810570532177
1545188414.071255,57.24672206694615
1545192209.763518,61.07456405724933
1545238771.72623,72.50845085756805
1545243457.320113,62.891838414098174
1545247234.926966,60.73476375035009
1545250965.943651,61.6262336109812
1545255043.629722,64.89185148588538
1545258918.648654,76.84030524037416
1545262588.078818,62.40404026046027
1545267694.696912,65.8925365324621
1545271401.860708,62.711743437783696
1545282409.840288,55.99012911912299
1545286062.974022,71.0153654344383
1545329564.144522,66.8079375978313
1545336906.926176,78.23038874942594
1545340677.330167,67.7510768169368
1545344348.596024,68.72973129050126
1545348010.652045,57.09545925984989
1545359297.823611,59.29405252757408
1545363251.086448,57.21885491925181
1545367708.71985,65.67640681247204
1545415563.653903,70.75676356409461
1545419006.039675,60.66720877190781
1545422746.97718,58.592821557877954
1545426434.162027,65.605298526981
1545430165.270072,60.32766003081345
1545433823.073767,69.87240120690277
1545450450.168794,81.47345346294847
1545457904.851647,57.45692736974032
1545461571.436187,70.76001549073271
1545545769.872817,59.77802140863893
1545606844.133609,58.6283881777233
1545786482.810073,74.99745724259553
1545790134.244495,76.08208207352695
1545794121.122626,62.76077718704936
