distance	duration	create_time	mean_speed	calorie
1029.35	749665	1504640704.723	1.37308	44.09
1174.58	1027619	1520372031.816	1.1430111	55.84
861.95	709345	1534731319.166	1.2151351	37.61
909.48	660817	1525738295.869	1.3762963	39.58
1724.98	1400108	1534726500.604	1.2320336	74.15
1525.83	1222941	1525413299.241	1.2476727	65.68
1073.76	843557	1505368815.258	1.2728957	47.34
1374.93	1151180	1492231857.807	1.1943657	60.39
1144.01	966040	1506578131.084	1.1842262	51.0
1012.29004	834927	1519085058.348	1.2124293	43.21
1135.14	930640	1531882173.675	1.2197412	57.62
1088.02	832885	1503036320.587	1.3063267	50.82
774.76	702050	1520018100.001	1.1035681	34.61
1652.2	1394777	1520410500.95	1.1845622	71.48
1367.09	1215002	1528950939.153	1.1251751	59.95
977.77	768099	1500659516.349	1.2729739	42.45
794.47003	653528	1503027299.22	1.2156634	36.41
1732.81	1396660	1517904119.262	1.2406814	80.08
945.83	668145	1527464745.495	1.4156059	44.05
1110.78	1124804	1504311257.713	0.9875321	47.329998
2198.93	1642936	1496847299.706	1.3384149	95.2
964.2	689313	1492142100.188	1.398784	40.91
1222.3099	947804	1525502095.609	1.2896233	53.46
841.2	661495	1526869835.108	1.2716649	36.05
961.45	715229	1527719525.065	1.3442549	42.66
997.9	836646	1492796956.375	1.1927385	42.78
1958.57	1878787	1496523473.302	1.0424651	100.45
984.36	842351	1509231343.531	1.1685866	48.48
1366.8	1092792	1494465955.199	1.2507412	57.89
885.83	786165	1519772852.913	1.1267736	41.5
861.77	662405	1507349561.767	1.3009715	37.87
1824.07	1233431	1516822486.023	1.4788585	83.75
1141.41	1027797	1530182828.812	1.1105403	49.04
1111.19	845690	1531972493.415	1.3139448	56.46
1684.3301	1233340	1510082653.766	1.3656656	72.14
1871.98	1548529	1518755301.413	1.2088763	83.84
1474.35	1174410	1508734558.457	1.2553964	63.37
762.13	670642	1514748893.169	1.1364186	32.72
1285.7	945995	1510135195.878	1.3590981	55.79
1009.74005	741078	1504728042.751	1.3625286	43.88
880.91	790812	1517213329.766	1.113931	38.36
1200.2	959374	1531720781.313	1.2510241	51.59
1437.81	1150346	1534982537.17	1.2498935	62.32
1814.78	1407940	1500765072.316	1.2889612	77.94
878.37	746045	1496011205.454	1.1773688	43.420002
1237.9	1108216	1519255767.634	1.1170205	59.36
1811.96	1348258	1520451076.23	1.3439268	78.77
1048.1	781740	1524604787.41	1.3407271	44.25
1271.21	1034198	1502514584.494	1.2291746	54.170002
821.64	669915	1533006875.445	1.226484	35.46
1194.4	894288	1508271973.678	1.3355877	51.9
1134.03	889071	1520738044.343	1.2755225	52.03
1131.95	810431	1528171254.135	1.3967259	49.16
1540.23	1153427	1522173365.211	1.335351	66.89
882.28	844039	1526016128.295	1.0453072	42.83
1021.77	928393	1518125240.796	1.1005791	48.51
1102.61	903967	1516585998.865	1.2197459	48.59
1138.05	979980	1513940746.571	1.1612991	48.94
1022.67	794604	1527981769.527	1.2870185	50.07
1092.9	876029	1508630198.237	1.2475615	49.989998
995.3	786970	1491933598.321	1.2647243	43.39
1102.51	879555	1501619371.036	1.2534862	50.74
894.25	693472	1496770367.322	1.2895257	39.51
982.99	782232	1535689650.572	1.2566477	53.45
1015.07	757002	1494352371.585	1.3409079	43.5
935.58	690072	1492052512.873	1.3557717	39.91
1773.82	1360880	1529234127.449	1.303436	77.7
950.44	704829	1494091429.456	1.3484688	41.52
1271.05	1002297	1502500243.156	1.2681372	54.08
991.01996	726762	1505158571.808	1.36361	42.79
894.6	692882	1521863697.813	1.2911289	39.0
821.81	714601	1506125066.899	1.1500263	39.23
1020.51	804002	1516338864.285	1.269288	45.31
1093.1	962563	1534819937.39	1.1356139	47.68
862.87	700817	1509412843.864	1.2312344	37.53
1664.85	1276333	1512352360.812	1.3044009	71.42
1081.02	1021183	1506292500.188	1.0585958	46.31
1149.57	1023903	1510378270.265	1.1227334	51.24
2637.91	1834782	1527800125.48	1.4377239	110.04
992.77	903947	1506213431.889	1.0982612	43.48
841.57	699401	1535157733.958	1.2032725	38.03
785.71	707099	1534644897.148	1.111174	33.9
992.53	718079	1505257532.318	1.3822016	42.88
729.33	650225	1506667864.264	1.121658	33.3
927.96	722607	1526435673.83	1.2841835	39.02
1716.03	1431616	1513052819.371	1.1986663	73.05
1081.71	842420	1492913630.282	1.2840507	48.48
775.61	690462	1530258392.379	1.1233203	33.28
893.45	678962	1498855406.697	1.3159058	38.8
794.39	689160	1525831392.133	1.1526932	34.71
1002.26	821363	1503820403.399	1.2202401	43.829998
1426.05	1033154	1527117519.746	1.380288	60.47
727.63	664571	1505246171.451	1.0948868	32.54
1343.26	1082510	1536193203.277	1.2408754	57.5
1261.3201	1023821	1501356531.496	1.2319732	55.61
1606.88	1217549	1491952426.403	1.3197662	69.35
3308.28	2703401	1494999542.758	1.2237474	145.58
982.36	910817	1528606498.173	1.0785482	42.11
1192.71	1147945	1529822511.851	1.0389957	51.96
1227.02	958133	1507174305.897	1.2806364	55.86
962.44	731044	1493874948.589	1.3165282	43.3
884.72	688148	1493502508.735	1.2856536	40.43
3085.14	2134342	1494052915.145	1.4454759	135.79
1164.64	887284	1508649340.707	1.3125899	49.61
992.11	739054	1499825718.349	1.3424052	42.98
1018.55	775716	1512788878.151	1.313045	44.78
940.63	690462	1502160811.725	1.3623197	40.78
992.75	733184	1492623737.366	1.3540257	43.22
975.89	707557	1493055257.4	1.3792388	42.15
1113.75	880236	1494488218.434	1.2652856	49.42
1745.49	1428795	1510817279.084	1.2216518	78.87
1081.14	943990	1506133470.901	1.1452875	47.52
1660.9	1329078	1524691858.38	1.2496634	77.3
1075.27	823744	1531793448.278	1.3053449	54.59
1978.96	1672401	1511570129.854	1.1833049	89.27
1710.36	1253261	1521509400.069	1.3647276	73.1
940.44	662483	1505838472.333	1.4195684	40.36
1056.7	901181	1496502885.966	1.1725724	52.79
896.5	769531	1531347299.202	1.1649952	38.49
775.84	637414	1493660472.229	1.2171682	33.27
909.2	676644	1492223294.916	1.3436903	38.72
902.25	819160	1529823968.054	1.1014332	50.84
1342.93	1132263	1527138363.145	1.1860584	64.34
1529.28	1263773	1535005266.026	1.2100908	68.34
1458.17	1159441	1504157700.782	1.2576492	62.079998
1058.81	790863	1495093042.915	1.3388033	48.65
1922.5599	1464579	1510651232.054	1.3127049	84.89
1320.29	1146895	1531550403.776	1.1511865	61.92
782.29	654325	1514746233.58	1.1955681	32.99
1568.6	1341928	1531705196.667	1.1689152	67.14
1229.47	967411	1496681687.058	1.2708869	54.59
1162.86	852679	1508791765.219	1.3637723	55.5
1012.78	782227	1505101367.318	1.2947394	43.48
1974.6	1921155	1536209771.211	1.0278192	90.34
804.45	723485	1528935297.971	1.1119096	35.4
1788.93	1439126	1503706864.851	1.2430669	77.15
2012.11	1481185	1510264875.338	1.3584461	85.58
1557.45	1178052	1509567410.095	1.3220553	67.52
817.79	645151	1507260899.229	1.2675948	36.03
1070.93	755018	1521506376.4	1.4184165	45.75
1445.45	1117298	1513633275.313	1.2937014	62.079998
814.57	665914	1523387152.638	1.2232361	35.08
1061.38	889507	1532067132.288	1.1932228	54.61
947.86	671510	1520322341.389	1.4115353	41.2
847.77	767561	1521761436.322	1.1044985	37.29
1997.64	1719226	1503811493.926	1.1619414	86.74
1682.09	1323363	1510864488.383	1.2710721	72.18
1591.99	1185016	1509654478.863	1.3434333	67.57
836.23	732980	1532306431.229	1.1408633	35.9
1125.59	941428	1492135562.507	1.1956198	48.64
1146.48	827550	1522960496.608	1.3853906	47.96
998.94	702782	1493921192.801	1.4214082	43.19
913.44	903532	1532998389.543	1.0109658	45.82
764.82	665090	1523111694.757	1.1499497	32.41
749.06	653646	1535346814.302	1.1459719	37.88
2642.46	2158000	1523639410.477	1.2244949	112.87
1087.55	959199	1509308003.341	1.1338105	54.83
1040.25	904172	1505610901.204	1.1505	44.28
1045.48	897312	1535854478.161	1.1651244	44.51
983.66003	784964	1507917924.671	1.2531276	42.72
893.83997	859236	1525405084.145	1.040273	42.3
1705.49	1263192	1518569148.507	1.3501431	73.35
970.17	773446	1506303312.783	1.2543474	44.88
1270.98	905831	1495076105.9	1.4031094	53.21
995.76	698067	1492655617.15	1.4264534	43.9
875.12	741857	1518154495.445	1.1796343	37.83
924.77	657273	1499468211.684	1.4069802	39.37
1171.12	901981	1526694362.431	1.2983865	50.8
903.37	743575	1507067700.21	1.214901	39.61
1284.52	840090	1500705815.096	1.5290267	56.07
1007.76	836493	1507229648.023	1.2047441	43.99
1409.74	1076000	1506638596.658	1.3101673	63.1
1172.92	840000	1528401200.655	1.3963335	49.670002
730.39	664576	1508972261.217	1.0990316	39.86
868.45	665697	1534727698.023	1.3045726	37.24
910.11	661061	1508305777.586	1.3767413	39.72
1196.03	929522	1517988345.791	1.286715	55.48
1194.91	679473	1527621307.201	1.7585835	47.54
916.61	728673	1506106292.248	1.2579168	40.7
971.42	800168	1529897707.704	1.21402	41.87
1503.57	1142295	1517881830.158	1.3162712	63.98
1806.71	1436108	1527400499.553	1.25806	79.33
808.24	670237	1505532520.351	1.2059019	35.44
974.57	714045	1499720523.007	1.364858	41.47
1589.74	1272174	1517623870.597	1.2496246	74.0
1834.63	1558958	1504847192.619	1.1768309	78.77
1261.97	1001944	1496758885.728	1.2595215	55.45
1071.08	905260	1501305722.654	1.183174	46.42
2062.19	1639216	1536898606.369	1.2580342	92.5
1696.1799	1364622	1526613861.637	1.2429669	74.29
1274.57	1023074	1529825901.643	1.2458239	56.2
949.39	843998	1528487603.843	1.1248723	46.94
1141.64	937664	1506993895.345	1.2175362	50.01
1023.79	785957	1495254724.314	1.3026031	44.4
971.71	705853	1507048496.418	1.3766463	41.94
1114.21	835523	1517551308.634	1.333548	48.61
1087.0	924634	1504315247.428	1.1756003	48.69
1304.9401	1092429	1492473491.714	1.1945307	56.79
918.86	769934	1525832330.484	1.193427	41.57
976.8	771462	1506367192.428	1.2661674	42.31
1269.4	1033582	1535087944.861	1.2281561	60.61
1075.5	828632	1492404253.71	1.2979224	49.69
1006.35	775180	1505799287.884	1.2982147	44.45
976.20996	765986	1492977158.947	1.2744489	41.64
1967.34	1456124	1519866047.731	1.35108	84.14
1625.76	1146498	1524172495.63	1.4180226	68.87
1590.43	1712588	1492310627.147	0.9286705	68.42
888.82	798070	1499739029.753	1.1137118	39.1
1173.86	918189	1509007136.779	1.2784514	51.69
1118.3	865778	1508534549.116	1.2916706	48.19
1087.62	810977	1504560767.282	1.3411231	50.56
1488.73	1147167	1512685061.912	1.2977449	64.87
2188.25	1397638	1501916095.341	1.5656772	91.520004
822.08	631923	1497296100.092	1.300918	37.53
970.53	783200	1503021809.688	1.2391853	41.51
951.59	691880	1500077179.907	1.3753685	39.64
974.39	745766	1493013961.103	1.3065627	45.61
2403.51	1900701	1507614897.013	1.2645388	102.73
1187.9401	1077918	1519381191.35	1.102069	53.44
777.03	631827	1512814585.539	1.2298145	37.62
1116.09	847019	1523401687.635	1.3176682	48.64
1423.0599	989961	1525652106.635	1.4374909	60.54
1680.63	1287840	1520649830.865	1.304999	77.75
1540.44	1111848	1512377129.311	1.3854772	65.77
1469.62	1076110	1503102368.072	1.3656782	61.06
1662.8201	1348034	1522192380.23	1.2335149	74.8
1121.65	874900	1509958544.682	1.2820323	48.59
936.38	728631	1509583338.307	1.2851224	40.73
781.28	710237	1509603708.282	1.1000272	38.09
1376.21	1019358	1533959676.881	1.3500752	61.19
1121.13	1034707	1508441348.472	1.0835241	49.66
814.39996	663083	1536884497.974	1.2282022	34.76
941.33997	690445	1498875414.108	1.3633815	41.57
2040.68	1633302	1528940496.946	1.2494199	94.48
866.72003	706302	1495428974.828	1.2271239	37.3
1771.48	1255208	1502082104.616	1.411304	77.14
931.74	704508	1534830174.111	1.32254	40.02
1417.15	1216982	1501030957.612	1.164479	60.7
2117.74	1687967	1516851837.376	1.2546098	92.05
977.85	720994	1499478575.815	1.3562526	41.74
1007.1	720580	1500607520.652	1.3976241	43.63
966.88	721679	1492748145.398	1.3397646	44.7
1033.39	848248	1507013176.33	1.218264	45.84
1085.08	885124	1505375025.368	1.2259072	49.18
2497.71	1994694	1523995207.313	1.252177	107.5
1357.33	1145309	1528432787.869	1.1851213	59.69
968.61	725622	1504651866.804	1.3348686	41.829998
935.5	697132	1506309805.847	1.3419267	39.47
822.95	664545	1512894552.424	1.2383661	35.22
929.03	660000	1492535161.542	1.4076211	40.14
1531.66	1206560	1523987756.36	1.2694436	66.85
917.89	719833	1502767775.397	1.2751429	38.99
1148.16	957821	1518982318.706	1.1987208	49.29
765.37	649650	1527539700.185	1.1781268	32.74
1525.33	1243261	1519021259.118	1.2268783	66.340004
1088.33	1044009	1495428854.909	1.0424527	46.39
1023.05	664719	1518213984.568	1.5390714	43.4
790.26	729839	1495404299.422	1.0827868	35.09
1069.64	915795	1525839102.434	1.1679906	50.7
964.57	749366	1493143463.264	1.2871814	43.57
1264.32	1089225	1502832407.493	1.1607518	53.07
1304.23	1090495	1496679292.837	1.1959981	56.29
2860.07	2281130	1501048293.692	1.2537951	120.8
1001.36	720057	1495851387.891	1.3906676	43.61
822.69	634775	1521147038.639	1.296034	34.9
1173.49	939068	1524367050.662	1.2496326	51.49
1304.22	994399	1502770498.894	1.311566	55.33
1601.67	1268320	1521068751.986	1.262828	70.15
812.94	673227	1504421407.103	1.2075273	34.9
1764.64	1566126	1516515425.329	1.1267549	81.06
3911.11	1866059	1527634773.634	2.0959198	204.86
1083.33	832946	1534831831.263	1.3006004	55.16
681.82	662181	1530850499.456	1.0296581	33.43
718.04	668368	1501377704.008	1.0743184	30.69
1311.99	1159241	1509688473.893	1.1317663	57.97
1898.94	1586303	1520305251.358	1.1970853	82.85
1145.99	1043332	1495930029.361	1.0983944	53.36
1742.5	1385445	1536598746.703	1.2577187	82.29
1800.28	1406125	1501788451.553	1.2803129	77.33
1234.35	924774	1513206778.678	1.3347585	55.09
938.41003	861830	1499735685.748	1.0888574	42.489998
930.57	722225	1529092752.103	1.2884766	42.75
954.55	730349	1506126196.115	1.306978	41.65
952.3	807041	1516433699.485	1.1799896	42.66
1700.14	1448831	1523655739.389	1.1734563	76.21
1303.5	1204844	1504498500.228	1.0818828	55.39
971.77	798911	1532058341.959	1.2163683	40.92
1012.35	785502	1509070970.287	1.2887937	45.77
1048.99	842728	1510443219.143	1.2447551	46.71
1065.2	918445	1494569297.198	1.1597863	46.69
1056.65	860977	1513867040.69	1.2272685	46.55
1039.16	791354	1508308549.889	1.3131418	47.73
1652.78	1298794	1503128949.84	1.2725497	70.01
978.18	715223	1507752263.833	1.3676573	42.29
759.51	669594	1529894702.989	1.1342844	32.11
1783.47	1361723	1521073595.25	1.3097157	78.08
1235.09	944647	1520819622.607	1.3074619	52.0
1770.51	1476408	1524819482.612	1.1992011	79.98
1136.79	867375	1516049682.949	1.3106096	55.24
936.66003	679975	1525124449.792	1.3774918	42.2
1597.65	1276970	1519004631.062	1.2511258	73.65
1037.76	763650	1529900097.681	1.3589472	46.53
858.96	687355	1529903698.662	1.24966	38.72
2332.86	1569936	1527640227.424	1.4859587	98.04
725.89	676748	1509566098.059	1.0726149	35.41
1748.77	1401233	1525217372.094	1.2480223	77.86
1375.24	1002749	1536800739.666	1.3714699	56.97
1621.19	1272476	1509578926.568	1.2740438	74.71
2723.04	2042800	1536307995.942	1.3329939	115.87
853.8	692694	1523758501.16	1.232579	37.38
1289.94	731525	1499561712.534	1.7633573	57.86
881.37	676488	1513673510.59	1.3028612	38.6
840.39	650272	1503047932.059	1.2923669	38.68
1594.99	1225091	1533273297.233	1.3019359	66.83
1002.44	844691	1501803811.052	1.1867535	43.57
887.24	719990	1532832769.393	1.2322949	38.16
2061.81	1591933	1500774136.507	1.2951612	89.02
1276.56	1026747	1501380812.784	1.2433054	57.89
1650.84	1209457	1521528952.094	1.364943	75.15
1192.67	924982	1525989384.319	1.2893981	51.45
1152.89	955998	1499310743.985	1.2059544	51.99
1496.16	1175384	1509492900.328	1.2729117	65.78
859.94	720067	1513223264.74	1.19425	36.88
1290.23	911493	1528088056.877	1.4155128	55.68
1145.5	905120	1495081551.55	1.265578	49.19
1497.42	1366748	1495340000.834	1.0956079	64.46
721.61	682311	1511573696.054	1.0575968	32.29
826.78	701363	1509759883.205	1.178819	36.78
992.6	779706	1507775043.105	1.2730439	43.63
1756.95	1374000	1519856161.084	1.2787119	77.36
1634.3201	1336404	1516841214.286	1.2229236	72.03
1009.81	805904	1524262627.345	1.2530152	48.3
1044.62	837058	1502260291.988	1.247966	46.48
979.51	790001	1516395787.409	1.2398846	43.2
881.68	651301	1524774919.375	1.3537213	40.85
1916.87	1470408	1519364094.457	1.3036313	82.58
925.76	691760	1499492372.758	1.3382676	40.23
1635.14	1388532	1492237868.091	1.1776034	69.3
1139.93	844893	1505007081.458	1.3492005	48.07
775.64	671026	1519249270.261	1.1559014	33.32
1573.35	1203089	1536191760.952	1.3077587	67.56
1015.68	769000	1518761362.98	1.3207803	43.82
937.55	774562	1506898497.037	1.210426	40.72
1579.23	1275360	1504407284.379	1.2382622	68.17
1006.13	916729	1517535450.921	1.0975217	43.2
2243.46	1712106	1528237171.272	1.3103511	97.19
1257.68	984032	1494138879.398	1.2780886	53.98
915.48	734759	1533008866.979	1.2459596	43.06
1232.75	1019115	1509260889.447	1.209628	53.55
1527.91	1215088	1501038899.013	1.2574481	64.89
1049.22	955345	1526678610.809	1.0982629	47.01
947.24	716716	1495937293.204	1.3216393	43.91
968.06	677400	1492290882.272	1.4290818	41.72
743.51	689746	1528860888.918	1.0779475	32.09
1082.33	761120	1524675484.198	1.4220228	47.39
1818.09	1370229	1512376499.026	1.3268511	77.92
893.26	689790	1524888317.815	1.2949739	38.17
902.20996	674441	1505418798.803	1.3377153	38.57
1597.0499	1269135	1512717200.525	1.2583767	68.1
948.98	689625	1528310730.56	1.3760811	40.99
1047.48	685001	1521491404.429	1.5291656	50.46
941.55	750478	1509508866.611	1.2546004	41.45
1691.98	1267254	1519450792.01	1.3351547	72.9
1603.73	1281711	1528331000.727	1.2512414	70.03
2218.06	1301650	1501908896.66	1.7040372	113.96
944.62	723672	1494224173.2	1.305315	44.27
1100.68	923551	1527478250.11	1.1917913	47.8
1457.81	1030376	1528524513.919	1.4148331	65.79
813.06	712787	1513771500.606	1.1406773	35.61
926.11	711663	1505415650.519	1.3013322	39.55
832.0	714314	1503182640.772	1.1647538	35.51
1942.41	1689612	1518653893.619	1.149619	87.47
1045.5	874003	1523509898.296	1.1962202	46.08
943.62	674404	1509045798.208	1.3991909	41.059998
741.55	655707	1505505596.168	1.1309167	32.39
1326.65	1043368	1520669635.639	1.2715071	56.93
1490.56	1141644	1528928478.956	1.3056259	64.21
786.63	691986	1507864495.231	1.1367716	37.05
978.98	707889	1494439324.942	1.382957	42.67
968.35	767669	1494055775.996	1.261416	46.52
1403.23	1201041	1516766251.826	1.1683449	62.36
1344.77	1142655	1510446901.051	1.1768819	57.8
1789.63	1456168	1507344697.91	1.2289997	77.26
956.54	784274	1516693837.494	1.2196501	41.47
942.60004	866640	1511072136.998	1.0876489	39.7
1083.66	847543	1534634590.01	1.27859	49.42
1593.48	1320350	1523110497.085	1.2068619	67.69
767.65	680674	1497110101.435	1.1277792	33.24
772.99	715496	1495839579.08	1.0803554	33.29
932.74	667672	1492982899.497	1.3970033	40.32
972.94	727878	1516065300.039	1.3366799	42.45
1037.96	802550	1499140204.136	1.2933275	44.67
1011.10004	683540	1500746159.226	1.4792112	42.16
2744.34	2162450	1514811373.57	1.2690883	116.87
913.32	656511	1492830316.654	1.3911724	41.35
1333.28	1068029	1519890437.888	1.2483556	58.65
1528.48	1099296	1513462505.67	1.3904172	64.48
906.46	758000	1525051565.687	1.1958575	39.44
1011.12	787866	1495734975.746	1.2833655	43.67
1487.97	1083247	1521178875.335	1.3736204	64.35
882.89	737762	1532152221.182	1.1967139	40.66
1860.04	1514985	1510700543.365	1.2277614	85.409996
878.73	645536	1527717420.365	1.3612407	37.78
838.3	681832	1521572764.904	1.2294817	36.36
1457.25	1121320	1497276871.888	1.2995844	63.21
2200.95	1406016	1500839700.813	1.5653805	106.74
948.61	862683	1534318704.149	1.0996044	42.29
896.19	736557	1500758619.661	1.2167287	38.65
871.63	678491	1493010665.03	1.2846597	36.77
1139.09	903612	1524255298.349	1.2605964	49.329998
1098.86	924851	1518069003.462	1.1881481	49.09
2032.0	1483980	1501735490.792	1.3692908	85.29
1636.78	1241134	1506934426.077	1.3187778	71.83
1030.21	829567	1495333766.197	1.2418648	45.32
977.93	765249	1528169160.499	1.2779238	41.72
1710.96	1261786	1524106486.383	1.3559828	72.13
942.95	738000	1524598309.452	1.2777101	43.420002
786.95	685358	1531447226.554	1.148232	37.06
760.86	666214	1499833077.133	1.1420655	32.52
1547.8	1203045	1524209525.824	1.2865686	70.76
1129.21	902290	1535514909.551	1.2514935	48.43
986.6	728985	1506289201.356	1.3533887	45.18
1344.85	1081169	1493534281.848	1.243885	57.67
862.82	652261	1532823297.288	1.3228141	37.24
981.71	906420	1500855650.559	1.083063	42.46
1062.51	790456	1494213444.061	1.3441734	46.44
894.52997	651370	1522022545.085	1.3733054	39.72
990.12	739970	1507325307.87	1.3380542	42.21
1045.58	871640	1495407419.586	1.1995548	46.78
1734.0599	1451060	1493525352.522	1.1950299	74.75
1362.26	1147097	1534234535.29	1.1875718	56.82
903.54	743862	1508535687.207	1.2146608	38.46
1689.0	1277903	1528841664.159	1.3216965	76.95
1056.28	884140	1492626920.826	1.1946976	46.46
1306.35	1041593	1519699312.495	1.2541847	56.41
2655.1301	2213176	1535085895.271	1.1996922	114.58
2152.42	1644112	1528166097.225	1.3091687	91.38
882.61	780585	1516918467.301	1.1307032	39.18
1215.17	1038933	1524896897.934	1.1696327	52.38
863.98	648448	1519943074.57	1.3323814	38.9
1659.74	1397916	1536611656.198	1.1872959	76.92
970.21	714933	1499647717.762	1.3570642	41.55
929.32	736260	1505881949.915	1.2622172	42.77
1350.7	1000271	1492470594.403	1.350334	60.75
740.97	666937	1495945939.395	1.1110045	31.51
781.12	722513	1511148487.321	1.0811155	33.44
1603.62	1069099	1518144730.995	1.4999734	67.89
1498.83	1134721	1494132712.901	1.3208797	64.23
1640.28	1236066	1513026891.368	1.3270165	71.01
1066.93	922236	1504844361.151	1.1568948	45.99
1773.88	1393629	1525824675.605	1.2728496	79.43
970.14	741297	1534482764.012	1.3087062	41.21
843.76	730843	1503022842.859	1.1545024	37.829998
1048.64	870195	1505459351.143	1.2050632	47.079998
953.48	675936	1522593295.817	1.410607	45.54
868.31	693853	1503112558.264	1.2514323	36.829998
1347.98	1113253	1524083455.768	1.2108479	61.43
1100.76	839027	1531188323.721	1.3119483	51.6
933.0	715586	1504837256.479	1.3038267	42.07
1084.36	855051	1493402078.047	1.2681817	46.77
1095.56	840088	1505091285.711	1.3041015	49.29
979.69	722582	1508993114.261	1.3558184	42.6
1047.27	1022791	1535855731.16	1.0239335	45.010002
1402.42	1117173	1527220499.48	1.2553294	62.18
1536.67	1144301	1511168524.434	1.3428897	71.04
2353.36	1680000	1535951999.255	1.4008096	99.59
1279.58	1024589	1500843864.988	1.2488716	57.6
1997.5599	1629760	1501455177.885	1.2256775	86.83
987.44	774148	1505081575.855	1.2755184	43.2
690.43	661937	1502348577.395	1.0430449	31.45
961.51	743536	1493087145.057	1.2931587	42.31
1315.52	995811	1495345570.651	1.3210539	56.23
2358.81	1956014	1494801532.37	1.205927	102.36
1565.26	1248714	1516929688.75	1.2534976	69.1
1293.66	852163	1510795980.662	1.5180898	53.1
953.02997	847173	1531716958.397	1.1249532	42.73
799.75	661523	1508259768.09	1.2089527	40.85
1036.14	746118	1494558699.458	1.388708	45.89
1417.5	1125779	1512712221.667	1.2591281	61.75
1297.6	1106344	1531709664.169	1.1728722	61.18
1847.56	1416602	1510914578.316	1.3042196	85.049995
1598.92	1269577	1517430580.179	1.2594116	69.26
907.07	744963	1524874617.294	1.217604	39.12
1002.04	769854	1493692682.189	1.3015975	45.6
956.4	723656	1504654540.751	1.3216225	42.600002
980.91	795152	1530178106.911	1.2336133	41.84
1155.67	846457	1510277487.597	1.3653027	49.74
1387.5701	1144300	1506927940.305	1.212593	60.07
1325.6901	1120632	1492384356.735	1.1829842	58.16
2092.27	1687065	1528832725.297	1.2401834	90.64
932.37	692530	1520398576.07	1.3463243	39.54
753.52	663908	1505186095.871	1.1349765	33.09
2397.5	1827690	1517360034.906	1.3117652	102.1
983.5	742732	1523339087.401	1.3241655	43.36
790.86	639467	1520986580.787	1.2367487	36.31
2518.86	1912782	1493259954.581	1.3168569	108.28
1062.62	902130	1527122069.194	1.1779011	45.38
1731.63	1433547	1517384454.422	1.2079339	83.29
1121.54	833148	1524294436.993	1.3461473	53.149998
1446.36	1138088	1512592914.96	1.2708683	62.89
3116.76	2747535	1497126913.746	1.134384	134.06
1727.45	1411710	1522961697.187	1.2236577	73.39
1048.51	788355	1505190536.15	1.3299973	44.32
1093.39	827000	1493871718.808	1.322116	47.99
1372.13	1143747	1523148673.544	1.1996796	57.88
1075.59	785149	1502938528.527	1.3699183	45.25
1465.17	1223071	1492394541.328	1.1979436	62.43
747.31	660448	1495771571.547	1.1315198	32.66
1067.03	808048	1502312932.024	1.3205034	46.25
2056.2	1649036	1500533120.613	1.2469105	89.01
1147.42	965020	1526592991.463	1.1890117	54.12
866.61	692744	1507335166.862	1.2509816	37.58
826.84	678028	1525928100.637	1.2194777	36.63
1528.04	1268208	1508805432.258	1.2048813	65.61
988.89	737029	1504212111.757	1.3417248	42.97
1256.27	1555694	1508028710.977	0.80753034	67.01
822.65	643241	1517107514.637	1.2789141	35.26
990.38	862702	1500610482.438	1.1479977	43.8
993.18	812818	1533191584.318	1.2218972	42.82
869.55	652080	1512801654.024	1.333502	40.670002
1060.98	795910	1495607663.962	1.3330401	49.09
1028.78	793440	1493442702.113	1.2966071	46.44
1934.72	1587884	1519177517.1	1.2184265	83.07
954.85	714767	1512449707.29	1.3358899	41.35
3187.99	2778940	1493440311.862	1.1471964	135.03
1644.55	1255939	1516065919.791	1.3094187	69.27
1272.05	961552	1509251841.075	1.3229134	54.41
961.88	728574	1501533150.482	1.3202227	41.14
961.27	742409	1511251955.493	1.2947985	42.85
790.86	707624	1497107702.414	1.1176275	33.72
812.05	684776	1496503890.255	1.1858622	41.06
1578.66	1382228	1532056453.468	1.1421125	68.01
1170.74	947179	1518760115.353	1.2360282	51.29
1118.93	844480	1527828900.776	1.3249928	47.87
1022.59	852147	1507168571.339	1.200016	42.989998
1200.45	839407	1502937615.904	1.4301168	50.96
1290.3099	1012875	1502245640.739	1.2739084	54.95
2411.59	1934204	1528693610.289	1.2468126	103.409996
1112.59	918201	1524863840.442	1.2117064	48.07
991.11	738924	1508352290.226	1.3412881	43.75
1333.02	1081531	1529740530.223	1.2325305	56.18
1192.52	978746	1533792922.763	1.2184162	51.84
787.27	695379	1494467763.647	1.1321452	37.95
1125.64	853343	1492149343.667	1.3190945	49.92
1409.59	1063680	1535668235.909	1.3252012	59.21
1429.14	996685	1508126833.078	1.4338933	60.71
1011.76996	763531	1503955630.758	1.3251197	43.72
1031.06	722633	1504500995.78	1.42681	44.21
976.16003	775197	1527307020.944	1.2592412	42.83
840.73	739617	1496424026.021	1.13671	40.57
1005.56	858512	1492381301.517	1.1712824	46.34
1092.34	940215	1519801458.004	1.1617981	51.01
1190.53	966798	1533435334.976	1.2314154	51.59
750.1	643043	1493765815.096	1.1664851	31.61
1259.7	955270	1501046122.642	1.3186848	57.96
903.45	740022	1523387953.707	1.220842	38.89
802.33997	696459	1508283069.824	1.1520276	35.31
2306.49	1723214	1517367779.016	1.3384814	100.56
926.72	706839	1493789227.153	1.3110765	42.54
