com.samsung.shealth.stress,5802009,7
create_time,time_offset,max,custom,end_time,deviceuuid,start_time,score,pkg_name,update_time,min,binning_data,datauuid,tag_id,comment,algorithm
2018-06-25 20:32:26.532,UTC-0600,,0024bc3f-ed7c-455e-82cd-8c4bb02734fc.custom.json,,avnWu77KPA,2018-06-25 20:32:23.917,50.0,com.sec.android.app.shealth,2018-06-25 20:32:26.532,,,0024bc3f-ed7c-455e-82cd-8c4bb02734fc,10002,,
2018-08-07 21:48:49.704,UTC-0400,,03cae23c-e5f0-43c8-acb0-a6c5b52db39a.custom.json,,dgrrqaEJmv,2018-08-07 21:48:47.450,23.0,com.sec.android.app.shealth,2018-08-07 21:48:49.704,,,03cae23c-e5f0-43c8-acb0-a6c5b52db39a,10002,,
2018-06-04 16:11:41.365,UTC-0300,,05a624da-58de-4ab9-b885-cc3d5b0c687c.custom.json,,avnWu77KPA,2018-06-04 16:11:38.956,37.0,com.sec.android.app.shealth,2018-06-04 16:11:41.365,,,05a624da-58de-4ab9-b885-cc3d5b0c687c,10002,,
2018-06-21 18:09:24.533,UTC-0600,,09691a64-89c9-46c9-b1ae-19395e13dba6.custom.json,,avnWu77KPA,2018-06-21 18:09:22.391,50.0,com.sec.android.app.shealth,2018-06-21 18:09:24.533,,,09691a64-89c9-46c9-b1ae-19395e13dba6,10002,,
2018-07-23 23:40:02.476,UTC-0300,,098e1607-d122-4d70-a173-8455b099a242.custom.json,,dgrrqaEJmv,2018-07-23 23:40:00.474,62.0,com.sec.android.app.shealth,2018-07-23 23:40:02.476,,,098e1607-d122-4d70-a173-8455b099a242,10002,,
2018-07-02 20:42:17.239,UTC-0600,,0a09f7c7-0001-4ebd-b864-245e9ed2b417.custom.json,,avnWu77KPA,2018-07-02 20:42:15.659,56.0,com.sec.android.app.shealth,2018-07-02 20:42:17.239,,,0a09f7c7-0001-4ebd-b864-245e9ed2b417,10002,,
2018-05-23 03:45:39.379,UTC-0300,,0a47d07c-4b81-4e3d-bf7b-dd60a5ebefaf.custom.json,,avnWu77KPA,2018-05-23 03:45:36.756,43.0,com.sec.android.app.shealth,2018-05-23 03:45:39.379,,,0a47d07c-4b81-4e3d-bf7b-dd60a5ebefaf,10002,,
2018-06-05 23:37:13.187,UTC-0300,,0a83fb9d-8556-4045-bb27-cc97a5effb02.custom.json,,avnWu77KPA,2018-06-05 23:37:09.913,56.0,com.sec.android.app.shealth,2018-06-05 23:37:13.187,,,0a83fb9d-8556-4045-bb27-cc97a5effb02,10009,,
2018-07-28 04:47:02.167,UTC-0300,,0c663349-935d-44d8-9513-182bf73a19a7.custom.json,,dgrrqaEJmv,2018-07-28 04:46:59.931,75.0,com.sec.android.app.shealth,2018-07-28 04:47:02.167,,,0c663349-935d-44d8-9513-182bf73a19a7,10002,,
2018-05-22 02:50:26.128,UTC-0300,,0c70af30-8062-42d5-9ead-add3c3cca254.custom.json,,avnWu77KPA,2018-05-22 02:50:22.811,56.0,com.sec.android.app.shealth,2018-05-22 02:50:26.128,,,0c70af30-8062-42d5-9ead-add3c3cca254,10002,,
2018-07-24 02:41:40.668,UTC-0300,,0cb6bbf7-797a-4830-a195-dd478098fc9b.custom.json,,dgrrqaEJmv,2018-07-24 02:41:31.477,56.0,com.sec.android.app.shealth,2018-07-24 02:41:40.668,,,0cb6bbf7-797a-4830-a195-dd478098fc9b,10002,,
2018-06-26 18:13:58.561,UTC-0600,,0edf4672-423c-4658-b0dc-ebdcda7adbb0.custom.json,,avnWu77KPA,2018-06-26 18:13:55.668,62.0,com.sec.android.app.shealth,2018-06-26 18:13:58.561,,,0edf4672-423c-4658-b0dc-ebdcda7adbb0,10002,,
2018-08-06 03:51:09.679,UTC-0300,,0fb33064-748c-4084-9e23-ec6c1084331c.custom.json,,dgrrqaEJmv,2018-08-06 03:51:07.575,37.0,com.sec.android.app.shealth,2018-08-06 03:51:09.679,,,0fb33064-748c-4084-9e23-ec6c1084331c,10002,,
2018-06-03 21:30:02.798,UTC-0300,,112ad8c1-06d8-4de3-8a5a-7e4307239870.custom.json,,avnWu77KPA,2018-06-03 21:30:00.420,6.0,com.sec.android.app.shealth,2018-06-03 21:30:02.798,,,112ad8c1-06d8-4de3-8a5a-7e4307239870,10002,,
2018-07-19 01:26:14.557,UTC-0300,,11f803b9-61dd-4fe3-8264-56de15f74156.custom.json,,dgrrqaEJmv,2018-07-19 01:26:12.226,81.0,com.sec.android.app.shealth,2018-07-19 01:26:14.557,,,11f803b9-61dd-4fe3-8264-56de15f74156,10002,,
2018-07-25 17:48:14.463,UTC-0300,,12924e87-47b0-4d4b-8abf-ba070601558a.custom.json,,dgrrqaEJmv,2018-07-25 17:48:10.508,56.0,com.sec.android.app.shealth,2018-07-25 17:48:14.463,,,12924e87-47b0-4d4b-8abf-ba070601558a,10002,,
2018-06-27 17:32:29.016,UTC-0600,,131d259f-c58c-4089-9023-1b632315d8a2.custom.json,,avnWu77KPA,2018-06-27 17:32:25.500,81.0,com.sec.android.app.shealth,2018-06-27 17:32:29.016,,,131d259f-c58c-4089-9023-1b632315d8a2,10002,,
2018-07-25 16:47:56.476,UTC-0300,,13951e2f-49bd-4112-9e6d-e03f21a0c19c.custom.json,,dgrrqaEJmv,2018-07-25 16:47:50.125,56.0,com.sec.android.app.shealth,2018-07-25 16:47:56.476,,,13951e2f-49bd-4112-9e6d-e03f21a0c19c,10002,,
2018-06-04 18:18:24.647,UTC-0300,,14ba8312-ab65-4e52-a05b-85deb0885daa.custom.json,,avnWu77KPA,2018-06-04 18:18:21.232,25.0,com.sec.android.app.shealth,2018-06-04 18:18:24.647,,,14ba8312-ab65-4e52-a05b-85deb0885daa,10002,,
2018-08-05 20:44:18.035,UTC-0300,,1532d093-fb0a-4472-a693-ffb20b7956fb.custom.json,,dgrrqaEJmv,2018-08-05 20:44:15.394,37.0,com.sec.android.app.shealth,2018-08-05 20:44:18.035,,,1532d093-fb0a-4472-a693-ffb20b7956fb,10002,,
2018-07-30 02:27:57.995,UTC-0300,,155812e8-16b9-49e4-933d-9197a789e5ef.custom.json,,dgrrqaEJmv,2018-07-30 02:27:56.321,50.0,com.sec.android.app.shealth,2018-07-30 02:27:57.995,,,155812e8-16b9-49e4-933d-9197a789e5ef,10002,,
