com.samsung.shealth.calories_burned,6000085,1
tef_calorie,active_time,pkg_name,update_time,create_time,datauuid,rest_calorie,active_calorie,day_time,deviceuuid
0.0,6165069,com.sec.android.app.shealth,2018-09-08 04:00:02.254,2018-09-07 04:00:01.391,5cbf780b-403e-48de-b8f2-98cb93e89116,1269.7947,328.45346,1536278400000,dgrrqaEJmv
0.0,5746006,com.sec.android.app.shealth,2018-02-15 05:00:04.555,2018-02-14 05:00:02.334,5d1353a6-6332-41ba-8c1b-97dfc25cbcd7,1276.4268,291.5767,1518566400000,avnWu77KPA
0.0,7914796,com.sec.android.app.shealth,2017-11-07 05:00:33.800,2017-11-06 05:00:00.968,5d20cf5c-5b0f-4d99-8c21-96f1f1fdb340,1246.0367,420.65292,1509926400000,avnWu77KPA
0.0,653599,com.sec.android.app.shealth,2018-08-12 05:00:02.185,2018-08-11 05:02:41.468,5d21a4c2-dcc9-4679-a6c3-3bb9d80fdb20,1357.0189,30.710001,1533945600000,dgrrqaEJmv
0.0,8178772,com.sec.android.app.shealth,2017-11-05 04:00:59.442,2017-11-04 04:00:01.916,5ed5d42b-4daf-4282-b2a1-7b20603568e2,1241.8461,427.724,1509753600000,avnWu77KPA
0.0,6438322,com.sec.android.app.shealth,2017-10-27 05:16:22.135,2017-10-27 05:16:22.135,607ddfb3-0258-4c52-bc7d-a652d37fc99f,1269.4775,347.54947,1508803200000,avnWu77KPA
0.0,3426543,com.sec.android.app.shealth,2018-01-03 02:58:58.466,2017-12-19 05:00:00.836,6179cbaf-9db3-44ab-bd3f-2013db2eaf6a,1313.1344,183.44467,1513641600000,avnWu77KPA
0.0,3044421,com.sec.android.app.shealth,2018-08-13 17:45:33.384,2018-08-09 05:00:00.724,62777f45-b373-4e03-94ab-e88e3c29f14d,1319.1819,153.37,1533772800000,dgrrqaEJmv
0.0,4522221,com.sec.android.app.shealth,2017-10-27 05:16:22.260,2017-10-27 05:16:22.260,63008999-2d33-4f96-91b6-70286954bf6a,1299.8976,259.34213,1508976000000,avnWu77KPA
0.0,2649580,com.sec.android.app.shealth,2018-07-28 04:00:01.171,2018-07-27 05:40:44.779,631a4f51-c5db-4921-b6da-6386a1568e43,1325.4305,140.88,1532649600000,dgrrqaEJmv
0.0,2635127,com.sec.android.app.shealth,2018-06-12 04:00:03.030,2018-06-11 04:00:49.491,6367ce1b-1862-4c90-8d2b-e4686b9c6309,1325.6594,148.81401,1528675200000,avnWu77KPA
0.0,520200,com.sec.android.app.shealth,2018-06-22 07:00:02.777,2018-06-21 07:00:01.531,64b25aff-0ffc-4009-ba36-4e6720056a4e,1359.1301,25.5,1529539200000,avnWu77KPA
0.0,2975387,com.sec.android.app.shealth,2018-07-04 07:00:03.293,2018-07-03 07:00:48.556,656ac429-a38d-402e-abc0-b7d1e6508504,1320.2745,152.98997,1530576000000,avnWu77KPA
0.0,4800261,com.sec.android.app.shealth,2018-07-06 07:01:35.095,2018-07-05 07:00:54.939,6625877f-e8fa-4ba2-b98c-bd18d09dc2c7,1291.394,241.57465,1530748800000,avnWu77KPA
0.0,4301554,com.sec.android.app.shealth,2018-01-05 22:00:02.084,2018-01-04 16:00:02.190,669af896-e293-492b-967a-9593f87f80f8,1299.2866,229.84995,1515110400000,avnWu77KPA
0.0,7338147,com.sec.android.app.shealth,2017-10-27 05:16:20.122,2017-10-27 05:16:20.122,677ed409-bb92-43e9-927a-52b807020a31,1255.1919,386.84296,1506902400000,avnWu77KPA
0.0,4880414,com.sec.android.app.shealth,2018-04-13 04:01:01.927,2018-04-12 04:01:18.732,679585ca-fd63-4cef-b1fe-243ab26878a6,1290.1255,270.13214,1523491200000,avnWu77KPA
0.0,3870115,com.sec.android.app.shealth,2018-02-02 05:00:00.967,2018-02-01 05:11:01.841,67f43ce7-9523-4a8a-bb97-7f7df73fd51d,1306.1146,206.07866,1517443200000,avnWu77KPA
0.0,3005559,com.sec.android.app.shealth,2018-01-28 05:01:13.178,2018-01-27 05:31:26.872,6868c98b-1bd3-484c-b351-487d370595f0,1319.7969,156.63649,1517011200000,avnWu77KPA
0.0,3024369,com.sec.android.app.shealth,2018-07-23 04:00:01.762,2018-07-22 04:00:00.637,68e6b1f3-b310-46ef-b014-07baca66721e,1319.4993,157.39334,1532217600000,dgrrqaEJmv
0.0,1034098,com.sec.android.app.shealth,2018-01-11 05:37:58.043,2018-01-10 05:21:24.155,691c8d02-2e7d-438c-bd39-4962a5d72046,1350.9972,50.38,1515542400000,avnWu77KPA
0.0,8100748,com.sec.android.app.shealth,2018-01-03 02:58:59.744,2017-12-24 17:12:13.258,694995c3-5463-4369-9a30-23bb62a9c1d5,1239.1606,429.98996,1514160000000,avnWu77KPA
0.0,7991685,com.sec.android.app.shealth,2018-01-03 02:59:00.477,2017-12-29 16:00:01.302,6a3f73bd-3f33-4303-aba8-c99778172e4b,1240.8867,411.7599,1514592000000,avnWu77KPA
0.0,2794982,com.sec.android.app.shealth,2018-03-08 07:49:51.311,2018-03-07 05:00:42.838,6a52258a-ebf9-48ec-8a35-30bee9102939,1323.1295,155.27066,1520380800000,avnWu77KPA
0.0,5694212,com.sec.android.app.shealth,2018-06-10 04:18:59.601,2018-06-09 04:01:22.996,6b5bb710-e7f9-461c-be27-cbc726ff72cb,1277.2465,302.0005,1528502400000,avnWu77KPA
0.0,5669703,com.sec.android.app.shealth,2018-01-01 16:01:56.244,2017-12-31 16:00:07.583,6cc8bb6a-4b60-4e8a-82ba-08462c2c32dd,1277.6343,305.36368,1514764800000,avnWu77KPA
0.0,5452262,com.sec.android.app.shealth,2018-03-16 04:00:49.121,2018-03-15 04:00:00.567,6d0a2a3a-1caf-4d26-800b-5dfd291cc32b,1281.0754,300.7538,1521072000000,avnWu77KPA
0.0,4165339,com.sec.android.app.shealth,2018-02-08 05:43:52.404,2018-02-07 05:00:00.710,6dddc851-cc98-4efd-937e-7c0f6ba19188,1301.4424,226.621,1517961600000,avnWu77KPA
0.0,4455785,com.sec.android.app.shealth,2018-09-09 04:00:01.270,2018-09-08 04:00:01.671,6e9c8fb2-4fe6-4b4b-a1c1-593104e7fea4,1296.8458,252.66263,1536364800000,dgrrqaEJmv
0.0,8285222,com.sec.android.app.shealth,2017-10-31 04:00:04.101,2017-10-30 04:00:03.391,6eee3a20-5d75-470b-8edd-74e56c1606af,1240.1559,464.95587,1509321600000,avnWu77KPA
0.0,3687035,com.sec.android.app.shealth,2017-10-27 05:16:20.768,2017-10-27 05:16:20.768,6f976b13-a1f9-4e4c-bf1b-42aa47d5096f,1313.1571,206.62617,1507507200000,avnWu77KPA
0.0,8712583,com.sec.android.app.shealth,2018-01-03 02:58:58.682,2017-12-20 05:13:47.106,708ce4c2-208b-471f-9f28-790c02cee247,1229.4778,459.88525,1513728000000,avnWu77KPA
0.0,4127514,com.sec.android.app.shealth,2018-08-11 05:02:43.295,2018-08-10 05:00:00.722,72175c30-e633-49ae-9c4f-5589019b0697,1302.041,215.45767,1533859200000,dgrrqaEJmv
0.0,8293854,com.sec.android.app.shealth,2017-10-27 05:16:20.857,2017-10-27 05:16:20.857,7350899d-033b-4a61-b5ed-c47c559872e3,1240.0189,461.12842,1507593600000,avnWu77KPA
0.0,3590636,com.sec.android.app.shealth,2018-04-23 04:19:50.469,2018-04-22 05:03:24.177,75f72c13-b1d6-463d-aeac-9ceea21f28a8,1310.5375,193.74916,1524355200000,avnWu77KPA
0.0,5827131,com.sec.android.app.shealth,2018-08-14 06:00:01.722,2018-08-13 05:00:01.861,77356b72-bf71-4b74-9a6e-ab2bade5a9eb,1275.143,298.312,1534118400000,dgrrqaEJmv
0.0,1662471,com.sec.android.app.shealth,2017-11-13 05:00:04.282,2017-11-12 05:01:11.591,79c73da8-bd07-4964-a83d-04b02826fd34,1345.2992,94.674995,1510444800000,avnWu77KPA
0.0,1836955,com.sec.android.app.shealth,2018-02-11 05:05:51.705,2018-02-10 05:04:50.303,7a72f7d6-b8b2-416f-87de-9ad530ce69de,1338.2913,95.59,1518220800000,avnWu77KPA
0.0,6514668,com.sec.android.app.shealth,2018-01-03 02:58:58.957,2017-12-20 22:00:03.494,7b0a79f5-db9b-4bf9-ac2a-9ac3957930c8,1264.2618,342.11215,1513814400000,avnWu77KPA
0.0,5641926,com.sec.android.app.shealth,2018-02-01 05:11:03.492,2018-01-31 05:00:00.817,7b9caa98-43b6-4dbd-be06-e0ec94dcb772,1278.0739,297.84967,1517356800000,avnWu77KPA
0.0,4123533,com.sec.android.app.shealth,2018-04-11 04:12:39.440,2018-04-10 04:00:17.598,7ba93802-96d1-49e8-b0a2-adc202339052,1302.1039,233.26733,1523318400000,avnWu77KPA
0.0,5947482,com.sec.android.app.shealth,2017-11-15 05:00:04.278,2017-11-14 05:00:03.552,7bcd627b-bec6-4310-9f85-9e368354b42d,1277.2701,345.2363,1510617600000,avnWu77KPA
0.0,3772711,com.sec.android.app.shealth,2018-05-31 23:08:51.049,2018-05-30 04:00:41.055,7bec70e5-274c-4df5-b941-89d12e101877,1307.656,213.11432,1527638400000,avnWu77KPA
0.0,4034724,com.sec.android.app.shealth,2017-11-17 05:29:40.763,2017-11-16 05:00:51.860,7bf61489-bbfc-4a78-b59c-49c9e974a0fb,1307.6372,225.625,1510790400000,avnWu77KPA
0.0,3885320,com.sec.android.app.shealth,2017-11-19 05:00:06.606,2017-11-18 05:00:05.051,7c11d3e2-e5f3-469a-ba20-184f9ca11d47,1310.0092,208.73416,1510963200000,avnWu77KPA
0.0,3739146,com.sec.android.app.shealth,2018-01-02 16:01:34.721,2018-01-01 16:01:55.316,7cca33be-9f87-4151-a1af-c1c1f29a5e2e,1308.1873,205.76003,1514851200000,avnWu77KPA
0.0,3787065,com.sec.android.app.shealth,2018-07-09 04:00:01.255,2018-07-08 07:00:02.129,7d9c45da-15ea-40b8-b4e4-5534febc6bdb,1307.4288,191.84,1531008000000,avnWu77KPA
0.0,7223664,com.sec.android.app.shealth,2018-04-22 05:04:38.165,2018-04-21 04:00:00.615,7e0d1295-1f75-49d5-ad7c-d99ea9d07c16,1253.0414,404.44067,1524268800000,avnWu77KPA
0.0,6725807,com.sec.android.app.shealth,2018-02-24 05:02:46.239,2018-02-23 05:19:52.924,7ec0bc13-26cf-40cb-a677-a8d3a1c9b4bc,1260.9204,374.7837,1519344000000,avnWu77KPA
0.0,0,com.sec.android.app.shealth,2018-07-27 05:40:46.526,2018-07-26 04:10:12.730,7eec5b99-5c37-44c4-94e6-ff68dc45e525,1367.3628,0.0,1532563200000,dgrrqaEJmv
0.0,10595949,com.sec.android.app.shealth,2018-06-08 04:01:03.962,2018-06-07 04:00:15.252,7fcd3b6f-0edc-40c8-ae20-79306ff2f9aa,1199.6716,571.2364,1528329600000,avnWu77KPA
0.0,6067231,com.sec.android.app.shealth,2018-07-17 04:13:09.947,2018-07-16 04:00:31.602,8062ce8c-825a-4546-a375-74f4cd3f65be,1271.343,338.00446,1531699200000,avnWu77KPA
0.0,6070902,com.sec.android.app.shealth,2018-05-28 04:00:03.431,2018-05-27 04:00:05.088,8074ca46-abaa-4061-af56-5873b34038e5,1271.2849,323.0915,1527379200000,avnWu77KPA
0.0,2360890,com.sec.android.app.shealth,2018-03-12 04:15:43.781,2018-03-11 05:01:56.951,8158436a-02f5-4ee4-abea-a32ab6bb8950,1329.9995,126.881996,1520726400000,avnWu77KPA
0.0,3575650,com.sec.android.app.shealth,2018-03-27 04:01:19.467,2018-03-26 04:00:09.466,860f7c58-29c4-4012-9c3a-0df9dc581eed,1310.7748,201.97,1522022400000,avnWu77KPA
0.0,2246989,com.sec.android.app.shealth,2018-05-17 04:00:24.928,2018-05-16 05:00:00.692,86868057-7df7-416b-b8c9-72731d2dd341,1331.802,115.26999,1526428800000,avnWu77KPA
0.0,2971484,com.sec.android.app.shealth,2017-11-27 06:00:00.964,2017-11-26 06:00:01.828,8714c7e1-938c-4db7-abe4-9e7810340849,1324.5172,158.2385,1511654400000,avnWu77KPA
0.0,3855491,com.sec.android.app.shealth,2018-02-03 05:00:03.760,2018-02-02 05:00:00.656,872b3083-adb5-4e9f-8847-d3bbbd613e74,1306.346,217.20163,1517529600000,avnWu77KPA
0.0,3610593,com.sec.android.app.shealth,2018-01-30 05:00:02.625,2018-01-29 05:00:45.023,88ed733e-f7ce-4e93-8312-015aae6ce075,1310.2218,195.84799,1517184000000,avnWu77KPA
0.0,5446989,com.sec.android.app.shealth,2018-05-02 04:00:52.698,2018-05-01 04:00:20.109,8a4925c7-6e56-4012-900f-21351a1d1b7b,1281.1589,308.38034,1525132800000,avnWu77KPA
0.0,2677556,com.sec.android.app.shealth,2018-04-16 17:45:37.211,2018-04-09 04:01:05.120,8af802a0-0fdd-41f3-8c8e-4a499b0dbdf3,1324.9879,156.948,1523232000000,avnWu77KPA
0.0,3312353,com.sec.android.app.shealth,2018-09-12 06:48:16.632,2018-09-02 04:00:00.835,8c0fc665-3ca6-485d-9130-7f703c53a251,1314.9418,196.13033,1535846400000,dgrrqaEJmv
0.0,3911125,com.sec.android.app.shealth,2018-05-13 05:00:01.726,2018-05-12 05:00:36.007,8c520bda-0510-4b00-b71e-76824d00576c,1305.4655,193.52,1526083200000,avnWu77KPA
0.0,2258368,com.sec.android.app.shealth,2018-09-12 06:48:16.371,2018-08-26 04:00:00.733,8c72bbdd-78fb-4534-a2d3-1db41d220e0c,1331.6221,117.024,1535241600000,dgrrqaEJmv
0.0,5246057,com.sec.android.app.shealth,2017-10-27 05:16:21.252,2017-10-27 05:16:21.252,8d12ac4a-c455-483e-8261-12fa219ca1b9,1288.406,279.13922,1507939200000,avnWu77KPA
0.0,2673595,com.sec.android.app.shealth,2017-11-26 06:00:02.836,2017-11-25 06:00:02.036,8d7e5904-cf70-473e-83c0-b2192643efc1,1329.2466,131.962,1511568000000,avnWu77KPA
0.0,1696464,com.sec.android.app.shealth,2018-01-04 16:00:02.696,2018-01-03 16:00:01.484,8db91bc8-ea1b-4fb2-ad8d-e55351a651ab,1340.5146,86.31,1515024000000,avnWu77KPA
0.0,5649897,com.sec.android.app.shealth,2018-01-24 05:01:58.971,2018-01-23 05:01:04.154,8decbbf4-eeb7-480e-b6d4-1eee0387bb99,1277.9478,297.0653,1516665600000,avnWu77KPA
0.0,2753093,com.sec.android.app.shealth,2018-04-15 04:12:46.134,2018-04-14 05:14:10.602,8df3f65c-ec61-46cd-9a8a-4bd6e731e798,1323.7925,149.94933,1523664000000,avnWu77KPA
0.0,4614214,com.sec.android.app.shealth,2018-05-11 04:00:14.223,2018-05-10 04:00:02.709,8e189430-afc1-4ca5-9544-e8ff346ce7ee,1294.3384,245.45662,1525910400000,avnWu77KPA
0.0,3724858,com.sec.android.app.shealth,2018-05-16 05:00:01.153,2018-05-15 05:00:01.264,900b4e3a-f695-4a79-a206-7dc0039025ad,1308.4135,191.98917,1526342400000,avnWu77KPA
0.0,4166543,com.sec.android.app.shealth,2017-11-25 06:00:02.894,2017-11-24 06:00:01.775,90dfb6b8-53b9-40fb-a270-2899e8b1f69e,1305.5443,213.018,1511481600000,avnWu77KPA
0.0,5075562,com.sec.android.app.shealth,2018-08-29 04:00:02.089,2018-08-28 04:00:01.982,915255f8-3db2-4695-af7a-21ba70eaa0de,1287.0372,279.15002,1535414400000,dgrrqaEJmv
0.0,5388800,com.sec.android.app.shealth,2018-07-17 01:44:26.852,2018-07-15 04:00:01.605,917483cd-d208-49d3-a0a4-26a9e0651993,1282.0798,277.74615,1531612800000,avnWu77KPA
0.0,3705159,com.sec.android.app.shealth,2018-03-28 15:03:42.872,2018-03-25 04:00:02.090,921b6be1-1b82-4d97-917f-b4bd763b7761,1308.7251,221.07118,1521936000000,avnWu77KPA
0.0,3740284,com.sec.android.app.shealth,2018-03-30 03:34:48.325,2018-03-29 03:52:22.210,9283d5da-8151-4361-aa73-13754c7b4f12,1308.1692,190.16,1522281600000,avnWu77KPA
0.0,6072231,com.sec.android.app.shealth,2018-06-15 04:00:45.825,2018-06-14 04:00:39.933,931161ee-17ba-432a-8c59-35107ee2b16c,1271.2639,348.995,1528934400000,avnWu77KPA
0.0,9764798,com.sec.android.app.shealth,2018-05-10 04:00:03.119,2018-05-09 04:28:40.655,9315ad93-32e1-48cd-a1a5-df1c355f38a2,1212.8254,520.17035,1525824000000,avnWu77KPA
0.0,3009189,com.sec.android.app.shealth,2018-03-03 17:08:00.229,2018-02-24 05:02:45.718,9339bc90-5ca7-4a2a-ad70-3314d8d9048a,1319.7395,156.57935,1519430400000,avnWu77KPA
0.0,7065801,com.sec.android.app.shealth,2018-04-16 17:45:37.277,2018-04-11 04:12:34.602,93f6d07a-becb-410a-8dae-eefa4e4473a8,1255.5398,377.23755,1523404800000,avnWu77KPA
0.0,7756259,com.sec.android.app.shealth,2018-03-10 05:44:08.694,2018-03-09 05:13:14.650,940b9bed-3cc3-42ad-b992-9180716f6e55,1244.6125,436.8688,1520553600000,avnWu77KPA
0.0,2610591,com.sec.android.app.shealth,2018-05-25 04:01:23.630,2018-05-24 04:00:01.730,9411546b-abf7-4083-a977-1093a227259a,1326.0476,145.09915,1527120000000,avnWu77KPA
0.0,5762542,com.sec.android.app.shealth,2018-08-03 04:00:00.937,2018-08-02 04:00:00.797,946d9c97-f8e8-4b30-83af-30782e65c078,1276.165,308.6897,1533168000000,dgrrqaEJmv
0.0,3688199,com.sec.android.app.shealth,2018-01-03 02:58:57.227,2017-12-14 05:00:00.704,9579edda-d0d6-4cee-9a81-90ed27df548c,1308.9935,202.28683,1513209600000,avnWu77KPA
0.0,6399259,com.sec.android.app.shealth,2017-12-03 05:00:02.276,2017-12-02 05:00:00.516,95f2ee5a-6f16-468d-aedb-064c6019fd16,1270.0977,347.01,1512172800000,avnWu77KPA
0.0,6790180,com.sec.android.app.shealth,2017-11-10 05:06:48.938,2017-11-09 05:00:01.570,974a8147-aef5-45a7-a677-ead62accef75,1263.8915,381.29333,1510185600000,avnWu77KPA
0.0,6570866,com.sec.android.app.shealth,2018-06-01 04:00:03.882,2018-05-31 04:00:05.637,97f21621-a0b8-4c26-92d9-c94ab1ebd163,1263.3726,375.76395,1527724800000,avnWu77KPA
0.0,5996751,com.sec.android.app.shealth,2018-08-16 06:00:02.202,2018-08-15 06:00:01.817,9a08ece4-a10c-4900-b3c0-6d20876d5d49,1272.4584,305.88464,1534291200000,dgrrqaEJmv
0.0,7428003,com.sec.android.app.shealth,2018-06-25 07:00:03.132,2018-06-24 07:00:13.150,9acd6ed0-53ed-4305-a01b-0e7069bbecfb,1249.8075,389.37198,1529798400000,avnWu77KPA
0.0,7782626,com.sec.android.app.shealth,2017-11-04 04:20:02.638,2017-11-03 04:00:41.380,9e09b3aa-0459-4875-a0b4-723cb81784e5,1248.1353,430.07965,1509667200000,avnWu77KPA
0.0,2760065,com.sec.android.app.shealth,2018-08-13 05:00:02.559,2018-08-12 05:00:01.599,9e446f57-3f16-4473-8765-598fa6920fbb,1323.6821,146.25801,1534032000000,dgrrqaEJmv
0.0,5387652,com.sec.android.app.shealth,2018-08-04 04:00:02.042,2018-08-03 04:00:00.570,9edba210-bd99-4b64-b2ca-723e3c50c625,1282.0981,294.9705,1533254400000,dgrrqaEJmv
0.0,3827029,com.sec.android.app.shealth,2018-08-15 06:00:02.227,2018-08-14 06:00:00.945,a0231b7d-c528-4c78-8b51-2f4aedd5e2e7,1306.7964,192.88602,1534204800000,dgrrqaEJmv
0.0,4423105,com.sec.android.app.shealth,2018-03-06 05:00:01.012,2018-03-05 05:00:00.733,a0bee481-fee0-47ba-b53d-6f3866998f99,1297.3629,234.51581,1520208000000,avnWu77KPA
0.0,2915673,com.sec.android.app.shealth,2018-01-19 05:00:16.605,2018-01-18 05:14:44.721,a0d6b15e-6327-42bc-b9b3-57ee06747074,1321.2195,155.354,1516233600000,avnWu77KPA
0.0,9787405,com.sec.android.app.shealth,2018-02-07 05:00:01.012,2018-02-06 05:00:00.802,a3a6fe00-2ec2-4e77-8081-4ac5402abef4,1212.4677,539.0313,1517875200000,avnWu77KPA
0.0,752953,com.sec.android.app.shealth,2018-06-27 07:00:02.517,2018-06-26 07:01:02.896,a4f7096f-df73-4285-9f52-2d4cdb2b26cb,1355.4465,35.309998,1529971200000,avnWu77KPA
0.0,3003040,com.sec.android.app.shealth,2017-10-27 05:16:19.965,2017-10-27 05:16:19.965,a5c3027c-a93e-480d-9880-9038c4af81f6,1324.0162,161.23431,1506729600000,avnWu77KPA
0.0,6628783,com.sec.android.app.shealth,2018-01-03 02:58:57.827,2017-12-17 05:00:00.479,a614444b-308b-4acf-8df1-9a640dc1008c,1262.4559,376.46786,1513468800000,avnWu77KPA
0.0,34684,com.sec.android.app.shealth,2018-01-18 05:14:44.963,2018-01-17 05:00:01.924,a637f48e-ef57-44e8-85b4-6b59e2c7ab5d,1366.8138,1.63,1516147200000,avnWu77KPA
0.0,10672,com.sec.android.app.shealth,2017-12-02 05:00:00.722,2017-12-01 05:35:47.827,a6a1007b-b22a-426d-bf88-6b3ec0db3cde,1371.5233,0.48,1512086400000,avnWu77KPA
0.0,7133830,com.sec.android.app.shealth,2018-05-05 04:00:27.437,2018-05-04 04:30:38.625,a752d691-5f0e-40b2-923d-6dd0eef8c4fb,1254.463,380.22815,1525392000000,avnWu77KPA
0.0,2567962,com.sec.android.app.shealth,2018-08-07 05:00:02.401,2018-08-06 04:00:00.763,a75e6c58-c7ca-43d5-bf0e-65394b38b05f,1326.7224,132.3735,1533513600000,dgrrqaEJmv
0.0,3559148,com.sec.android.app.shealth,2018-01-23 05:01:04.655,2018-01-22 05:02:37.141,a84335b3-491a-47f4-8831-fd425824d933,1311.0358,190.05283,1516579200000,avnWu77KPA
0.0,6449204,com.sec.android.app.shealth,2018-04-06 18:31:14.666,2018-04-05 18:30:02.988,a87e009e-1cb3-44a4-89c3-df959a890c9a,1265.2981,329.46088,1522972800000,avnWu77KPA
0.0,4263881,com.sec.android.app.shealth,2017-12-05 05:00:02.993,2017-12-04 05:00:01.702,a8e3d3cc-ab0d-48d8-8bd3-510d2c3c8617,1303.9991,224.40399,1512345600000,avnWu77KPA
0.0,10879267,com.sec.android.app.shealth,2018-05-19 04:00:02.188,2018-05-18 04:00:04.341,a9a84687-e9d5-4fa7-8526-5b401eb89605,1195.188,581.25684,1526601600000,avnWu77KPA
0.0,5210734,com.sec.android.app.shealth,2017-11-30 05:15:09.647,2017-11-29 05:00:02.926,aab03c48-7a92-46e9-99db-67ce37b93656,1288.9667,275.55026,1511913600000,avnWu77KPA
0.0,4965351,com.sec.android.app.shealth,2018-09-05 04:00:01.448,2018-09-04 04:00:00.637,ab2e8752-3945-4353-a520-e2ea5d5c3dcc,1288.7814,271.67215,1536019200000,dgrrqaEJmv
0.0,3617464,com.sec.android.app.shealth,2018-03-11 05:01:57.795,2018-03-10 05:00:56.851,ab66014c-339f-4c57-b4b6-a71d0655c346,1310.1129,191.61449,1520640000000,avnWu77KPA
0.0,4837760,com.sec.android.app.shealth,2018-01-29 05:00:45.423,2018-01-28 05:01:12.849,ab88a113-8d10-4760-8ecb-0aceb6c73377,1290.8005,255.44434,1517097600000,avnWu77KPA
0.0,9735327,com.sec.android.app.shealth,2017-11-29 05:00:03.159,2017-11-28 07:19:42.228,abd2afd6-c1c4-45dc-9ae4-4bf2f6bb46f3,1217.134,540.88574,1511827200000,avnWu77KPA
0.0,6713516,com.sec.android.app.shealth,2018-01-16 05:00:20.808,2018-01-15 05:00:36.483,acebf078-7fee-4b5a-8b47-2c209210f589,1261.1149,383.124,1515974400000,avnWu77KPA
0.0,11307077,com.sec.android.app.shealth,2018-06-13 04:00:01.657,2018-06-12 04:00:02.143,ae13aa2f-535a-45b1-b110-4e0d77ded3de,1188.4175,615.5518,1528761600000,avnWu77KPA
0.0,4965165,com.sec.android.app.shealth,2018-04-21 04:00:00.862,2018-04-20 04:00:00.696,ae1faa71-a121-4c49-b025-d7cce9c10e33,1288.7843,281.85498,1524182400000,avnWu77KPA
0.0,6083657,com.sec.android.app.shealth,2018-01-07 05:00:01.947,2018-01-05 22:00:01.866,af13b17e-4476-4d3d-8e84-3d97585cb9ba,1271.0831,318.3027,1515196800000,avnWu77KPA
0.0,4795444,com.sec.android.app.shealth,2018-07-24 04:00:01.184,2018-07-23 04:00:00.789,b01cd9ba-1040-4217-9d4d-0c5451161874,1291.4703,271.86304,1532304000000,dgrrqaEJmv
0.0,9539710,com.sec.android.app.shealth,2018-04-16 17:45:37.329,2018-04-13 04:01:01.643,b0238a18-51ac-49a8-b63d-688dea17b7cf,1216.3877,501.7623,1523577600000,avnWu77KPA
0.0,8347336,com.sec.android.app.shealth,2018-06-07 04:00:15.611,2018-06-06 04:00:16.999,b0f4e5c5-b60c-4e4c-b7f2-67bd10b4dd98,1235.2582,470.00952,1528243200000,avnWu77KPA
0.0,7892492,com.sec.android.app.shealth,2018-07-13 04:00:53.402,2018-07-12 04:00:02.012,b1fdf03b-8ef2-4869-8f33-2e4cbfa4938a,1242.4564,413.90265,1531353600000,avnWu77KPA
0.0,8593792,com.sec.android.app.shealth,2018-01-31 05:00:01.108,2018-01-30 05:00:01.604,b2951408-426f-487c-a6a7-0cac4524622c,1231.3578,481.8188,1517270400000,avnWu77KPA
0.0,5710238,com.sec.android.app.shealth,2018-09-12 04:00:03.863,2018-09-11 04:00:02.560,b49dcd4d-8611-4c4c-a23c-2268ad62db45,1276.9928,306.761,1536624000000,dgrrqaEJmv
0.0,8573630,com.sec.android.app.shealth,2018-01-03 02:59:00.260,2017-12-28 16:00:34.861,b5989cb8-c84d-4478-91e2-6f79b24aec77,1231.6769,459.11978,1514505600000,avnWu77KPA
0.0,4320921,com.sec.android.app.shealth,2017-10-27 05:16:21.698,2017-10-27 05:16:21.698,b5c7b333-0d9e-4042-9fbe-6e7bb9d36248,1303.0935,236.75949,1508371200000,avnWu77KPA
0.0,2285840,com.sec.android.app.shealth,2018-08-09 05:00:01.136,2018-08-08 05:00:00.999,b6159333-f913-4737-8c22-9e8acb98d06c,1331.1871,116.046005,1533686400000,dgrrqaEJmv
0.0,4800428,com.sec.android.app.shealth,2018-05-21 04:00:32.989,2018-05-20 04:01:13.821,b72550a6-8a36-47ab-8240-fccc2d5d0830,1291.3914,254.21481,1526774400000,avnWu77KPA
0.0,5250938,com.sec.android.app.shealth,2018-01-26 05:02:56.938,2018-01-25 05:02:13.582,b73d77cf-bbcf-4892-8bfd-46fd4eaa18ce,1284.2617,291.38583,1516838400000,avnWu77KPA
0.0,398776,com.sec.android.app.shealth,2018-06-21 07:00:01.853,2018-06-20 07:00:03.709,b8034b00-c016-4c9c-8846-070a99742e90,1361.0518,28.900005,1529452800000,avnWu77KPA
0.0,0,com.sec.android.app.shealth,2018-02-17 05:17:38.989,2018-02-16 05:00:05.565,b9caccf6-bb85-4b0f-a9cf-cc63ea7bd32e,1367.3628,0.0,1518739200000,avnWu77KPA
0.0,4129669,com.sec.android.app.shealth,2018-02-20 05:00:01.638,2018-02-19 05:00:02.793,b9dfb8b2-4eb2-4ec6-abd5-186747386f3a,1302.0067,213.66217,1518998400000,avnWu77KPA
0.0,3404212,com.sec.android.app.shealth,2018-03-31 18:34:55.479,2018-03-30 18:30:12.672,bb4b2321-c700-4f88-821b-d0545eafcc31,1313.4879,177.83,1522454400000,avnWu77KPA
0.0,4148965,com.sec.android.app.shealth,2018-03-02 05:00:02.189,2018-03-01 05:00:02.026,bc0d6592-1f77-426c-9c5e-411ae5c331ed,1301.7014,226.78668,1519862400000,avnWu77KPA
0.0,1524905,com.sec.android.app.shealth,2018-01-08 05:01:29.125,2018-01-07 05:00:01.743,bc4529b6-9f5a-4cf9-8f5b-0d78d3d4224e,1343.2297,76.049995,1515283200000,avnWu77KPA
