com.samsung.shealth.activity_level,5802009,1
activity_level,start_time,pkg_name,update_time,create_time,time_offset,datauuid,deviceuuid
180003,2017-04-26 15:49:41.603,com.sec.android.app.shealth,2017-11-03 01:41:02.353,2017-11-03 01:41:02.353,UTC-0300,dc3319b9-2076-4668-a39c-33c70ab6998e,avnWu77KPA
