max_rpm,live_data,mean_rpm,distance,max_caloricburn_rate,additional,altitude_gain,deviceuuid,duration,update_time,datauuid,location_data,decline_distance,altitude_loss,mean_caloricburn_rate,incline_distance,max_altitude,max_cadence,create_time,time_offset,mean_speed,mean_heart_rate,custom,count_type,min_altitude,count,end_time,max_speed,exercise_type,start_time,max_power,pkg_name,mean_power,min_heart_rate,calorie,comment,max_heart_rate,mean_cadence,exercise_custom_type
,5c928ae3-4af6-4c17-8446-06a4d236920d.live_data.json,,1844.01,,,,avnWu77KPA,1231178,2018-03-22 18:18:52.730,5c928ae3-4af6-4c17-8446-06a4d236920d,,,,,,,,2018-03-22 18:18:52.730,UTC-0300,1.4977607,,,,,,2018-03-22 18:17:31.000,1.8888888,1001,2018-03-22 17:57:00.000,,com.sec.android.app.shealth,,,79.68,,,,
,5ceb346f-c3d3-4da1-a43e-cdd44b03a7df.live_data.json,,1439.72,,,,avnWu77KPA,940363,2017-08-05 16:29:16.080,5ceb346f-c3d3-4da1-a43e-cdd44b03a7df,,,,,,,,2017-08-05 16:29:16.080,UTC-0300,1.5310258,,,,,,2017-08-05 16:26:43.000,2.2500002,1001,2017-08-05 16:11:03.000,,com.sec.android.app.shealth,,,63.44,,,,
,5cf3d40e-28ad-488e-baa9-b2213b503ba3.live_data.json,,987.91,,,,avnWu77KPA,757879,2017-10-13 18:00:22.287,5cf3d40e-28ad-488e-baa9-b2213b503ba3,,,,,,,,2017-10-13 18:00:22.287,UTC-0300,1.3035194,,,,,,2017-10-13 17:59:15.000,1.4523333,1001,2017-10-13 17:46:38.000,,com.sec.android.app.shealth,,,43.670002,,,,
,5cf4b1e7-3b59-484e-a48f-8b498d70b9cd.live_data.json,,758.76,,,,dgrrqaEJmv,641015,2018-08-14 02:35:00.139,5cf4b1e7-3b59-484e-a48f-8b498d70b9cd,,,,,,,,2018-08-14 02:35:00.139,UTC-0500,1.1836852,,,,,,2018-08-14 02:24:05.000,1.6666666,1001,2018-08-14 02:13:24.000,,com.sec.android.app.shealth,,,31.3,,,,
,5cfdfa12-46e6-452d-a92f-5c047ad4c58b.live_data.json,,1704.28,,,,avnWu77KPA,1488185,2017-12-31 13:01:17.770,5cfdfa12-46e6-452d-a92f-5c047ad4c58b,,,,,,,,2017-12-31 13:01:17.770,UTC+0900,1.1452072,,,,,,2017-12-31 13:00:04.000,1.8611112,1001,2017-12-31 12:35:16.000,,com.sec.android.app.shealth,,,76.99,,,,
,5cfe610c-f6bd-42ba-a98a-3dec3aad5754.live_data.json,,866.13,,,,avnWu77KPA,628982,2018-01-26 17:37:01.837,5cfe610c-f6bd-42ba-a98a-3dec3aad5754,,,,,,,,2018-01-26 17:37:01.837,UTC-0400,1.3770347,,,,,,2018-01-26 17:36:01.000,1.5619999,1001,2018-01-26 17:25:33.000,,com.sec.android.app.shealth,,,37.91,,,,
,5d1fe852-bc0c-4262-a207-b1c7323aed73.live_data.json,,1091.54,,,,avnWu77KPA,876564,2017-11-22 19:49:09.842,5d1fe852-bc0c-4262-a207-b1c7323aed73,,,,,,,,2017-11-22 19:49:09.842,UTC-0400,1.2452484,,,,,,2017-11-22 19:48:03.000,1.6666666,1001,2017-11-22 19:33:27.000,,com.sec.android.app.shealth,,,49.09,,,,
,5d7780a4-63a1-4dee-89b6-20b65ec2bb4f.live_data.json,,1385.33,,,,avnWu77KPA,1035866,2017-12-20 07:44:55.677,5d7780a4-63a1-4dee-89b6-20b65ec2bb4f,,,,,,,,2017-12-20 07:44:55.677,UTC+0300,1.3373641,,,,,,2017-12-20 07:42:31.000,1.5322304,1001,2017-12-20 07:25:16.000,,com.sec.android.app.shealth,,,59.149998,,,,
,5d9db078-f7a9-4e75-8d75-69ed8e4e7de1.live_data.json,,1061.18,,,,dgrrqaEJmv,866053,2018-07-23 17:54:56.070,5d9db078-f7a9-4e75-8d75-69ed8e4e7de1,,,,,,,,2018-07-23 17:54:56.070,UTC-0300,1.2253062,,,,,,2018-07-23 17:49:26.000,1.3333334,1001,2018-07-23 17:35:00.000,,com.sec.android.app.shealth,,,52.56,,,,
,5d9ed4ee-90a6-4ac2-8204-d1c0276192ba.live_data.json,,1643.72,,,,avnWu77KPA,1363514,2018-01-29 23:14:49.818,5d9ed4ee-90a6-4ac2-8204-d1c0276192ba,,,,,,,,2018-01-29 23:14:49.818,UTC-0400,1.205503,,,,,,2018-01-29 22:50:15.000,1.8055556,1001,2018-01-29 22:27:32.000,,com.sec.android.app.shealth,,,71.74,,,,
