com.samsung.shealth.activity.day_summary,6000085,1
others_time,goal,longest_idle_time,create_time,distance,run_time,step_count,walk_time,day_time,deviceuuid,active_time,score,pkg_name,update_time,longest_active_time,datauuid,extra_data,calorie
0,-1,47880000,2017-11-18 05:00:05.005,4827.2744,3404,6696,3881916,1510963200000,avnWu77KPA,3885320,0,com.sec.android.app.shealth,2017-11-19 01:39:36.009,1323868,28f66624-0fd4-4cff-8b39-16db894f88ad,28f66624-0fd4-4cff-8b39-16db894f88ad.extra_data.json,208.73418
0,-1,31080000,2017-10-07 04:00:01.442,3162.0698,5600,4564,2650575,1507334400000,avnWu77KPA,2656175,0,com.sec.android.app.shealth,2017-10-08 03:41:24.625,480000,2928bcfb-11c7-41f7-ab28-f54fd97147aa,2928bcfb-11c7-41f7-ab28-f54fd97147aa.extra_data.json,145.19998
0,-1,-1,2016-01-01 00:01:19.787,0.0,0,0,0,1450137600000,avnWu77KPA,0,0,com.sec.android.app.shealth,2016-01-01 00:01:19.787,0,2a0063b2-c818-4c53-9bef-da16917f3434,2a0063b2-c818-4c53-9bef-da16917f3434.extra_data.json,0.0
0,-1,37800000,2017-08-10 04:00:06.018,4268.0664,13929,6093,3502606,1502323200000,avnWu77KPA,3516535,0,com.sec.android.app.shealth,2017-08-11 03:58:09.593,672570,2a358cae-103b-4b7e-94ad-9b238fe867f8,2a358cae-103b-4b7e-94ad-9b238fe867f8.extra_data.json,188.06465
0,-1,32100000,2017-09-01 04:01:36.150,8318.729,93822,11754,7156356,1504224000000,avnWu77KPA,7250178,0,com.sec.android.app.shealth,2017-09-02 00:06:12.848,1124804,2b4512c4-b8d3-4d2a-b135-627bcc1a96f6,2b4512c4-b8d3-4d2a-b135-627bcc1a96f6.extra_data.json,366.74
0,-1,33600000,2018-09-01 04:00:00.422,9111.237,1185,12949,7754838,1535760000000,dgrrqaEJmv,7756023,0,com.sec.android.app.shealth,2018-09-02 00:14:18.151,1803858,2b50294f-c57d-42de-a8cc-7e30acf3a7b0,2b50294f-c57d-42de-a8cc-7e30acf3a7b0.extra_data.json,399.9381
0,-1,34560000,2018-03-04 05:00:00.954,1503.6699,0,2190,1269608,1520121600000,avnWu77KPA,1269608,0,com.sec.android.app.shealth,2018-03-05 01:34:14.996,480000,2c27a9dc-4668-453f-9fd4-c2424e5f6902,2c27a9dc-4668-453f-9fd4-c2424e5f6902.extra_data.json,67.94
0,-1,42780000,2017-04-29 04:01:12.485,13814.362,95000,19652,11531389,1493424000000,avnWu77KPA,11626389,0,com.sec.android.app.shealth,2017-04-30 17:33:34.994,1451060,2c513039-bf3d-4f8a-9aa5-ef789cc219a1,2c513039-bf3d-4f8a-9aa5-ef789cc219a1.extra_data.json,609.97656
0,-1,25800000,2018-04-02 18:30:02.582,2478.4202,4000,3533,2235881,1522713600000,avnWu77KPA,2239881,0,com.sec.android.app.shealth,2018-04-03 17:24:03.780,240000,2c726a0b-79a3-480d-a2f1-9513d5b682f1,2c726a0b-79a3-480d-a2f1-9513d5b682f1.extra_data.json,108.91998
0,-1,34620000,2018-04-27 04:00:02.303,10039.275,4954,14042,8007580,1524787200000,avnWu77KPA,8012534,0,com.sec.android.app.shealth,2018-04-28 03:35:00.687,1807881,2d0a77fd-ef67-4045-b2ca-1d5eeab2ad0b,2d0a77fd-ef67-4045-b2ca-1d5eeab2ad0b.extra_data.json,437.86472
0,60,33300000,2018-09-21 04:00:00.976,6763.951,4146,9609,5507103,1537488000000,dgrrqaEJmv,5511249,151,com.sec.android.app.shealth,2018-09-22 03:18:16.925,1391084,2dadaae1-06c7-4465-b900-0f94fabab83b,2dadaae1-06c7-4465-b900-0f94fabab83b.extra_data.json,299.51102
0,-1,37440000,2017-10-08 04:00:44.556,5252.445,3200,7455,4375494,1507420800000,avnWu77KPA,4378694,0,com.sec.android.app.shealth,2017-10-27 05:16:16.930,1722103,2e104689-6127-4e38-900d-2b8605d2c75e,2e104689-6127-4e38-900d-2b8605d2c75e.extra_data.json,232.81717
0,-1,-1,2017-06-30 20:06:30.670,0.0,0,0,0,1498521600000,avnWu77KPA,0,0,com.sec.android.app.shealth,2017-06-30 20:06:30.670,0,2e678281-0245-4be6-9932-023672bce1aa,2e678281-0245-4be6-9932-023672bce1aa.extra_data.json,0.0
0,-1,37800000,2018-07-23 04:00:00.655,5744.8804,6400,8321,4789044,1532304000000,dgrrqaEJmv,4795444,0,com.sec.android.app.shealth,2018-07-24 03:33:07.446,1151332,2f12294f-44cb-45a4-8bd5-bad305368a0d,2f12294f-44cb-45a4-8bd5-bad305368a0d.extra_data.json,271.863
0,-1,26940000,2018-01-15 05:00:36.230,8684.901,0,12204,6713516,1515974400000,avnWu77KPA,6713516,0,com.sec.android.app.shealth,2018-01-16 02:21:40.212,2068493,2f1fa85a-c6e8-4fc4-95d6-ab5643d18f82,2f1fa85a-c6e8-4fc4-95d6-ab5643d18f82.extra_data.json,383.12393
0,-1,-1,2017-04-13 12:53:40.845,0.0,0,0,0,1490659200000,avnWu77KPA,0,0,com.sec.android.app.shealth,2017-04-13 12:53:40.845,0,2f876707-d913-4ea6-8014-5bc3463f530c,2f876707-d913-4ea6-8014-5bc3463f530c.extra_data.json,0.0
0,-1,30900000,2017-10-10 04:01:04.348,10550.246,29619,14795,8264235,1507593600000,avnWu77KPA,8293854,0,com.sec.android.app.shealth,2017-10-27 05:16:17.213,787112,2f919608-4ef6-4092-8929-4e37952ab671,2f919608-4ef6-4092-8929-4e37952ab671.extra_data.json,461.12845
0,-1,25320000,2018-06-17 07:00:01.621,6270.2373,800,8966,5349207,1529193600000,avnWu77KPA,5350007,0,com.sec.android.app.shealth,2018-06-18 04:36:23.142,1372628,2fdd6483-f1b4-4caf-85da-5f646f176195,2fdd6483-f1b4-4caf-85da-5f646f176195.extra_data.json,273.78403
0,-1,44580000,2017-07-20 04:00:02.917,6683.727,55370,9507,5433600,1500508800000,avnWu77KPA,5488970,0,com.sec.android.app.shealth,2017-07-21 03:58:17.003,862702,30618306-84fd-442f-bc87-7a03dcb93464,30618306-84fd-442f-bc87-7a03dcb93464.extra_data.json,293.16568
0,-1,35580000,2018-07-11 04:00:01.427,4628.035,2789,6656,4003142,1531267200000,avnWu77KPA,4005931,0,com.sec.android.app.shealth,2018-07-12 03:01:57.283,782531,3115002f-8de0-483e-abbe-8872d4d69564,3115002f-8de0-483e-abbe-8872d4d69564.extra_data.json,211.20845
0,-1,-1,2017-06-30 20:06:29.826,0.0,0,0,0,1497571200000,avnWu77KPA,0,0,com.sec.android.app.shealth,2017-06-30 20:06:29.826,0,316db570-9955-44d1-95aa-14bed1b3c41b,316db570-9955-44d1-95aa-14bed1b3c41b.extra_data.json,0.0
0,-1,35880000,2017-09-16 04:00:00.450,6254.0254,47613,8861,5295915,1505520000000,avnWu77KPA,5343528,0,com.sec.android.app.shealth,2017-09-17 00:01:02.320,904172,317a2ef1-7dbb-4aac-afb1-d6301770e0d9,317a2ef1-7dbb-4aac-afb1-d6301770e0d9.extra_data.json,275.277
0,-1,53580000,2017-07-08 04:00:32.739,5986.9526,42846,8320,4759674,1499472000000,avnWu77KPA,4802520,0,com.sec.android.app.shealth,2017-07-09 03:42:45.704,749525,3196a7e5-f90c-42ea-b750-032bbbbe722d,3196a7e5-f90c-42ea-b750-032bbbbe722d.extra_data.json,261.34354
0,-1,35640000,2018-01-20 05:01:44.399,4374.781,17728,6325,3722462,1516406400000,avnWu77KPA,3740190,0,com.sec.android.app.shealth,2018-01-21 04:17:28.527,1566126,32e582da-c908-4f02-aedd-4644aaef7b1d,32e582da-c908-4f02-aedd-4644aaef7b1d.extra_data.json,200.611
0,-1,36600000,2017-09-24 04:01:32.151,6909.185,161318,9552,5809064,1506211200000,avnWu77KPA,5970382,0,com.sec.android.app.shealth,2017-09-24 23:23:26.145,1021183,33e1a920-f3d8-4dfa-a76f-6c5d1ce2f70a,33e1a920-f3d8-4dfa-a76f-6c5d1ce2f70a.extra_data.json,304.11572
0,-1,30720000,2017-07-31 04:07:00.430,11070.463,47244,15811,9117431,1501459200000,avnWu77KPA,9164675,0,com.sec.android.app.shealth,2017-08-01 02:14:57.241,1563908,33f2692a-6a08-449d-b7c3-12e3b9d5c453,33f2692a-6a08-449d-b7c3-12e3b9d5c453.extra_data.json,484.54318
0,-1,37740000,2018-06-06 04:00:16.873,10646.939,5486,15009,8341850,1528243200000,avnWu77KPA,8347336,0,com.sec.android.app.shealth,2018-06-07 04:00:15.472,1705186,34073ce3-b66c-4632-a9b2-db176a15c4b5,34073ce3-b66c-4632-a9b2-db176a15c4b5.extra_data.json,470.0095
0,-1,39720000,2017-08-05 04:00:00.811,6209.3706,69773,8429,4709974,1501891200000,avnWu77KPA,4779747,0,com.sec.android.app.shealth,2017-08-06 03:35:00.544,943363,341c5477-5298-4b29-93f6-a0ce1c981f8a,341c5477-5298-4b29-93f6-a0ce1c981f8a.extra_data.json,268.08597
0,-1,42240000,2017-09-17 04:00:00.417,4192.5996,9126,6036,3344474,1505606400000,avnWu77KPA,3353600,0,com.sec.android.app.shealth,2017-09-18 01:32:40.163,600000,34276a6b-1efe-4983-8c6e-6c522df7c9ab,34276a6b-1efe-4983-8c6e-6c522df7c9ab.extra_data.json,191.04996
0,-1,31860000,2017-07-05 04:15:17.287,9104.808,40464,13008,7669259,1499212800000,avnWu77KPA,7709723,0,com.sec.android.app.shealth,2017-07-06 02:09:03.476,1032052,34f46aa7-c883-406e-ba31-133c09962cd1,34f46aa7-c883-406e-ba31-133c09962cd1.extra_data.json,401.12695
0,-1,51060000,2017-12-09 05:00:01.393,4937.3696,1375,7195,4069271,1512777600000,avnWu77KPA,4070646,0,com.sec.android.app.shealth,2017-12-10 04:55:27.893,664545,34fc1fa1-00aa-43e7-9733-b9156fe20d88,34fc1fa1-00aa-43e7-9733-b9156fe20d88.extra_data.json,227.34
0,-1,42960000,2017-08-13 04:00:01.927,2051.44,800,2897,1684302,1502582400000,avnWu77KPA,1685102,0,com.sec.android.app.shealth,2017-08-14 03:12:26.406,360000,350adc87-c291-490b-917f-45af382563f0,350adc87-c291-490b-917f-45af382563f0.extra_data.json,89.36
0,-1,57480000,2017-11-12 05:01:11.548,2002.7433,4693,2804,1657778,1510444800000,avnWu77KPA,1662471,0,com.sec.android.app.shealth,2017-11-13 03:55:40.400,1137114,35150624-b8e4-494d-b47d-b8f9e567080e,35150624-b8e4-494d-b47d-b8f9e567080e.extra_data.json,94.675
0,-1,43620000,2017-06-06 22:00:17.309,10861.498,69741,15379,8596332,1496793600000,avnWu77KPA,8666073,0,com.sec.android.app.shealth,2017-06-07 21:55:33.284,1835912,36c25878-3ab4-488c-aaa3-744491fa7ae5,36c25878-3ab4-488c-aaa3-744491fa7ae5.extra_data.json,477.79312
0,-1,43140000,2018-03-24 04:01:25.432,3841.441,5200,5471,3183935,1521849600000,avnWu77KPA,3189135,0,com.sec.android.app.shealth,2018-03-25 03:48:10.556,300000,36e78cc1-6eb8-4179-a144-c9546493f6c5,36e78cc1-6eb8-4179-a144-c9546493f6c5.extra_data.json,168.24998
0,-1,29040000,2018-03-27 04:01:18.500,7775.561,20198,11005,6026076,1522108800000,avnWu77KPA,6046274,0,com.sec.android.app.shealth,2018-03-28 15:03:42.132,1349034,37412da0-ca2a-42d6-8160-6b05f3e39c6b,37412da0-ca2a-42d6-8160-6b05f3e39c6b.extra_data.json,345.3697
0,-1,32400000,2018-03-18 04:00:03.929,2196.6897,37298,3062,1725999,1521331200000,avnWu77KPA,1763297,0,com.sec.android.app.shealth,2018-03-19 03:42:13.360,180000,38000f62-ec25-45af-84b0-ec7f0afff8a4,38000f62-ec25-45af-84b0-ec7f0afff8a4.extra_data.json,97.53999
0,-1,39360000,2018-07-27 05:40:44.604,3135.5596,17444,4450,2632136,1532649600000,dgrrqaEJmv,2649580,0,com.sec.android.app.shealth,2018-07-28 02:21:02.825,540000,3826c18f-13db-4d27-a4e0-5579e3f04bf0,3826c18f-13db-4d27-a4e0-5579e3f04bf0.extra_data.json,140.88
0,-1,36780000,2018-06-10 04:18:55.183,9935.17,16962,14121,8051316,1528588800000,avnWu77KPA,8068278,0,com.sec.android.app.shealth,2018-06-11 03:04:32.835,1934204,3869b1a4-1463-4d0e-b925-112a2c3d8ee1,3869b1a4-1463-4d0e-b925-112a2c3d8ee1.extra_data.json,443.31528
0,-1,31620000,2017-06-07 22:00:00.885,4903.1313,49319,6492,3961270,1496880000000,avnWu77KPA,4010589,0,com.sec.android.app.shealth,2017-06-08 20:47:42.016,180000,38752ba1-a158-4cf2-b96e-98a78b576698,38752ba1-a158-4cf2-b96e-98a78b576698.extra_data.json,210.5
0,-1,40260000,2017-07-16 04:00:01.422,712.20996,301,997,589207,1500163200000,avnWu77KPA,589508,0,com.sec.android.app.shealth,2017-07-17 03:55:41.232,240000,3932da79-7ecd-45d2-9684-13f26335c00b,3932da79-7ecd-45d2-9684-13f26335c00b.extra_data.json,31.6
0,60,37860000,2018-09-14 04:00:01.651,12516.432,14767,17758,10431346,1536883200000,dgrrqaEJmv,10446113,288,com.sec.android.app.shealth,2018-09-18 06:43:44.155,1193115,3943b9f4-de8f-43c0-a25e-d082c4df31dc,3943b9f4-de8f-43c0-a25e-d082c4df31dc.extra_data.json,551.0288
0,-1,48720000,2017-09-23 04:00:23.190,4899.155,85482,6895,4170320,1506124800000,avnWu77KPA,4255802,0,com.sec.android.app.shealth,2017-09-23 23:57:26.677,1214274,39a829a9-7f46-4d68-9725-7a022b0ca56b,39a829a9-7f46-4d68-9725-7a022b0ca56b.extra_data.json,215.77563
0,-1,35280000,2017-05-10 04:00:16.471,10321.884,112338,14603,8305244,1494374400000,avnWu77KPA,8417582,0,com.sec.android.app.shealth,2017-05-11 03:36:58.556,1092792,3a15e0cb-6e89-493b-9267-917b67a0dc58,3a15e0cb-6e89-493b-9267-917b67a0dc58.extra_data.json,456.0993
0,-1,41820000,2017-05-20 04:00:00.266,6416.58,138047,8973,5197020,1495238400000,avnWu77KPA,5335067,0,com.sec.android.app.shealth,2017-05-21 02:35:09.816,1366748,3a2cd115-8e69-4e29-b6ed-78122ce6b062,3a2cd115-8e69-4e29-b6ed-78122ce6b062.extra_data.json,281.0451
0,-1,34800000,2018-06-22 07:00:01.095,4259.6587,5253,6013,3635901,1529625600000,avnWu77KPA,3641154,0,com.sec.android.app.shealth,2018-06-23 04:54:56.643,1081531,3b645454-b2cd-494d-aea1-355d85d3a6e8,3b645454-b2cd-494d-aea1-355d85d3a6e8.extra_data.json,185.59949
0,-1,40920000,2017-09-11 04:00:18.620,5900.2363,35378,8460,4721840,1505088000000,avnWu77KPA,4757218,0,com.sec.android.app.shealth,2017-09-12 03:32:19.754,797355,3b6761f6-46d2-4be0-8294-7eb0ecad7028,3b6761f6-46d2-4be0-8294-7eb0ecad7028.extra_data.json,266.84793
0,-1,34380000,2017-04-28 04:00:01.353,9145.168,78986,12819,7758468,1493337600000,avnWu77KPA,7837454,0,com.sec.android.app.shealth,2017-04-29 03:34:53.039,2778940,3b925e48-203b-49ba-9111-3a896de03246,3b925e48-203b-49ba-9111-3a896de03246.extra_data.json,397.40268
0,60,36540000,2018-09-16 04:00:01.208,6435.7583,131932,8744,5153553,1537056000000,dgrrqaEJmv,5285485,145,com.sec.android.app.shealth,2018-09-16 21:18:45.593,1130738,3bc6d84b-dc6b-4292-b217-249bdfd6db49,3bc6d84b-dc6b-4292-b217-249bdfd6db49.extra_data.json,285.632
0,60,33840000,2018-09-13 04:00:00.954,10501.204,5185,14880,8392005,1536796800000,dgrrqaEJmv,8397190,231,com.sec.android.app.shealth,2018-09-14 00:33:23.332,1649216,3bcecce6-8db2-4306-b9bc-086cba94565e,3bcecce6-8db2-4306-b9bc-086cba94565e.extra_data.json,467.01428
0,-1,34920000,2017-05-22 04:00:00.403,4354.4863,25429,6176,3484661,1495411200000,avnWu77KPA,3510090,0,com.sec.android.app.shealth,2017-05-22 22:47:26.453,734638,3d95a6ad-583a-4651-96d4-7497c67f8598,3d95a6ad-583a-4651-96d4-7497c67f8598.extra_data.json,191.6283
0,-1,30960000,2017-04-25 04:00:01.455,3312.2185,33312,4728,2609332,1493078400000,avnWu77KPA,2642644,0,com.sec.android.app.shealth,2017-04-25 22:54:14.907,759366,3e033c89-c30d-484f-8a4c-0b03a30734d3,3e033c89-c30d-484f-8a4c-0b03a30734d3.extra_data.json,151.44269
0,-1,45480000,2018-08-20 04:00:00.552,7085.3496,2400,9769,5547965,1534723200000,dgrrqaEJmv,5550365,0,com.sec.android.app.shealth,2018-08-21 02:34:17.605,1428607,3e1a1f0f-e7c9-47e1-a476-007b67e94b91,3e1a1f0f-e7c9-47e1-a476-007b67e94b91.extra_data.json,329.16394
0,-1,29760000,2017-12-21 16:34:59.335,9842.807,21144,13798,8389995,1513900800000,avnWu77KPA,8411139,0,com.sec.android.app.shealth,2017-12-22 14:44:34.815,1514817,3eb8319e-1ee7-4d54-8a0e-af92bff60377,3eb8319e-1ee7-4d54-8a0e-af92bff60377.extra_data.json,433.68744
0,-1,-1,2017-06-30 20:06:29.986,0.0,0,0,0,1497744000000,avnWu77KPA,0,0,com.sec.android.app.shealth,2017-06-30 20:06:29.986,0,3ef982a3-617a-4a0c-b017-501e74ae0986,3ef982a3-617a-4a0c-b017-501e74ae0986.extra_data.json,0.0
0,-1,33120000,2018-03-20 04:00:08.012,4703.8516,740,6770,3760516,1521504000000,avnWu77KPA,3761256,0,com.sec.android.app.shealth,2018-03-21 00:53:48.815,1329112,402c77c6-141d-4948-a578-fb7ae2cabeb2,402c77c6-141d-4948-a578-fb7ae2cabeb2.extra_data.json,212.735
0,-1,37500000,2018-08-14 06:00:00.770,4134.835,6800,6027,3820229,1534204800000,dgrrqaEJmv,3827029,0,com.sec.android.app.shealth,2018-08-15 03:55:02.241,862683,40ca4c9a-04c4-4e04-9baf-dbdbccf8b079,40ca4c9a-04c4-4e04-9baf-dbdbccf8b079.extra_data.json,192.88599
0,-1,40680000,2018-01-01 16:01:55.011,4655.82,49574,6508,3689572,1514851200000,avnWu77KPA,3739146,0,com.sec.android.app.shealth,2018-01-02 13:58:49.792,540000,40e741d0-7235-4f0a-b949-435628de269b,40e741d0-7235-4f0a-b949-435628de269b.extra_data.json,205.76003
0,-1,47400000,2018-04-28 04:00:09.157,6529.5493,2025,9341,5356971,1524873600000,avnWu77KPA,5358996,0,com.sec.android.app.shealth,2018-04-28 23:15:08.136,906734,40fe6743-a0cb-4ffa-9652-2117c49f3be4,40fe6743-a0cb-4ffa-9652-2117c49f3be4.extra_data.json,291.95996
0,-1,41700000,2018-07-05 07:00:54.776,5397.3965,8400,7898,4791861,1530748800000,avnWu77KPA,4800261,0,com.sec.android.app.shealth,2018-07-06 05:38:41.513,664181,413a6746-7ede-4b0e-a7da-fef00d719a63,413a6746-7ede-4b0e-a7da-fef00d719a63.extra_data.json,241.57462
0,-1,34200000,2018-03-28 04:00:28.631,1890.4302,8548,2557,1571108,1522195200000,avnWu77KPA,1579656,0,com.sec.android.app.shealth,2018-03-29 03:50:05.867,180000,42466a1b-0818-4780-bd77-66cc4101271b,42466a1b-0818-4780-bd77-66cc4101271b.extra_data.json,80.82
0,-1,39420000,2018-05-06 04:00:02.803,3687.4192,24161,5051,2790727,1525564800000,avnWu77KPA,2814888,0,com.sec.android.app.shealth,2018-05-07 04:00:01.878,996961,42772e30-bc82-4821-a920-6dfa5524ca1f,42772e30-bc82-4821-a920-6dfa5524ca1f.extra_data.json,159.68834
0,-1,53520000,2018-02-20 05:00:01.321,6893.7437,1974,9769,5601017,1519084800000,avnWu77KPA,5602991,0,com.sec.android.app.shealth,2018-02-21 01:50:00.365,2121232,428f9380-723c-4909-a499-439fc78cd050,428f9380-723c-4909-a499-439fc78cd050.extra_data.json,299.0721
0,-1,28140000,2017-12-15 05:00:02.286,5734.2783,4800,8162,4645273,1513296000000,avnWu77KPA,4650073,0,com.sec.android.app.shealth,2017-12-16 02:36:36.677,1127691,42e2749a-95cc-4dad-be0e-e014e0b86a4d,42e2749a-95cc-4dad-be0e-e014e0b86a4d.extra_data.json,257.11768
0,-1,44520000,2017-11-05 04:00:41.016,8855.304,7600,12501,7188003,1509840000000,avnWu77KPA,7195603,0,com.sec.android.app.shealth,2017-11-06 04:59:06.545,927391,42e4f0a2-30ad-4748-b77b-44258ec21302,42e4f0a2-30ad-4748-b77b-44258ec21302.extra_data.json,390.81845
0,-1,36000000,2017-05-14 05:00:00.308,7447.8755,69333,10452,6182984,1494720000000,avnWu77KPA,6252317,0,com.sec.android.app.shealth,2017-05-15 03:14:01.085,2115902,443e5368-03a8-4d9e-bf06-1c8f49acfb1a,443e5368-03a8-4d9e-bf06-1c8f49acfb1a.extra_data.json,325.57745
0,-1,43980000,2018-08-26 04:00:00.602,2568.054,5600,3618,2252768,1535241600000,dgrrqaEJmv,2258368,0,com.sec.android.app.shealth,2018-08-27 01:15:06.466,677646,445fcbb2-3622-4547-9117-3fd38a8a4b53,445fcbb2-3622-4547-9117-3fd38a8a4b53.extra_data.json,117.024
0,-1,34260000,2017-04-12 04:00:08.014,4313.794,50133,6105,3542452,1491955200000,avnWu77KPA,3592585,0,com.sec.android.app.shealth,2017-04-13 03:35:24.296,780000,44606f7b-09a9-4750-bf7c-af7e015472b3,44606f7b-09a9-4750-bf7c-af7e015472b3.extra_data.json,192.13364
0,-1,35700000,2018-08-31 04:00:01.865,8173.636,24362,11526,6539525,1535673600000,dgrrqaEJmv,6563887,0,com.sec.android.app.shealth,2018-09-01 04:08:12.492,2146136,4607116f-b805-4b50-a1bd-335b33d312f8,4607116f-b805-4b50-a1bd-335b33d312f8.extra_data.json,355.88458
0,-1,31320000,2017-10-04 04:00:19.113,9534.757,3200,13398,7806904,1507075200000,avnWu77KPA,7810104,0,com.sec.android.app.shealth,2017-10-27 05:16:16.292,975133,466a8e2b-989f-4c07-92e3-6354dad12e18,466a8e2b-989f-4c07-92e3-6354dad12e18.extra_data.json,415.6247
0,-1,32400000,2018-02-08 05:43:49.591,7023.6343,800,9980,5681080,1518048000000,avnWu77KPA,5681880,0,com.sec.android.app.shealth,2018-02-09 03:54:54.684,1321521,47e74817-21f9-4ebd-bb57-9a48ce03eb95,47e74817-21f9-4ebd-bb57-9a48ce03eb95.extra_data.json,317.55698
0,-1,77820000,2018-03-21 04:00:08.774,22.52,0,30,20010,1521590400000,avnWu77KPA,20010,0,com.sec.android.app.shealth,2018-03-22 01:52:45.319,8004,47f99a42-3760-4447-bd75-82cf718beabd,47f99a42-3760-4447-bd75-82cf718beabd.extra_data.json,0.98
0,-1,39120000,2017-08-12 04:00:01.999,7799.605,75771,10945,6331993,1502496000000,avnWu77KPA,6407764,0,com.sec.android.app.shealth,2017-08-13 03:34:56.322,1467408,486132d5-3954-410b-b194-b4b38d8ab400,486132d5-3954-410b-b194-b4b38d8ab400.extra_data.json,336.10355
0,-1,46860000,2017-07-24 04:02:20.403,3088.6606,13816,4333,2494614,1500854400000,avnWu77KPA,2508430,0,com.sec.android.app.shealth,2017-07-25 00:29:07.334,360000,4864a93c-0baa-441b-8c23-768943e3afdf,4864a93c-0baa-441b-8c23-768943e3afdf.extra_data.json,131.98999
0,-1,30900000,2017-04-24 04:01:09.089,7462.931,78108,10450,5970934,1492992000000,avnWu77KPA,6049042,0,com.sec.android.app.shealth,2017-04-25 02:49:49.407,1738794,489c0556-ab69-46cb-8fce-c66ba5e970dd,489c0556-ab69-46cb-8fce-c66ba5e970dd.extra_data.json,327.45477
0,-1,37980000,2018-06-08 04:01:03.315,8047.599,5448,11515,6601943,1528416000000,avnWu77KPA,6607391,0,com.sec.android.app.shealth,2018-06-09 02:08:34.627,1151630,490b31c3-1124-43ad-9997-6bf9368655eb,490b31c3-1124-43ad-9997-6bf9368655eb.extra_data.json,369.2104
0,-1,50160000,2018-03-22 04:00:07.869,7972.284,2800,11296,6326628,1521676800000,avnWu77KPA,6329428,0,com.sec.android.app.shealth,2018-03-23 02:28:58.953,1231178,49c5a5f7-fb48-456e-99de-4f5dfcabd229,49c5a5f7-fb48-456e-99de-4f5dfcabd229.extra_data.json,352.5759
0,-1,41100000,2017-09-06 04:00:05.543,2691.8801,37575,3823,2112209,1504656000000,avnWu77KPA,2149784,0,com.sec.android.app.shealth,2017-09-06 23:25:10.251,749078,49fdf097-8882-4f79-9ec8-f5bfc40ec5f1,49fdf097-8882-4f79-9ec8-f5bfc40ec5f1.extra_data.json,120.62315
0,-1,27780000,2017-05-12 04:00:00.714,5754.8022,71367,8043,4951972,1494547200000,avnWu77KPA,5023339,0,com.sec.android.app.shealth,2017-05-13 02:53:30.462,360000,4adf4a84-44a6-424b-863e-60e240dead01,4adf4a84-44a6-424b-863e-60e240dead01.extra_data.json,254.62003
0,-1,35040000,2017-04-11 04:00:25.076,8593.654,87846,12180,7022160,1491868800000,avnWu77KPA,7110006,0,com.sec.android.app.shealth,2017-04-12 03:14:59.390,1217549,4b028e1e-d590-4ca2-b690-f48c34822f1c,4b028e1e-d590-4ca2-b690-f48c34822f1c.extra_data.json,376.53055
0,-1,47160000,2018-08-19 04:00:00.696,9374.741,5282,13388,7783221,1534636800000,dgrrqaEJmv,7788503,0,com.sec.android.app.shealth,2018-08-19 23:44:25.401,1400108,4b2807bf-3390-4250-9c44-22bb162edc8f,4b2807bf-3390-4250-9c44-22bb162edc8f.extra_data.json,415.88348
0,-1,21720000,2018-01-13 05:51:05.343,2007.4698,800,2904,1698309,1515801600000,avnWu77KPA,1699109,0,com.sec.android.app.shealth,2018-01-13 23:05:04.497,300000,4bda0e23-9dd4-4d77-ada1-327b1e88af1f,4bda0e23-9dd4-4d77-ada1-327b1e88af1f.extra_data.json,89.03999
0,-1,38100000,2018-03-23 04:02:27.262,6869.6704,22896,9768,5509592,1521763200000,avnWu77KPA,5532488,0,com.sec.android.app.shealth,2018-03-28 15:03:41.841,692882,4c4d30d7-3655-4218-b11e-64960f85816d,4c4d30d7-3655-4218-b11e-64960f85816d.extra_data.json,303.00803
0,-1,-1,2017-04-13 12:53:40.506,0.0,0,0,0,1490140800000,avnWu77KPA,0,0,com.sec.android.app.shealth,2017-04-13 12:53:40.506,0,4cafea4f-051a-45e1-9f94-a5e41ac66236,4cafea4f-051a-45e1-9f94-a5e41ac66236.extra_data.json,0.0
0,-1,43680000,2018-03-15 04:00:00.458,6711.2217,3989,9590,5448273,1521072000000,avnWu77KPA,5452262,0,com.sec.android.app.shealth,2018-03-16 02:01:37.205,1083247,4d88fe30-a4b0-4989-a070-a3f3035a0280,4d88fe30-a4b0-4989-a070-a3f3035a0280.extra_data.json,300.7538
0,-1,31500000,2018-04-17 04:00:52.649,8030.293,10000,11485,6430036,1523923200000,avnWu77KPA,6440036,0,com.sec.android.app.shealth,2018-04-18 01:13:46.696,1995694,4da615f5-8576-4417-ba16-e650be81405e,4da615f5-8576-4417-ba16-e650be81405e.extra_data.json,357.07965
0,-1,41760000,2017-07-09 04:00:01.799,4115.6494,7600,5866,3533192,1499558400000,avnWu77KPA,3540792,0,com.sec.android.app.shealth,2017-07-10 00:34:52.229,716933,4dede1fa-3c25-47f4-8fa2-b5cf11eef759,4dede1fa-3c25-47f4-8fa2-b5cf11eef759.extra_data.json,179.53897
0,-1,40860000,2018-02-01 05:11:01.570,4579.5366,1025,6552,3869090,1517443200000,avnWu77KPA,3870115,0,com.sec.android.app.shealth,2018-02-02 04:53:37.102,1094331,4e72f42f-4d7a-44e1-9d5e-9e4f6ed9ec9a,4e72f42f-4d7a-44e1-9d5e-9e4f6ed9ec9a.extra_data.json,206.07864
