com.samsung.health.oxygen_saturation,5802009,7
create_time,time_offset,custom,end_time,heart_rate,deviceuuid,start_time,pkg_name,update_time,datauuid,spo2,comment
2018-08-21 03:17:58.526,UTC-0300,,2018-08-21 03:17:48.718,78.0,dgrrqaEJmv,2018-08-21 03:17:48.718,com.sec.android.app.shealth,2018-08-21 03:17:58.526,13f0bf36-df3e-4148-9242-d8df56fbd017,99.0,
2018-08-11 21:42:28.668,UTC-0400,,2018-08-11 21:42:20.789,78.0,dgrrqaEJmv,2018-08-11 21:42:20.789,com.sec.android.app.shealth,2018-08-11 21:42:28.668,151151fd-ba85-4ec9-85c2-227bcfd44258,96.0,
2018-06-12 19:40:58.998,UTC-0300,,2018-06-12 19:40:48.176,69.0,avnWu77KPA,2018-06-12 19:40:48.176,com.sec.android.app.shealth,2018-06-12 19:40:58.998,1562c4a8-507a-48af-a490-647112fdf361,93.0,
2018-05-24 15:46:46.029,UTC-0300,,2018-05-24 15:46:19.084,74.0,avnWu77KPA,2018-05-24 15:46:19.084,com.sec.android.app.shealth,2018-05-24 15:46:46.029,15a78ca0-4e23-45fd-924c-411dfdb4acb8,95.0,
2018-05-22 16:34:33.901,UTC-0300,,2018-05-22 16:34:25.359,74.0,avnWu77KPA,2018-05-22 16:34:25.359,com.sec.android.app.shealth,2018-05-22 16:34:33.901,160afe99-53be-4028-9cdb-f4c9137b0836,98.0,
2018-05-30 03:51:53.353,UTC-0300,,2018-05-30 03:51:46.834,75.0,avnWu77KPA,2018-05-30 03:51:46.834,com.sec.android.app.shealth,2018-05-30 03:51:53.353,16a3d434-7f1b-4c38-8fcc-ddf50767e348,96.0,
2018-06-03 01:32:15.731,UTC-0300,,2018-06-03 01:32:12.987,72.0,avnWu77KPA,2018-06-03 01:32:12.987,com.sec.android.app.shealth,2018-06-03 01:32:15.731,16b124a5-af9d-4d4a-b69b-5e31d6c5776d,91.0,
2018-06-03 01:32:50.922,UTC-0300,,2018-06-03 01:32:31.399,73.0,avnWu77KPA,2018-06-03 01:32:31.399,com.sec.android.app.shealth,2018-06-03 01:32:50.922,17366e20-7fcd-43ce-ab23-abb8acaa1de0,88.0,
2018-08-21 17:31:31.856,UTC-0300,,2018-08-21 17:31:20.526,100.0,dgrrqaEJmv,2018-08-21 17:31:20.526,com.sec.android.app.shealth,2018-08-21 17:31:31.856,178370d9-c5f9-4b8d-84b4-f9efccf3216d,93.0,
2018-08-12 20:48:15.217,UTC-0400,,2018-08-12 20:48:07.033,84.0,dgrrqaEJmv,2018-08-12 20:48:07.033,com.sec.android.app.shealth,2018-08-12 20:48:15.217,1848df7a-936a-4e4c-bd5c-46c8fde5f957,95.0,
2018-06-20 19:51:28.661,UTC-0600,,2018-06-20 19:51:17.107,72.0,avnWu77KPA,2018-06-20 19:51:17.107,com.sec.android.app.shealth,2018-06-20 19:51:28.661,1931ef79-c092-43b9-a82d-0a6d51b59a72,91.0,
2018-05-30 16:59:15.214,UTC-0300,,2018-05-30 16:59:05.714,72.0,avnWu77KPA,2018-05-30 16:59:05.714,com.sec.android.app.shealth,2018-05-30 16:59:15.214,19bca9ab-3bd9-4812-a138-ad8a073571ff,89.0,
2018-06-03 03:27:21.530,UTC-0300,,2018-06-03 03:27:11.144,74.0,avnWu77KPA,2018-06-03 03:27:11.144,com.sec.android.app.shealth,2018-06-03 03:27:21.530,19fc9e13-db73-4ebd-8f04-cf6bcc887537,90.0,
2018-06-04 02:53:40.711,UTC-0300,,2018-06-04 02:53:37.014,77.0,avnWu77KPA,2018-06-04 02:53:37.014,com.sec.android.app.shealth,2018-06-04 02:53:40.711,1a958c07-fbcc-492e-a539-d577da5d915c,99.0,
2018-08-22 02:29:30.618,UTC-0300,,2018-08-22 02:29:16.319,66.0,dgrrqaEJmv,2018-08-22 02:29:16.319,com.sec.android.app.shealth,2018-08-22 02:29:30.618,1ac09453-db74-4add-8cbd-09de7e6b9513,95.0,
2018-06-18 19:26:34.940,UTC-0600,,2018-06-18 19:26:19.573,74.0,avnWu77KPA,2018-06-18 19:26:19.573,com.sec.android.app.shealth,2018-06-18 19:26:34.940,1aec9459-c2fd-4b42-9250-ab63ad5dfc35,94.0,
2018-05-18 21:02:59.229,UTC-0300,,2018-05-18 21:02:45.007,65.0,avnWu77KPA,2018-05-18 21:02:41.257,com.sec.android.app.shealth,2018-05-18 21:02:59.229,1b213f1f-4d97-4a40-b978-1b512e35b64e,88.0,
2018-06-19 19:43:34.070,UTC-0600,,2018-06-19 19:43:22.200,67.0,avnWu77KPA,2018-06-19 19:43:22.200,com.sec.android.app.shealth,2018-06-19 19:43:34.070,1bb5e161-720e-4a90-8848-087dc2387d57,95.0,
2018-05-30 16:07:01.679,UTC-0300,,2018-05-30 16:06:49.492,67.0,avnWu77KPA,2018-05-30 16:06:49.492,com.sec.android.app.shealth,2018-05-30 16:07:01.679,1c445909-3491-4b9c-a05c-efae677756da,94.0,
2018-06-27 23:15:51.545,UTC-0600,,2018-06-27 23:15:41.055,92.0,avnWu77KPA,2018-06-27 23:15:41.055,com.sec.android.app.shealth,2018-06-27 23:15:51.545,1c7b5452-e9be-41f2-88ef-a66df9f423d1,93.0,
2018-06-06 00:40:49.766,UTC-0300,,2018-06-06 00:40:40.491,74.0,avnWu77KPA,2018-06-06 00:40:40.491,com.sec.android.app.shealth,2018-06-06 00:40:49.766,1c81f7bb-7417-4b12-9a8d-3d118d02f756,97.0,
2018-06-21 05:26:40.232,UTC-0600,,2018-06-21 05:26:30.420,76.0,avnWu77KPA,2018-06-21 05:26:30.420,com.sec.android.app.shealth,2018-06-21 05:26:40.232,1cdc6c4d-877b-4f2b-947a-5ce81d26f02a,94.0,
2018-05-22 16:36:36.568,UTC-0300,,2018-05-22 16:36:30.930,63.0,avnWu77KPA,2018-05-22 16:36:30.930,com.sec.android.app.shealth,2018-05-22 16:36:36.568,1d316cd6-378b-44bc-90b7-ebd13eaa72e7,96.0,
2018-06-04 01:41:33.268,UTC-0300,,2018-06-04 01:41:14.741,105.0,avnWu77KPA,2018-06-04 01:41:14.741,com.sec.android.app.shealth,2018-06-04 01:41:33.268,1da02c68-eace-4cf6-aecf-d5ff630ba1e4,93.0,
2018-06-27 17:32:29.050,UTC-0600,,2018-06-27 17:32:15.946,73.0,avnWu77KPA,2018-06-27 17:32:15.946,com.sec.android.app.shealth,2018-06-27 17:32:29.050,1dfaa9d7-fd2c-44e5-80d4-38a622f94237,92.0,
2018-08-08 01:12:33.005,UTC-0400,,2018-08-08 01:12:19.448,74.0,dgrrqaEJmv,2018-08-08 01:12:19.448,com.sec.android.app.shealth,2018-08-08 01:12:33.005,203813a1-f86a-472f-990f-64fb216a0e65,95.0,
2018-06-04 19:13:27.780,UTC-0300,,2018-06-04 19:13:15.101,78.0,avnWu77KPA,2018-06-04 19:13:15.101,com.sec.android.app.shealth,2018-06-04 19:13:27.780,20fa0332-cda8-4893-9ee3-45ef25f2dc52,88.0,
2018-05-24 21:57:27.924,UTC-0300,,2018-05-24 21:57:16.358,78.0,avnWu77KPA,2018-05-24 21:57:16.358,com.sec.android.app.shealth,2018-05-24 21:57:27.924,2106da93-6aff-4e9d-ad4f-c502aa8665e0,94.0,
2018-08-14 18:47:42.325,UTC-0500,,2018-08-14 18:47:29.967,70.0,dgrrqaEJmv,2018-08-14 18:47:29.967,com.sec.android.app.shealth,2018-08-14 18:47:42.325,214bb856-b6cf-4e4e-b302-d729ff7b060e,92.0,
2018-06-18 21:21:41.188,UTC-0600,,2018-06-18 21:21:21.004,72.0,avnWu77KPA,2018-06-18 21:21:21.004,com.sec.android.app.shealth,2018-06-18 21:21:41.188,21d17768-e7a2-4647-bff3-f4482e546a23,90.0,
2018-06-11 23:16:18.341,UTC-0300,,2018-06-11 23:16:05.628,71.0,avnWu77KPA,2018-06-11 23:16:05.628,com.sec.android.app.shealth,2018-06-11 23:16:18.341,2379aa77-205f-4cfc-917b-dc24a1767e5a,96.0,
2018-07-30 19:00:46.148,UTC-0300,,2018-07-30 19:00:35.978,76.0,dgrrqaEJmv,2018-07-30 19:00:35.978,com.sec.android.app.shealth,2018-07-30 19:00:46.148,2436793d-59c6-4fa5-9caf-f1e6f6e36a7e,97.0,
2018-07-12 04:14:42.018,UTC-0300,,2018-07-12 04:14:33.112,67.0,avnWu77KPA,2018-07-12 04:14:33.112,com.sec.android.app.shealth,2018-07-12 04:14:42.018,244e8780-30f1-4a5c-a105-65fd8a54ec24,91.0,
2018-06-11 23:15:48.514,UTC-0300,,2018-06-11 23:15:38.095,59.0,avnWu77KPA,2018-06-11 23:15:38.095,com.sec.android.app.shealth,2018-06-11 23:15:48.514,24a29f9f-6e4c-48be-a703-5dd4e7d0ad64,94.0,
2018-08-19 04:08:51.408,UTC-0300,,2018-08-19 04:08:41.879,85.0,dgrrqaEJmv,2018-08-19 04:08:41.879,com.sec.android.app.shealth,2018-08-19 04:08:51.408,259be343-e35a-4ae9-af00-de96a22830e2,96.0,
2018-05-18 16:48:44.950,UTC-0300,,2018-05-18 16:48:31.009,77.0,avnWu77KPA,2018-05-18 16:48:27.964,com.sec.android.app.shealth,2018-05-18 16:48:44.950,271d5bb8-406a-4a88-8b5d-55222822d448,95.0,
2018-06-27 19:35:41.931,UTC-0600,,2018-06-27 19:35:16.543,75.0,avnWu77KPA,2018-06-27 19:35:16.543,com.sec.android.app.shealth,2018-06-27 19:35:41.931,2728112e-9cd3-49fe-8b26-eb9da39cf601,93.0,
2018-06-13 16:27:00.474,UTC-0300,,2018-06-13 16:26:46.491,64.0,avnWu77KPA,2018-06-13 16:26:46.491,com.sec.android.app.shealth,2018-06-13 16:27:00.474,278bb040-371f-4153-990b-3d92964277dc,91.0,
2018-06-25 19:05:40.696,UTC-0600,,2018-06-25 19:05:37.824,73.0,avnWu77KPA,2018-06-25 19:05:37.824,com.sec.android.app.shealth,2018-06-25 19:05:40.696,2845ca7b-4bf9-483c-b7a2-d49e3581af38,100.0,
2018-06-23 04:47:56.781,UTC-0600,,2018-06-23 04:47:45.734,68.0,avnWu77KPA,2018-06-23 04:47:45.734,com.sec.android.app.shealth,2018-06-23 04:47:56.781,28707887-6d56-4b3b-8ef7-56b5439abf98,93.0,
2018-05-30 19:55:14.744,UTC-0300,,2018-05-30 19:55:10.027,68.0,avnWu77KPA,2018-05-30 19:55:10.027,com.sec.android.app.shealth,2018-05-30 19:55:14.744,2899061c-0577-4c8c-9339-46f22a01569b,100.0,
2018-07-03 01:46:36.431,UTC-0600,,2018-07-03 01:46:20.078,88.0,avnWu77KPA,2018-07-03 01:46:20.078,com.sec.android.app.shealth,2018-07-03 01:46:36.431,28cce116-9eca-4c60-b063-1765aa2382d0,92.0,
2018-06-12 01:24:50.770,UTC-0300,,2018-06-12 01:24:38.331,67.0,avnWu77KPA,2018-06-12 01:24:38.331,com.sec.android.app.shealth,2018-06-12 01:24:50.770,28f97cd6-8cc7-468f-9dcb-d93d20d2d1ff,93.0,
2018-08-11 18:26:03.698,UTC-0400,,2018-08-11 18:25:55.271,88.0,dgrrqaEJmv,2018-08-11 18:25:55.271,com.sec.android.app.shealth,2018-08-11 18:26:03.698,28fd4818-0e1c-4291-b210-65d0d1506c8b,96.0,
2018-07-30 02:27:58.008,UTC-0300,,2018-07-30 02:27:46.948,64.0,dgrrqaEJmv,2018-07-30 02:27:46.948,com.sec.android.app.shealth,2018-07-30 02:27:58.008,2986c430-a0c8-4ee5-bdb4-70847d7a295c,94.0,
2018-06-05 05:01:53.519,UTC-0300,,2018-06-05 05:01:48.717,72.0,avnWu77KPA,2018-06-05 05:01:48.717,com.sec.android.app.shealth,2018-06-05 05:01:53.519,29ba70e2-b015-4137-995b-016ce95a4867,94.0,
2018-06-03 04:57:02.496,UTC-0300,,2018-06-03 04:56:40.637,73.0,avnWu77KPA,2018-06-03 04:56:40.637,com.sec.android.app.shealth,2018-06-03 04:57:02.496,2a11450c-b7ef-4588-ae7e-920f87d3c0fd,91.0,
2018-08-07 02:26:45.298,UTC-0400,,2018-08-07 02:26:39.567,77.0,dgrrqaEJmv,2018-08-07 02:26:39.567,com.sec.android.app.shealth,2018-08-07 02:26:45.298,2a4baf1a-1798-4928-a48c-ef1ce325b638,92.0,
2018-06-03 19:06:20.739,UTC-0300,,2018-06-03 19:06:08.966,72.0,avnWu77KPA,2018-06-03 19:06:08.966,com.sec.android.app.shealth,2018-06-03 19:06:20.739,2adbd82c-66ef-4aed-baf4-e52c3d9123b9,92.0,
2018-07-31 16:33:24.047,UTC-0300,,2018-07-31 16:33:07.922,71.0,dgrrqaEJmv,2018-07-31 16:33:07.922,com.sec.android.app.shealth,2018-07-31 16:33:24.047,2b247a56-5b9e-44a5-9699-67134d7794f2,96.0,
2018-05-22 18:36:29.985,UTC-0300,,2018-05-22 18:36:13.893,64.0,avnWu77KPA,2018-05-22 18:36:13.893,com.sec.android.app.shealth,2018-05-22 18:36:29.985,2bf91f41-e5cc-4b5a-a3bb-b36bef08f939,94.0,
2018-06-05 00:48:35.884,UTC-0300,,2018-06-05 00:48:21.194,83.0,avnWu77KPA,2018-06-05 00:48:21.194,com.sec.android.app.shealth,2018-06-05 00:48:35.884,2ca01785-5e5a-4b78-b093-a35ee944e566,94.0,
2018-07-10 01:37:56.700,UTC-0300,,2018-07-10 01:37:44.492,78.0,avnWu77KPA,2018-07-10 01:37:44.492,com.sec.android.app.shealth,2018-07-10 01:37:56.700,2d64f29f-ae05-4e6f-a8dc-9796a72939f7,91.0,
2018-05-31 00:04:54.911,UTC-0300,,2018-05-31 00:04:43.741,72.0,avnWu77KPA,2018-05-31 00:04:43.741,com.sec.android.app.shealth,2018-05-31 00:04:54.911,2d91c712-b77f-49e8-9584-3237ea60cd1d,93.0,
2018-06-05 23:37:13.210,UTC-0300,,2018-06-05 23:37:03.897,71.0,avnWu77KPA,2018-06-05 23:37:03.897,com.sec.android.app.shealth,2018-06-05 23:37:13.210,2dd3aed6-591a-4d7d-a838-0cb96a511b52,96.0,
2018-07-23 20:01:56.212,UTC-0300,,2018-07-23 20:01:52.713,110.0,dgrrqaEJmv,2018-07-23 20:01:52.713,com.sec.android.app.shealth,2018-07-23 20:01:56.212,2ddd7a25-0b8b-4906-bd25-c71beba9836f,97.0,
2018-07-25 22:07:11.568,UTC-0300,,2018-07-25 22:07:02.250,79.0,dgrrqaEJmv,2018-07-25 22:07:02.250,com.sec.android.app.shealth,2018-07-25 22:07:11.568,2e720afe-f0bb-4a99-9ccb-22b4b7d596a2,95.0,
2018-06-06 00:39:43.416,UTC-0300,,2018-06-06 00:39:20.941,75.0,avnWu77KPA,2018-06-06 00:39:20.941,com.sec.android.app.shealth,2018-06-06 00:39:43.416,2f667659-a9b2-465c-b727-d39ddf627f90,90.0,
2018-08-14 23:11:48.066,UTC-0500,,2018-08-14 23:11:37.455,79.0,dgrrqaEJmv,2018-08-14 23:11:37.455,com.sec.android.app.shealth,2018-08-14 23:11:48.066,2f677363-7d47-4746-af9e-9b224c2afc76,93.0,
2018-05-22 02:50:26.142,UTC-0300,,2018-05-22 02:50:16.497,73.0,avnWu77KPA,2018-05-22 02:50:16.497,com.sec.android.app.shealth,2018-05-22 02:50:26.142,2f7cf2b2-0c58-4201-ab3e-e639c5e58e96,93.0,
2018-06-28 23:10:29.184,UTC-0600,,2018-06-28 23:10:21.482,70.0,avnWu77KPA,2018-06-28 23:10:21.482,com.sec.android.app.shealth,2018-06-28 23:10:29.184,2fcf48eb-12a5-4ae8-b0c6-bebbaa7741f6,93.0,
2018-06-02 19:39:12.066,UTC-0300,,2018-06-02 19:38:59.976,81.0,avnWu77KPA,2018-06-02 19:38:59.976,com.sec.android.app.shealth,2018-06-02 19:39:12.066,30b719c4-aee1-48ae-8d48-93b486fefc34,89.0,
2018-06-12 01:20:12.669,UTC-0300,,2018-06-12 01:20:01.809,67.0,avnWu77KPA,2018-06-12 01:20:01.809,com.sec.android.app.shealth,2018-06-12 01:20:12.669,30d08a80-8b37-4e33-b95f-f1f641f948ea,92.0,
2018-08-14 05:00:11.021,UTC-0500,,2018-08-14 04:59:57.809,85.0,dgrrqaEJmv,2018-08-14 04:59:57.809,com.sec.android.app.shealth,2018-08-14 05:00:11.021,312f0481-63fd-4f72-b33c-80c0f0d94422,93.0,
2018-05-23 15:33:54.048,UTC-0300,,2018-05-23 15:33:43.866,76.0,avnWu77KPA,2018-05-23 15:33:43.866,com.sec.android.app.shealth,2018-05-23 15:33:54.048,31e2aa21-bfa6-4e28-82dc-537f695867a5,96.0,
2018-05-21 19:55:47.099,UTC-0300,,2018-05-21 19:55:29.131,81.0,avnWu77KPA,2018-05-21 19:55:29.131,com.sec.android.app.shealth,2018-05-21 19:55:47.099,339bfa6c-7920-4329-8004-a49caab29a87,97.0,
2018-08-20 20:01:25.792,UTC-0300,,2018-08-20 20:01:17.919,71.0,dgrrqaEJmv,2018-08-20 20:01:17.919,com.sec.android.app.shealth,2018-08-20 20:01:25.792,33c49eed-8e6b-426d-8ef9-19acbbc06c2a,92.0,
2018-05-23 00:18:20.369,UTC-0300,,2018-05-23 00:18:11.272,84.0,avnWu77KPA,2018-05-23 00:18:11.272,com.sec.android.app.shealth,2018-05-23 00:18:20.369,342c6135-665f-4625-a920-d2b1c7fafe86,91.0,
2018-06-04 04:36:11.548,UTC-0300,,2018-06-04 04:36:04.811,71.0,avnWu77KPA,2018-06-04 04:36:04.811,com.sec.android.app.shealth,2018-06-04 04:36:11.548,34c39f19-c529-40ba-a118-ebbaaaa65d21,92.0,
2018-07-25 16:47:56.495,UTC-0300,,2018-07-25 16:47:46.354,76.0,dgrrqaEJmv,2018-07-25 16:47:46.354,com.sec.android.app.shealth,2018-07-25 16:47:56.495,359a75cb-bdac-496c-9215-d8b971c19d24,91.0,
2018-08-08 16:50:09.640,UTC-0400,,2018-08-08 16:50:04.377,82.0,dgrrqaEJmv,2018-08-08 16:50:04.377,com.sec.android.app.shealth,2018-08-08 16:50:09.640,36967754-4955-4a02-9481-4124041f82a8,93.0,
2018-06-19 18:22:12.340,UTC-0600,,2018-06-19 18:22:00.996,76.0,avnWu77KPA,2018-06-19 18:22:00.996,com.sec.android.app.shealth,2018-06-19 18:22:12.340,3723821e-68bc-44c4-9224-79c52fc9695a,86.0,
2018-08-22 22:58:51.633,UTC-0300,,2018-08-22 22:58:44.898,76.0,dgrrqaEJmv,2018-08-22 22:58:44.898,com.sec.android.app.shealth,2018-08-22 22:58:51.633,3750fd5d-84e0-4ea3-baf1-7fe4d0414309,93.0,
2018-08-07 19:46:30.356,UTC-0400,,2018-08-07 19:46:22.804,74.0,dgrrqaEJmv,2018-08-07 19:46:22.804,com.sec.android.app.shealth,2018-08-07 19:46:30.356,3756cbdc-190e-441e-8412-de4d11731a7b,95.0,
2018-06-05 16:14:23.989,UTC-0300,,2018-06-05 16:14:14.718,81.0,avnWu77KPA,2018-06-05 16:14:14.718,com.sec.android.app.shealth,2018-06-05 16:14:23.989,3757bb23-84ab-433e-9927-d3887541f7cd,98.0,
2018-06-22 20:02:43.806,UTC-0600,,2018-06-22 20:02:31.597,85.0,avnWu77KPA,2018-06-22 20:02:31.597,com.sec.android.app.shealth,2018-06-22 20:02:43.806,37dfa66c-ebf7-4cf5-bbad-8a0c0eca604b,94.0,
2018-08-18 04:34:39.437,UTC-0500,,2018-08-18 04:34:31.550,82.0,dgrrqaEJmv,2018-08-18 04:34:31.550,com.sec.android.app.shealth,2018-08-18 04:34:39.437,38a22a57-f0bf-4530-8e28-6a1c3700f9f1,95.0,
2018-06-02 19:39:42.142,UTC-0300,,2018-06-02 19:39:32.242,79.0,avnWu77KPA,2018-06-02 19:39:32.242,com.sec.android.app.shealth,2018-06-02 19:39:42.142,3961a8c8-1616-4b6d-aee6-4ed38fda2792,90.0,
2018-07-02 20:42:17.265,UTC-0600,,2018-07-02 20:42:10.217,73.0,avnWu77KPA,2018-07-02 20:42:10.217,com.sec.android.app.shealth,2018-07-02 20:42:17.265,3ad61b66-c78a-4a0b-b812-81c22955e153,94.0,
2018-08-09 22:49:50.344,UTC-0400,,2018-08-09 22:49:39.671,69.0,dgrrqaEJmv,2018-08-09 22:49:39.671,com.sec.android.app.shealth,2018-08-09 22:49:50.344,3ccc98c1-7761-4092-9d86-c30acd99f151,93.0,
2018-07-12 02:10:56.688,UTC-0300,,2018-07-12 02:10:42.606,77.0,avnWu77KPA,2018-07-12 02:10:42.606,com.sec.android.app.shealth,2018-07-12 02:10:56.688,3d903af6-89da-414f-88a4-b2e6f8d668e4,95.0,
