com.samsung.health.water_intake,6000085,4
start_time,pkg_name,amount,update_time,create_time,time_offset,datauuid,custom,comment,unit_amount,deviceuuid
2017-04-12 01:59:37.185,com.sec.android.app.shealth,250.0,2017-04-12 01:59:37.194,2017-04-12 01:59:37.194,UTC-0300,0fd5836a-69de-48ec-91ec-fdf593487ed4,,,250.0,avnWu77KPA
2017-05-04 18:30:24.186,com.sec.android.app.shealth,250.0,2017-05-04 18:30:24.195,2017-05-04 18:30:24.195,UTC-0300,1102bd62-fabc-48ae-a855-53cf3d6e19c6,,,250.0,avnWu77KPA
2017-04-17 02:07:29.324,com.sec.android.app.shealth,250.0,2017-04-17 02:07:31.292,2017-04-17 02:07:31.292,UTC-0300,1242cb22-a0ea-4d6a-af86-e6a04bdce7d3,,,250.0,avnWu77KPA
2017-04-13 18:43:42.735,com.sec.android.app.shealth,250.0,2017-04-13 18:43:42.745,2017-04-13 18:43:42.745,UTC-0300,12654afe-e712-46e7-9c2f-dd3b80af08bb,,,250.0,avnWu77KPA
2017-04-20 18:47:02.289,com.sec.android.app.shealth,250.0,2017-04-20 18:47:02.311,2017-04-20 18:47:02.311,UTC-0300,128c4f57-87b9-45f2-a0ce-354f468b9f70,,,250.0,avnWu77KPA
2017-05-09 23:11:41.571,com.sec.android.app.shealth,250.0,2017-05-09 23:11:41.574,2017-05-09 23:11:41.574,UTC-0300,137e4742-d1a6-4ea8-9ef0-d3160279750f,,,250.0,avnWu77KPA
2017-04-28 17:36:42.558,com.sec.android.app.shealth,250.0,2017-04-28 17:36:42.561,2017-04-28 17:36:42.561,UTC-0300,17656f47-a83a-4db7-957f-3973da250c9a,,,250.0,avnWu77KPA
2017-04-29 00:32:10.877,com.sec.android.app.shealth,250.0,2017-04-29 00:32:10.909,2017-04-29 00:32:10.909,UTC-0300,1b692f5e-2fc4-470f-b966-7b524a2b9e86,,,250.0,avnWu77KPA
2017-05-15 18:10:42.057,com.sec.android.app.shealth,250.0,2017-05-15 18:10:42.065,2017-05-15 18:10:42.065,UTC-0400,1b79c348-cb0b-4330-aae3-e716b2c877e4,,,250.0,avnWu77KPA
2017-05-08 13:53:46.808,com.sec.android.app.shealth,250.0,2017-05-08 13:53:46.820,2017-05-08 13:53:46.820,UTC-0300,1cef2285-2b8c-469c-a8bd-435cdb61f91f,,,250.0,avnWu77KPA
2017-05-18 20:46:15.538,com.sec.android.app.shealth,250.0,2017-05-18 20:46:15.546,2017-05-18 20:46:15.546,UTC-0300,20e3220a-bd7c-46e3-8bf2-7630c05caf5a,,,250.0,avnWu77KPA
2017-04-17 15:26:22.063,com.sec.android.app.shealth,250.0,2017-04-17 15:26:22.069,2017-04-17 15:26:22.069,UTC-0300,21a5e12f-87ad-4212-bc86-4711897cdbea,,,250.0,avnWu77KPA
2017-05-13 21:06:17.444,com.sec.android.app.shealth,250.0,2017-05-13 21:06:23.383,2017-05-13 21:06:23.383,UTC-0400,225aad9a-6819-409d-9e13-51859c5d5610,,,250.0,avnWu77KPA
2017-05-02 15:53:29.982,com.sec.android.app.shealth,250.0,2017-05-02 15:53:29.987,2017-05-02 15:53:29.987,UTC-0300,22d9e0e6-1df6-42a6-abed-daa35cf17710,,,250.0,avnWu77KPA
2017-04-23 03:10:27.089,com.sec.android.app.shealth,250.0,2017-04-23 03:10:27.096,2017-04-23 03:10:27.096,UTC-0300,28209e47-3112-4700-a9f5-db3db3de713e,,,250.0,avnWu77KPA
2017-04-10 15:15:30.821,com.sec.android.app.shealth,250.0,2017-04-10 15:15:30.834,2017-04-10 15:15:30.834,UTC-0300,2a1554b0-4d49-4084-b89a-1c78a1f7854f,,,250.0,avnWu77KPA
2017-05-03 00:17:39.399,com.sec.android.app.shealth,250.0,2017-05-03 00:17:39.404,2017-05-03 00:17:39.404,UTC-0300,2b5d7fff-d4c6-4384-ac93-68624cb98b62,,,250.0,avnWu77KPA
2017-04-11 16:27:41.318,com.sec.android.app.shealth,250.0,2017-04-11 16:27:41.332,2017-04-11 16:27:41.332,UTC-0300,2d2dc761-0175-4752-9acd-3307b4424850,,,250.0,avnWu77KPA
2017-04-28 17:36:33.862,com.sec.android.app.shealth,250.0,2017-04-28 17:36:33.868,2017-04-28 17:36:33.868,UTC-0300,2dabbb66-cdfd-451f-8ce5-f2ec4c478523,,,250.0,avnWu77KPA
2017-05-10 14:02:57.988,com.sec.android.app.shealth,250.0,2017-05-10 14:02:58.004,2017-05-10 14:02:58.004,UTC-0300,2dbaf97a-e196-4314-ae46-1e246fc7be66,,,250.0,avnWu77KPA
2017-04-14 01:56:16.270,com.sec.android.app.shealth,250.0,2017-04-14 01:56:16.277,2017-04-14 01:56:16.277,UTC-0300,2e6d14e0-4785-42e9-b715-560ae9cb5369,,,250.0,avnWu77KPA
2017-05-06 03:39:54.066,com.sec.android.app.shealth,250.0,2017-05-06 03:39:54.077,2017-05-06 03:39:54.077,UTC-0300,2ebfd0aa-caf0-4117-a9ba-48d6fcfe62b8,,,250.0,avnWu77KPA
2017-05-02 18:05:54.144,com.sec.android.app.shealth,250.0,2017-05-02 18:05:54.150,2017-05-02 18:05:54.150,UTC-0300,30085c60-9474-4f2d-b71b-2ccdec28dc7c,,,250.0,avnWu77KPA
2017-04-20 13:25:28.855,com.sec.android.app.shealth,250.0,2017-04-20 13:25:28.865,2017-04-20 13:25:28.865,UTC-0300,3054e590-19c3-401c-a043-1abf04b0ff10,,,250.0,avnWu77KPA
2017-04-11 02:23:10.160,com.sec.android.app.shealth,250.0,2017-04-11 02:23:10.170,2017-04-11 02:23:10.170,UTC-0300,3188bd72-a5ad-45e3-b5e3-4a557e678bcc,,,250.0,avnWu77KPA
2017-05-09 18:55:33.116,com.sec.android.app.shealth,250.0,2017-05-09 18:55:33.121,2017-05-09 18:55:33.121,UTC-0300,31914fb1-bfef-4c52-880a-a81cd59db3bb,,,250.0,avnWu77KPA
2017-05-05 16:02:08.002,com.sec.android.app.shealth,250.0,2017-05-05 16:02:08.025,2017-05-05 16:02:08.025,UTC-0300,34b2786f-a152-4bc7-a18f-2c4c5a5f59fe,,,250.0,avnWu77KPA
2017-04-28 19:51:19.912,com.sec.android.app.shealth,250.0,2017-04-28 19:51:19.922,2017-04-28 19:51:19.922,UTC-0300,3a7bec41-b468-433b-acb9-cda2ecc3b860,,,250.0,avnWu77KPA
2017-04-14 13:42:56.380,com.sec.android.app.shealth,250.0,2017-04-14 13:42:56.400,2017-04-14 13:42:56.400,UTC-0300,3d3b0066-e231-494c-9e36-75edce720a4a,,,250.0,avnWu77KPA
2017-05-03 12:49:18.704,com.sec.android.app.shealth,250.0,2017-05-03 12:49:18.712,2017-05-03 12:49:18.712,UTC-0300,3e47318c-ad22-4a55-803f-ee11d25a8073,,,250.0,avnWu77KPA
2017-05-16 23:48:56.780,com.sec.android.app.shealth,250.0,2017-05-16 23:48:56.784,2017-05-16 23:48:56.784,UTC-0400,3f3ece68-ee43-4012-915d-a4439b7ac1ad,,,250.0,avnWu77KPA
2017-04-17 18:38:06.776,com.sec.android.app.shealth,250.0,2017-04-17 18:38:06.790,2017-04-17 18:38:06.790,UTC-0300,41f76b42-28f8-437f-94e1-66c839784c73,,,250.0,avnWu77KPA
2017-04-18 03:32:32.677,com.sec.android.app.shealth,250.0,2017-04-18 03:32:32.686,2017-04-18 03:32:32.686,UTC-0300,4475b8ba-339d-421d-b354-fcc347a142fe,,,250.0,avnWu77KPA
2017-04-30 19:23:54.216,com.sec.android.app.shealth,250.0,2017-04-30 19:23:54.223,2017-04-30 19:23:54.223,UTC-0300,460366e1-8025-4b80-816c-4c151d57e534,,,250.0,avnWu77KPA
2017-04-28 17:36:33.862,com.sec.android.app.shealth,250.0,2017-04-28 17:36:33.868,2017-04-28 17:36:33.868,UTC-0300,46b03b13-ade7-4675-84d0-849d952abee8,,,250.0,avnWu77KPA
2017-05-14 23:57:26.965,com.sec.android.app.shealth,250.0,2017-05-14 23:57:26.976,2017-05-14 23:57:26.976,UTC-0400,478c4fb0-5c1f-486f-9090-91db85616c37,,,250.0,avnWu77KPA
2017-04-26 20:32:35.947,com.sec.android.app.shealth,250.0,2017-04-26 20:32:35.956,2017-04-26 20:32:35.956,UTC-0300,47a06dec-cd66-4c87-ab86-2c3fb5bef1b8,,,250.0,avnWu77KPA
2017-04-26 03:11:05.590,com.sec.android.app.shealth,250.0,2017-04-26 03:11:05.599,2017-04-26 03:11:05.599,UTC-0300,496d411b-82b1-4937-9503-2d2f69ba1598,,,250.0,avnWu77KPA
2017-05-09 13:54:30.315,com.sec.android.app.shealth,250.0,2017-05-09 13:54:30.318,2017-05-09 13:54:30.318,UTC-0300,4b7d689e-e8b6-4cae-82b1-4c5860c1c0d7,,,250.0,avnWu77KPA
2017-05-17 01:43:03.497,com.sec.android.app.shealth,250.0,2017-05-17 01:43:04.314,2017-05-17 01:43:04.314,UTC-0400,4c63d832-0c48-4e89-8f84-b560e91e560f,,,250.0,avnWu77KPA
2017-04-17 14:09:18.691,com.sec.android.app.shealth,250.0,2017-04-17 14:09:18.744,2017-04-17 14:09:18.744,UTC-0300,4e9ecb1d-a549-4cf2-82f7-0d12ebf0f0c5,,,250.0,avnWu77KPA
2017-04-25 03:45:37.669,com.sec.android.app.shealth,250.0,2017-04-25 03:45:37.674,2017-04-25 03:45:37.674,UTC-0300,51cdc34a-b2b1-43c9-ab95-c599913130f7,,,250.0,avnWu77KPA
2017-05-03 00:17:40.439,com.sec.android.app.shealth,250.0,2017-05-03 00:17:40.445,2017-05-03 00:17:40.445,UTC-0300,51cfa72c-bc6c-44e6-8c0d-943b015e35c4,,,250.0,avnWu77KPA
2017-04-20 20:42:07.161,com.sec.android.app.shealth,250.0,2017-04-20 20:42:07.178,2017-04-20 20:42:07.178,UTC-0300,543c8b98-a9d0-4273-9d88-362c3f6cf572,,,250.0,avnWu77KPA
2017-05-11 16:02:13.070,com.sec.android.app.shealth,250.0,2017-05-11 16:02:13.084,2017-05-11 16:02:13.084,UTC-0300,59060927-1d0a-41f3-b884-ed8386871fc1,,,250.0,avnWu77KPA
2017-05-14 01:39:25.025,com.sec.android.app.shealth,250.0,2017-05-14 01:39:25.035,2017-05-14 01:39:25.035,UTC-0400,5ab89486-39c9-4a35-86fe-597791d3eb01,,,250.0,avnWu77KPA
2017-04-11 20:18:16.675,com.sec.android.app.shealth,250.0,2017-04-11 20:18:16.682,2017-04-11 20:18:16.682,UTC-0300,5b79b6be-f823-4993-a58e-e71999ca493e,,,250.0,avnWu77KPA
2017-04-14 15:08:40.382,com.sec.android.app.shealth,250.0,2017-04-14 15:08:40.391,2017-04-14 15:08:40.391,UTC-0300,5ce2538b-40f6-4ca8-9e77-98f6cee73284,,,250.0,avnWu77KPA
2017-04-25 03:45:41.748,com.sec.android.app.shealth,250.0,2017-04-25 03:45:42.563,2017-04-25 03:45:42.563,UTC-0300,5d289950-a5c2-42a5-85f3-5c0d157542ee,,,250.0,avnWu77KPA
2017-05-13 21:06:16.861,com.sec.android.app.shealth,250.0,2017-05-13 21:06:23.383,2017-05-13 21:06:23.383,UTC-0400,5efb99f6-6210-4fea-988c-e4139afa29e2,,,250.0,avnWu77KPA
2017-05-09 16:21:00.954,com.sec.android.app.shealth,250.0,2017-05-09 16:21:00.960,2017-05-09 16:21:00.960,UTC-0300,5f055bf9-91e2-4032-84ec-1ee7c84d1b44,,,250.0,avnWu77KPA
2017-04-23 17:36:43.283,com.sec.android.app.shealth,250.0,2017-04-23 17:36:43.305,2017-04-23 17:36:43.305,UTC-0300,60dc5e74-5a05-4851-961b-770dd3df1e1c,,,250.0,avnWu77KPA
2017-04-12 15:10:42.322,com.sec.android.app.shealth,250.0,2017-04-12 15:10:42.331,2017-04-12 15:10:42.331,UTC-0300,61133535-f332-4ddb-9c84-2f500a3a2a00,,,250.0,avnWu77KPA
2017-04-28 03:13:36.765,com.sec.android.app.shealth,250.0,2017-04-28 03:13:36.773,2017-04-28 03:13:36.773,UTC-0300,61ce4915-5e30-4f17-8afb-fe40d181fd22,,,250.0,avnWu77KPA
2017-04-13 19:16:46.570,com.sec.android.app.shealth,250.0,2017-04-13 19:16:46.577,2017-04-13 19:16:46.577,UTC-0300,62cf80b4-3157-4244-a4dc-66aa728eb0bc,,,250.0,avnWu77KPA
2017-04-12 03:02:37.897,com.sec.android.app.shealth,250.0,2017-04-12 03:02:37.904,2017-04-12 03:02:37.904,UTC-0300,62e9d10e-1f88-4ecc-9846-61f3afd11a7a,,,250.0,avnWu77KPA
2017-05-18 20:46:14.323,com.sec.android.app.shealth,250.0,2017-05-18 20:46:14.346,2017-05-18 20:46:14.346,UTC-0300,6317ec93-824d-42f6-ae2b-e106e07b4643,,,250.0,avnWu77KPA
2017-04-22 21:06:49.740,com.sec.android.app.shealth,250.0,2017-04-22 21:06:49.755,2017-04-22 21:06:49.755,UTC-0300,637d4a4c-0e98-4e55-a445-cd2127ed4d25,,,250.0,avnWu77KPA
2017-04-16 16:30:07.198,com.sec.android.app.shealth,250.0,2017-04-16 16:30:07.210,2017-04-16 16:30:07.210,UTC-0300,665f4476-49f0-436b-9756-28a27452afcc,,,250.0,avnWu77KPA
2017-05-11 03:37:18.275,com.sec.android.app.shealth,250.0,2017-05-11 03:37:18.284,2017-05-11 03:37:18.284,UTC-0300,6cc563aa-89bf-4d58-b258-18ed554cf26e,,,250.0,avnWu77KPA
2017-04-14 01:56:21.854,com.sec.android.app.shealth,250.0,2017-04-14 01:56:21.866,2017-04-14 01:56:21.866,UTC-0300,6cec4706-48dc-43b2-b19a-ec9913c95f67,,,250.0,avnWu77KPA
2017-04-13 12:54:52.083,com.sec.android.app.shealth,250.0,2017-04-13 12:54:52.086,2017-04-13 12:54:52.086,UTC-0300,6e44f047-96f2-4060-8615-5fde53ec202d,,,250.0,avnWu77KPA
2017-05-15 18:10:41.332,com.sec.android.app.shealth,250.0,2017-05-15 18:10:41.337,2017-05-15 18:10:41.337,UTC-0400,6ea04586-1499-4ea4-ac6e-747ad44dc6e6,,,250.0,avnWu77KPA
2017-04-21 16:56:20.108,com.sec.android.app.shealth,250.0,2017-04-21 16:56:20.116,2017-04-21 16:56:20.116,UTC-0300,6fa87157-e50a-4bca-ad09-5b0bd390f61b,,,250.0,avnWu77KPA
2017-05-21 22:43:53.995,com.sec.android.app.shealth,250.0,2017-05-21 22:43:54.007,2017-05-21 22:43:54.007,UTC-0300,7047b35d-acf3-46b2-aac4-dbaa7aa2ab83,,,250.0,avnWu77KPA
2017-05-08 19:40:40.879,com.sec.android.app.shealth,250.0,2017-05-08 19:40:40.886,2017-05-08 19:40:40.886,UTC-0300,70922ef2-6e92-4c6a-9881-dfb4c3e7e13c,,,250.0,avnWu77KPA
2017-04-12 16:25:08.914,com.sec.android.app.shealth,250.0,2017-04-12 16:25:08.926,2017-04-12 16:25:08.926,UTC-0300,769d9a32-2e0f-4aa4-83b2-d571e83821d8,,,250.0,avnWu77KPA
2017-05-01 13:41:15.867,com.sec.android.app.shealth,250.0,2017-05-01 13:41:15.879,2017-05-01 13:41:15.879,UTC-0300,76b2a526-25ff-4bba-bac9-60df7fa1d4a4,,,250.0,avnWu77KPA
2017-04-12 12:52:33.189,com.sec.android.app.shealth,250.0,2017-04-12 12:52:33.198,2017-04-12 12:52:33.198,UTC-0300,77be7e20-3ce9-416d-ae24-21aecb12fe5d,,,250.0,avnWu77KPA
2017-05-05 02:55:06.177,com.sec.android.app.shealth,250.0,2017-05-05 02:55:06.196,2017-05-05 02:55:06.196,UTC-0300,78936fbb-0fc5-4679-ac88-10190f313707,,,250.0,avnWu77KPA
2017-04-15 17:15:09.535,com.sec.android.app.shealth,250.0,2017-04-15 17:15:09.544,2017-04-15 17:15:09.544,UTC-0300,7997f93a-c12c-444b-911a-325b620ffe69,,,250.0,avnWu77KPA
2017-05-16 03:25:39.675,com.sec.android.app.shealth,250.0,2017-05-16 03:25:39.683,2017-05-16 03:25:39.683,UTC-0400,7a79737c-37c9-4e8a-a56f-5793b01fb65c,,,250.0,avnWu77KPA
2017-05-01 18:24:12.150,com.sec.android.app.shealth,250.0,2017-05-01 18:24:13.076,2017-05-01 18:24:13.076,UTC-0300,7a805387-dc03-4435-ac37-1377b7d04bcd,,,250.0,avnWu77KPA
2017-05-14 20:47:54.071,com.sec.android.app.shealth,250.0,2017-05-14 20:47:54.088,2017-05-14 20:47:54.088,UTC-0400,7d5a8377-b1ab-4ce5-aace-22fd597bdec8,,,250.0,avnWu77KPA
2017-04-14 01:56:15.347,com.sec.android.app.shealth,250.0,2017-04-14 01:56:15.361,2017-04-14 01:56:15.361,UTC-0300,7eb2fd63-4410-4237-9ac5-2d48dba51c59,,,250.0,avnWu77KPA
2017-05-08 19:40:40.254,com.sec.android.app.shealth,250.0,2017-05-08 19:40:40.260,2017-05-08 19:40:40.260,UTC-0300,7f38a6c5-bd6b-4acd-919f-b3fdb14e02d3,,,250.0,avnWu77KPA
2017-04-25 15:57:35.565,com.sec.android.app.shealth,250.0,2017-04-25 15:57:37.464,2017-04-25 15:57:37.464,UTC-0300,8385e67a-dbb7-4337-bf96-cfddd419893c,,,250.0,avnWu77KPA
2017-05-04 18:30:22.992,com.sec.android.app.shealth,250.0,2017-05-04 18:30:23.009,2017-05-04 18:30:23.009,UTC-0300,83cf58fb-6b5d-4671-a1fe-96deaa7c9881,,,250.0,avnWu77KPA
2017-04-15 22:42:56.196,com.sec.android.app.shealth,250.0,2017-04-15 22:42:56.209,2017-04-15 22:42:56.209,UTC-0300,8423c741-8180-4c7d-a39f-fd5f84a09830,,,250.0,avnWu77KPA
2017-05-21 22:43:56.371,com.sec.android.app.shealth,250.0,2017-05-21 22:43:56.375,2017-05-21 22:43:56.375,UTC-0300,87515f00-2f38-4433-9473-9077fae0f9a4,,,250.0,avnWu77KPA
2017-04-30 03:35:46.099,com.sec.android.app.shealth,250.0,2017-04-30 03:35:46.103,2017-04-30 03:35:46.103,UTC-0300,875f95c1-cfff-49a9-a197-c27cb7ddeab5,,,250.0,avnWu77KPA
2017-05-13 21:06:18.921,com.sec.android.app.shealth,250.0,2017-05-13 21:06:23.384,2017-05-13 21:06:23.384,UTC-0400,87aa9910-019c-4ec9-8db4-1f1461c47fcf,,,250.0,avnWu77KPA
2017-05-10 20:37:22.732,com.sec.android.app.shealth,250.0,2017-05-10 20:37:22.740,2017-05-10 20:37:22.740,UTC-0300,87b0c710-c19c-4e6d-9792-34a26ecbfffc,,,250.0,avnWu77KPA
2017-04-27 14:08:29.921,com.sec.android.app.shealth,250.0,2017-04-27 14:08:29.928,2017-04-27 14:08:29.928,UTC-0300,88bf8866-37da-42f4-94aa-4f29f9301a8b,,,250.0,avnWu77KPA
2017-04-24 17:16:54.984,com.sec.android.app.shealth,250.0,2017-04-24 17:16:54.998,2017-04-24 17:16:54.998,UTC-0300,89a57f69-c224-4d19-a381-8af72dcfbf27,,,250.0,avnWu77KPA
2017-04-19 00:58:54.669,com.sec.android.app.shealth,250.0,2017-04-19 00:58:54.677,2017-04-19 00:58:54.677,UTC-0300,8a56d2df-ffd7-4f2b-b4c8-2bb17a7ef178,,,250.0,avnWu77KPA
2017-04-18 21:30:35.468,com.sec.android.app.shealth,250.0,2017-04-18 21:30:35.484,2017-04-18 21:30:35.484,UTC-0300,8e0534c1-4987-4da2-80d9-1b6a6fd871e1,,,250.0,avnWu77KPA
2017-04-26 15:49:34.261,com.sec.android.app.shealth,250.0,2017-04-26 15:49:34.272,2017-04-26 15:49:34.272,UTC-0300,905ee0d3-f1f1-4a16-9d26-b2af215d80a4,,,250.0,avnWu77KPA
2017-04-18 19:35:57.040,com.sec.android.app.shealth,250.0,2017-04-18 19:35:57.055,2017-04-18 19:35:57.055,UTC-0300,911e564c-6174-4b74-a270-4041ccb2c84c,,,250.0,avnWu77KPA
2017-04-17 02:07:29.950,com.sec.android.app.shealth,250.0,2017-04-17 02:07:31.292,2017-04-17 02:07:31.292,UTC-0300,92ab2401-a08f-497d-92a2-5933037f17ff,,,250.0,avnWu77KPA
2017-05-16 03:25:40.553,com.sec.android.app.shealth,250.0,2017-05-16 03:25:40.563,2017-05-16 03:25:40.563,UTC-0400,9385bbcb-ae21-4b7e-9815-4bd25d7ed698,,,250.0,avnWu77KPA
2017-05-11 03:37:16.304,com.sec.android.app.shealth,250.0,2017-05-11 03:37:16.312,2017-05-11 03:37:16.312,UTC-0300,93bbbda1-e25a-416b-bf60-a58ea49f1e69,,,250.0,avnWu77KPA
2017-04-22 21:06:50.328,com.sec.android.app.shealth,250.0,2017-04-22 21:06:50.346,2017-04-22 21:06:50.346,UTC-0300,93e2a1a4-30c0-4e91-91b0-8d879c828e0a,,,250.0,avnWu77KPA
2017-05-11 16:02:14.559,com.sec.android.app.shealth,250.0,2017-05-11 16:02:14.573,2017-05-11 16:02:14.573,UTC-0300,94858ba2-5615-4caf-89c3-222cf586ea43,,,250.0,avnWu77KPA
2017-05-22 21:48:52.590,com.sec.android.app.shealth,250.0,2017-05-22 21:48:52.597,2017-05-22 21:48:52.597,UTC-0300,99aab766-9d11-4b29-a0d2-546c3699804a,,,250.0,avnWu77KPA
2017-05-14 20:47:52.976,com.sec.android.app.shealth,250.0,2017-05-14 20:47:52.982,2017-05-14 20:47:52.982,UTC-0400,9b1cd5d2-3395-4f66-bed6-da81544a9348,,,250.0,avnWu77KPA
2017-04-21 19:05:57.158,com.sec.android.app.shealth,250.0,2017-04-21 19:05:57.166,2017-04-21 19:05:57.166,UTC-0300,9e4ccfba-8283-4e04-b70b-284eda407cb8,,,250.0,avnWu77KPA
2017-04-19 16:17:04.510,com.sec.android.app.shealth,250.0,2017-04-19 16:17:04.519,2017-04-19 16:17:04.519,UTC-0300,9e832fc2-f23e-4959-bc67-95704a87799f,,,250.0,avnWu77KPA
2017-04-13 14:57:40.324,com.sec.android.app.shealth,250.0,2017-04-13 14:57:40.337,2017-04-13 14:57:40.337,UTC-0300,a16d695d-15e2-4207-bad5-f79baed21c1b,,,250.0,avnWu77KPA
2017-04-12 20:54:40.303,com.sec.android.app.shealth,250.0,2017-04-12 20:54:41.326,2017-04-12 20:54:41.326,UTC-0300,a68e32d2-2a11-4996-9e92-4aacba0a982a,,,250.0,avnWu77KPA
2017-05-15 18:10:40.600,com.sec.android.app.shealth,250.0,2017-05-15 18:10:40.606,2017-05-15 18:10:40.606,UTC-0400,a7a3eed6-981a-4b09-863d-b8953937ef93,,,250.0,avnWu77KPA
2017-05-16 23:49:02.114,com.sec.android.app.shealth,250.0,2017-05-16 23:49:02.117,2017-05-16 23:49:02.117,UTC-0400,a87f61bd-1658-4308-8dce-9894ff432ab7,,,250.0,avnWu77KPA
2017-04-10 21:12:29.162,com.sec.android.app.shealth,250.0,2017-04-10 21:12:29.179,2017-04-10 21:12:29.179,UTC-0300,a9689e74-afb3-4dbb-979a-e74caca87d4d,,,250.0,avnWu77KPA
2017-05-14 20:47:54.071,com.sec.android.app.shealth,250.0,2017-05-14 20:47:54.086,2017-05-14 20:47:54.086,UTC-0400,a996eb41-d705-488a-9fef-b99fe7124ac6,,,250.0,avnWu77KPA
2017-04-12 18:03:51.487,com.sec.android.app.shealth,250.0,2017-04-12 18:03:51.504,2017-04-12 18:03:51.504,UTC-0300,aa2a2511-d01b-4429-bfc3-7e1868b61989,,,250.0,avnWu77KPA
2017-04-16 02:07:23.551,com.sec.android.app.shealth,250.0,2017-04-16 02:07:23.556,2017-04-16 02:07:23.556,UTC-0300,ae7de21f-f740-4072-a4b6-2acbacb3c52a,,,250.0,avnWu77KPA
2017-05-14 00:22:36.942,com.sec.android.app.shealth,250.0,2017-05-14 00:22:36.957,2017-05-14 00:22:36.957,UTC-0400,afd541f7-7263-493a-9b5c-542cd18b4621,,,250.0,avnWu77KPA
2017-04-25 15:57:36.078,com.sec.android.app.shealth,250.0,2017-04-25 15:57:37.465,2017-04-25 15:57:37.465,UTC-0300,b0e01795-0676-4bda-b7a6-d55006266930,,,250.0,avnWu77KPA
2017-05-02 15:53:29.325,com.sec.android.app.shealth,250.0,2017-05-02 15:53:29.334,2017-05-02 15:53:29.334,UTC-0300,b13658c3-605a-4461-a63c-0f6733089e19,,,250.0,avnWu77KPA
2017-04-12 01:59:39.310,com.sec.android.app.shealth,250.0,2017-04-12 01:59:39.318,2017-04-12 01:59:39.318,UTC-0300,b155aea4-9e62-4fd5-b74d-2bd2488799df,,,250.0,avnWu77KPA
2017-05-22 21:48:49.651,com.sec.android.app.shealth,250.0,2017-05-22 21:48:49.664,2017-05-22 21:48:49.664,UTC-0300,b1c905d6-a9bd-46f5-b4e0-aadb5511f49f,,,250.0,avnWu77KPA
2017-04-22 21:06:48.831,com.sec.android.app.shealth,250.0,2017-04-22 21:06:48.967,2017-04-22 21:06:48.967,UTC-0300,b292536f-1d68-4cd2-92d3-8aa7f095d88d,,,250.0,avnWu77KPA
2017-04-30 19:23:54.838,com.sec.android.app.shealth,250.0,2017-04-30 19:23:54.850,2017-04-30 19:23:54.850,UTC-0300,b4991aec-9810-45e7-a087-6e0b9b59f4fb,,,250.0,avnWu77KPA
