com.samsung.health.height,5802009,3
start_time,pkg_name,update_time,create_time,time_offset,datauuid,custom,height,deviceuuid
2017-04-26 15:49:41.603,com.sec.android.app.shealth,2017-11-03 01:41:02.362,2017-11-03 01:41:02.362,UTC-0300,7b5a1aab-b8ae-4c7d-be40-e6c94679779f,,160.02,avnWu77KPA
