com.samsung.shealth.step_daily_trend,6000085,5
create_time,distance,count,source_type,day_time,speed,deviceuuid,pkg_name,update_time,binning_data,datauuid,calorie,source_pkg_name
2018-08-07 20:19:09.925,5564.74,8021,0,1517097600000,2.1487274,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.925,080e8536-9a95-4efe-a031-799e91af16db.binning_data.json,080e8536-9a95-4efe-a031-799e91af16db,252.42,com.sec.android.app.shealth
2018-08-07 20:19:10.046,7072.23,9428,-2,1514764800000,1.5964693,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.046,082653f1-da51-4818-88ea-9db1e8e664f5.binning_data.json,082653f1-da51-4818-88ea-9db1e8e664f5,305.18,com.sec.android.app.shealth
2018-08-07 20:19:10.076,6658.93,9561,-2,1524009600000,1.4361238,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.076,09209c7c-9e2f-43e7-a306-76401affbdbf.binning_data.json,09209c7c-9e2f-43e7-a306-76401affbdbf,301.46,com.sec.android.app.shealth
2018-08-07 20:19:09.865,5573.05,7880,0,1501545600000,3.102815,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.865,098d8afa-918d-4d2c-b4b4-3f09637a3fcd.binning_data.json,098d8afa-918d-4d2c-b4b4-3f09637a3fcd,241.62999,com.sec.android.app.shealth
2018-08-07 20:19:10.017,13001.189,18567,-2,1507161600000,1.3281952,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.017,09d1def2-c0d9-4e47-b6b2-a73f8e0d8621.binning_data.json,09d1def2-c0d9-4e47-b6b2-a73f8e0d8621,566.64996,com.sec.android.app.shealth
2018-08-07 20:19:10.019,3423.0398,4977,-2,1507766400000,1.3659676,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.019,09de0174-cfc3-4ce4-942b-eb21e956c7d7.binning_data.json,09de0174-cfc3-4ce4-942b-eb21e956c7d7,155.29,com.sec.android.app.shealth
2018-08-07 20:19:09.849,14743.01,22748,0,1496102400000,6.611111,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.849,0a0f5b3c-74a9-4cb7-8f2c-cd1122d6fe4f.binning_data.json,0a0f5b3c-74a9-4cb7-8f2c-cd1122d6fe4f,765.89996,com.sec.android.app.shealth
2018-08-07 20:19:09.923,4366.5103,6325,0,1516406400000,2.1585972,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.923,0a6cbed4-53e9-4fc2-b98a-be54768dca16.binning_data.json,0a6cbed4-53e9-4fc2-b98a-be54768dca16,200.26,com.sec.android.app.shealth
2018-08-07 20:19:09.888,8722.18,12530,0,1506902400000,1.9781199,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.888,0ada9f21-97a6-4971-b84d-e666e1d014d2.binning_data.json,0ada9f21-97a6-4971-b84d-e666e1d014d2,382.66995,com.sec.android.app.shealth
2018-08-07 20:19:10.098,2234.73,3156,-2,1530835200000,1.3681166,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.098,0b7bd038-9d35-41ad-b5d0-13690401eee3.binning_data.json,0b7bd038-9d35-41ad-b5d0-13690401eee3,95.94,com.sec.android.app.shealth
2018-08-07 20:19:10.041,4233.32,5887,-2,1513641600000,1.4598076,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.041,0b7ec788-4247-4a2e-b6e8-3faaaef25cb5.binning_data.json,0b7ec788-4247-4a2e-b6e8-3faaaef25cb5,182.66,com.sec.android.app.shealth
2018-08-07 20:19:10.078,9905.529,14042,-2,1524787200000,1.3873341,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.078,0bc8ef78-d078-4594-a7ad-a1c7925dfc8a.binning_data.json,0bc8ef78-d078-4594-a7ad-a1c7925dfc8a,431.57996,com.sec.android.app.shealth
2018-08-07 20:19:10.014,6744.62,9552,-2,1506211200000,1.4023229,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.014,0bd183b0-1024-440a-a199-465335088517.binning_data.json,0bd183b0-1024-440a-a199-465335088517,294.9,com.sec.android.app.shealth
2018-08-07 20:19:10.034,6201.6,8848,-2,1511913600000,1.3501666,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.034,0c1daa55-8d4f-4762-9fb8-8e481c7d0634.binning_data.json,0c1daa55-8d4f-4762-9fb8-8e481c7d0634,274.21,com.sec.android.app.shealth
2018-08-07 20:19:09.990,12563.17,17916,-2,1496966400000,1.3538592,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:09.990,0c1dfeff-ef28-4839-8980-6dea412a826f.binning_data.json,0c1dfeff-ef28-4839-8980-6dea412a826f,546.51996,com.sec.android.app.shealth
2018-08-07 20:19:09.900,8441.77,12071,0,1509494400000,2.5277772,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.900,0c288b97-a9ff-4f96-847c-b6ce858b10ce.binning_data.json,0c288b97-a9ff-4f96-847c-b6ce858b10ce,380.8499,com.sec.android.app.shealth
2018-08-07 20:19:09.839,10047.74,14043,0,1493942400000,2.2650948,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.839,0c3ebd71-6a71-45dc-99b5-dd3faa38ee3d.binning_data.json,0c3ebd71-6a71-45dc-99b5-dd3faa38ee3d,442.28,com.sec.android.app.shealth
2018-09-08 04:46:50.624,5560.4097,8062,-2,1536364800000,1.3731779,VfS0qUERdZ,com.sec.android.app.shealth,2018-09-09 03:03:05.156,0c6cf8e7-9716-4f77-a7ce-b6372eafb356.binning_data.json,0c6cf8e7-9716-4f77-a7ce-b6372eafb356,251.84998,com.sec.android.app.shealth
2018-08-07 20:19:09.942,4464.34,6317,0,1522627200000,6.388889,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.942,0c7a77ae-ae16-463e-9616-bc120012e338.binning_data.json,0c7a77ae-ae16-463e-9616-bc120012e338,192.83,com.sec.android.app.shealth
2018-08-07 20:19:10.006,5543.6797,7713,-2,1503446400000,1.3981975,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.006,0c896e89-c8bb-4e02-8c50-9b782f02852a.binning_data.json,0c896e89-c8bb-4e02-8c50-9b782f02852a,241.08998,com.sec.android.app.shealth
2018-08-07 20:19:09.831,4265.61,6105,0,1491955200000,2.169989,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.831,0c8de56d-f9b5-4503-b8be-3cb8a030a5a9.binning_data.json,0c8de56d-f9b5-4503-b8be-3cb8a030a5a9,190.04999,com.sec.android.app.shealth
2018-08-07 20:19:09.878,9303.89,13151,0,1504396800000,3.0277777,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.878,0ce8c0ef-ab2b-4ab3-82a2-fda49fb7de01.binning_data.json,0ce8c0ef-ab2b-4ab3-82a2-fda49fb7de01,400.22998,com.sec.android.app.shealth
2018-08-07 20:19:09.866,6975.1797,9280,0,1501804800000,2.8718336,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.866,0d06adca-8f9e-4099-9bde-a11bfed68820.binning_data.json,0d06adca-8f9e-4099-9bde-a11bfed68820,318.13,com.sec.android.app.shealth
2018-08-07 20:19:10.087,6298.32,9007,-2,1528070400000,1.403835,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.087,0d0e837b-1362-48ff-8880-3783a998b4b8.binning_data.json,0d0e837b-1362-48ff-8880-3783a998b4b8,277.3,com.sec.android.app.shealth
2018-08-07 20:19:09.935,7408.6396,10699,0,1520294400000,2.0000005,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.935,0df07748-d4a3-41b3-825c-b3d188f618dd.binning_data.json,0df07748-d4a3-41b3-825c-b3d188f618dd,330.03998,com.sec.android.app.shealth
2018-08-07 20:19:10.028,7294.57,10342,-2,1510531200000,1.454863,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.028,0e3686d0-0e85-4722-bb88-235402e2d8f3.binning_data.json,0e3686d0-0e85-4722-bb88-235402e2d8f3,318.36,com.sec.android.app.shealth
2018-08-07 20:19:10.016,5741.05,8270,-2,1506643200000,1.3480982,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.016,0e3d63d6-13f1-46b4-91ed-660133a8b136.binning_data.json,0e3d63d6-13f1-46b4-91ed-660133a8b136,253.85999,com.sec.android.app.shealth
2018-08-07 20:19:10.029,7508.92,10787,-2,1510876800000,1.4369203,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.029,0e465d64-29dd-48e0-8426-60076f925e1a.binning_data.json,0e465d64-29dd-48e0-8426-60076f925e1a,337.27,com.sec.android.app.shealth
2018-08-07 20:19:09.868,4258.85,6093,0,1502323200000,2.7222223,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.868,0e760f58-01b9-4ac2-af1d-4d246625dce7.binning_data.json,0e760f58-01b9-4ac2-af1d-4d246625dce7,187.67,com.sec.android.app.shealth
2018-08-07 20:19:10.024,10132.06,14531,-2,1509321600000,1.4062114,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.024,0e78afcb-923e-4b09-b34d-fe698c67341c.binning_data.json,0e78afcb-923e-4b09-b34d-fe698c67341c,461.75995,com.sec.android.app.shealth
2018-08-07 20:19:09.988,9594.42,13971,-2,1496188800000,1.2931075,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:09.988,0f62ed96-6a0e-4a1a-8a9b-9f10e507940e.binning_data.json,0f62ed96-6a0e-4a1a-8a9b-9f10e507940e,459.95996,com.sec.android.app.shealth
2018-08-07 20:19:09.949,3755.07,5486,0,1525046400000,2.027778,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.949,0ffa5f47-0710-43d5-97ff-809c31e10926.binning_data.json,0ffa5f47-0710-43d5-97ff-809c31e10926,176.01999,com.sec.android.app.shealth
2018-08-07 20:19:10.106,677.82,977,-2,1532822400000,1.307993,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.106,10324dba-85ca-44f9-99e9-4cb5a0595e58.binning_data.json,10324dba-85ca-44f9-99e9-4cb5a0595e58,30.41,com.sec.android.app.shealth
2018-08-07 20:19:10.075,11367.87,16349,-2,1523577600000,1.309335,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.075,104961a5-5614-4f02-b52b-7909ed9388a9.binning_data.json,104961a5-5614-4f02-b52b-7909ed9388a9,499.52997,com.sec.android.app.shealth
2018-08-07 20:19:10.071,4401.96,6128,-2,1522281600000,1.3987577,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.071,108ea13b-3fbf-47e0-bd50-afc0bd925bc2.binning_data.json,108ea13b-3fbf-47e0-bd50-afc0bd925bc2,190.15999,com.sec.android.app.shealth
2018-08-07 20:19:10.032,3013.32,4167,-2,1511568000000,1.4022313,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.032,10c6d76f-7265-4c44-bfcc-a87cdd34b994.binning_data.json,10c6d76f-7265-4c44-bfcc-a87cdd34b994,131.18,com.sec.android.app.shealth
2018-08-07 20:19:09.929,6340.75,9017,0,1518393600000,6.9444427,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.929,111b9fe8-9679-4652-bdb1-75b47b7f6846.binning_data.json,111b9fe8-9679-4652-bdb1-75b47b7f6846,276.38998,com.sec.android.app.shealth
2018-08-07 20:19:09.931,10626.59,15424,0,1519171200000,2.6388888,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.931,113c50ed-3550-4e7a-93f1-513ad8d4b7fb.binning_data.json,113c50ed-3550-4e7a-93f1-513ad8d4b7fb,480.22998,com.sec.android.app.shealth
2018-08-07 20:19:10.100,5378.9,7711,-2,1531526400000,1.3257829,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.100,11704b8d-e60f-4938-a244-38d5cdaa35e5.binning_data.json,11704b8d-e60f-4938-a244-38d5cdaa35e5,234.73,com.sec.android.app.shealth
2018-08-07 20:19:09.963,4242.47,6013,0,1529625600000,6.9444427,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.963,117130bd-80db-4d4e-b1d8-fd7ccc40e68d.binning_data.json,117130bd-80db-4d4e-b1d8-fd7ccc40e68d,184.84998,com.sec.android.app.shealth
2018-08-07 20:19:10.059,3493.42,5042,-2,1518307200000,1.2739658,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.059,11d67c50-61b2-4d25-9d1b-3fc3b2a8be5b.binning_data.json,11d67c50-61b2-4d25-9d1b-3fc3b2a8be5b,155.92,com.sec.android.app.shealth
2018-08-07 20:19:09.907,6684.48,9508,0,1511308800000,4.1960425,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.907,123034aa-1504-42e5-a5a4-ffea7433a067.binning_data.json,123034aa-1504-42e5-a5a4-ffea7433a067,295.81998,com.sec.android.app.shealth
2018-08-07 20:19:09.999,2050.69,2930,-2,1501113600000,1.4755907,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:09.999,127ca2c1-ad7f-494a-9ff8-66c7735dd412.binning_data.json,127ca2c1-ad7f-494a-9ff8-66c7735dd412,88.20999,com.sec.android.app.shealth
2018-08-07 20:19:09.836,6699.8,9522,0,1493164800000,2.5555558,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.836,12ba54d9-6cc8-477e-9a8d-3adff32afef6.binning_data.json,12ba54d9-6cc8-477e-9a8d-3adff32afef6,288.28998,com.sec.android.app.shealth
2018-08-07 20:19:10.038,5238.71,7558,-2,1512864000000,1.3483653,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.038,12ba6803-d598-4846-9f3f-8e87383b8795.binning_data.json,12ba6803-d598-4846-9f3f-8e87383b8795,228.31999,com.sec.android.app.shealth
2018-08-07 20:19:09.999,8510.0,12149,-2,1501372800000,1.3233848,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:09.999,12cdd7b1-fdbe-4607-b760-4c2159c65603.binning_data.json,12cdd7b1-fdbe-4607-b760-4c2159c65603,368.89,com.sec.android.app.shealth
2018-08-07 20:19:10.038,4930.77,7195,-2,1512777600000,1.3270993,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.038,12e80bce-3140-4618-a4b2-bc9bdac299ba.binning_data.json,12e80bce-3140-4618-a4b2-bc9bdac299ba,227.05998,com.sec.android.app.shealth
2018-08-07 20:19:09.944,5116.26,7284,0,1523318400000,3.6131625,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.944,1307dd18-b431-457e-bd0b-253872e1c04b.binning_data.json,1307dd18-b431-457e-bd0b-253872e1c04b,231.29,com.sec.android.app.shealth
2018-08-07 20:19:09.857,4108.32,5866,0,1499558400000,1.8999407,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.857,130eb98e-434e-4a77-9dc3-6404a6d4da34.binning_data.json,130eb98e-434e-4a77-9dc3-6404a6d4da34,179.22,com.sec.android.app.shealth
2018-08-19 04:00:30.634,10091.44,14478,0,1534550400000,2.4722226,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-19 04:00:30.634,1347f1c9-bad3-4302-b2b5-ff20bf3f73d3.binning_data.json,1347f1c9-bad3-4302-b2b5-ff20bf3f73d3,448.71,com.sec.android.app.shealth
2018-08-07 20:19:09.978,7528.48,10674,-2,1492646400000,1.3865678,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:09.978,135316bf-d53b-4bee-b60f-a7a9506cf9f0.binning_data.json,135316bf-d53b-4bee-b60f-a7a9506cf9f0,331.17996,com.sec.android.app.shealth
2018-08-07 20:19:10.083,2622.48,3609,-2,1526428800000,1.4196621,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.083,1386fc34-bd76-4f31-a761-6302dd17f00b.binning_data.json,1386fc34-bd76-4f31-a761-6302dd17f00b,115.27,com.sec.android.app.shealth
2018-08-07 20:19:09.938,8548.649,12090,0,1521417600000,2.6944444,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.938,13becca1-655a-44bc-95f2-40c0ffffc884.binning_data.json,13becca1-655a-44bc-95f2-40c0ffffc884,378.65997,com.sec.android.app.shealth
2018-08-07 20:19:09.854,5635.6797,8169,0,1498780800000,2.8423562,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.854,14153223-b5c7-4c12-9583-dce63fcd4f28.binning_data.json,14153223-b5c7-4c12-9583-dce63fcd4f28,255.62996,com.sec.android.app.shealth
2018-08-07 20:19:10.085,3148.2498,4553,-2,1527120000000,1.3542756,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.085,1437419a-07ad-490b-ad95-b9fe451755a6.binning_data.json,1437419a-07ad-490b-ad95-b9fe451755a6,143.60999,com.sec.android.app.shealth
2018-08-07 20:19:10.100,9325.64,13397,-2,1531353600000,1.3235638,VfS0qUERdZ,com.sec.android.app.shealth,2018-08-07 20:19:10.100,143bae6f-702a-4515-be59-474fa91dfc8b.binning_data.json,143bae6f-702a-4515-be59-474fa91dfc8b,411.43,com.sec.android.app.shealth
2018-08-07 20:19:09.863,15269.719,21690,0,1500940800000,2.3510027,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.863,147e9d64-fd0a-483c-a169-662f06507bec.binning_data.json,147e9d64-fd0a-483c-a169-662f06507bec,663.9199,com.sec.android.app.shealth
2018-09-13 04:33:05.327,10380.669,14880,-2,1536796800000,1.3851866,VfS0qUERdZ,com.sec.android.app.shealth,2018-09-14 00:33:21.207,14808019-7f96-464a-bab4-457e941c6189.binning_data.json,14808019-7f96-464a-bab4-457e941c6189,460.34995,com.sec.android.app.shealth
2018-08-11 05:02:47.002,4824.18,6751,0,1533859200000,2.5555558,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-11 05:02:47.002,14bd90a8-193c-4f4a-8bed-2a783572381c.binning_data.json,14bd90a8-193c-4f4a-8bed-2a783572381c,212.65,com.sec.android.app.shealth
2018-08-07 20:19:09.878,11862.55,16837,0,1504483200000,1.9722222,dgrrqaEJmv,com.sec.android.app.shealth,2018-08-07 20:19:09.878,14e03bc9-0e8a-4143-91d4-d3f6774b5764.binning_data.json,14e03bc9-0e8a-4143-91d4-d3f6774b5764,520.99,com.sec.android.app.shealth
