create_time	distance	time_offset	count	speed	calorie
1534600452.95	30.84	UTC-0300	44	1.25	1.31
1534201840.273	14.5	UTC-0400	21	1.2222222	0.63
1534493818.259	44.25	UTC-0500	63	1.2777779	1.89
1532074586.463	9.28	UTC-0300	13	1.4099247	0.33
1534725362.152	76.37	UTC-0300	109	1.2728333	3.27
1531260403.975	20.1	UTC-0300	28	1.3611112	0.83
1534390805.094	63.79	UTC-0500	95	1.1111112	2.94
1534569892.264	45.2	UTC-0500	77	1.2222222	3.03
1534491304.276	80.18	UTC-0500	112	1.3888888	3.36
1532310043.591	59.39	UTC-0300	93	1.3611112	3.57
1531610993.514	4.81	UTC-0300	7	0.8333333	0.21
1533590596.421	10.95	UTC-0300	19	1.1111112	0.57
1531542242.054	16.690002	UTC-0300	22	2.638716	0.5999999
1533273296.579	86.9	UTC-0300	120	1.4722222	3.6
1535062533.636	16.75	UTC-0300	24	1.2222222	0.72
1532998390.218	17.04	UTC-0300	24	1.25	0.72
1532141701.087	71.0	UTC-0300	102	1.4722222	3.05
1531762184.801	47.51	UTC-0300	82	1.1666666	4.59
1531626976.41	6.3999996	UTC-0300	9	1.6697062	0.26999998
1531709517.587	72.01	UTC-0300	104	1.2001667	3.12
1534317299.027	4.05	UTC-0500	9	1.0	0.45
1531114498.895	23.78	UTC-0300	40	1.0	1.84
1534391587.712	63.77	UTC-0500	96	1.1027573	2.9299998
1533429885.484	4.52	UTC-0300	7	0.8611111	0.22
1535061326.847	123.63	UTC-0300	176	2.0605	5.28
1531970958.697	83.77	UTC-0300	113	1.5833334	3.5
1534928383.411	10.12	UTC-0300	14	1.7897606	0.42
1532394898.646	79.67	UTC-0300	113	1.3278334	3.39
1532813699.781	92.89	UTC-0300	125	1.6111112	3.79
1531430097.111	17.53	UTC-0300	12	3.1111112	1.08
1534236738.554	1.7	UTC-0500	5	1.1666666	0.35
1534996595.832	18.26	UTC-0300	25	1.6666666	0.74
1534831710.767	77.92	UTC-0300	111	1.2986667	3.33
1534605271.424	31.01	UTC-0300	56	1.2222222	3.05
1533682744.201	38.38	UTC-0400	48	1.8888888	1.83
1534318489.254	69.5	UTC-0500	101	1.25	3.13
1533161192.762	28.8	UTC-0300	41	1.3333334	1.23
1531760097.405	35.99	UTC-0300	58	1.3333334	1.71
1531605300.04	25.38	UTC-0300	36	1.4444444	1.08
1534478185.457	10.23	UTC-0500	15	1.0	0.45
1532852555.981	24.53	UTC-0300	34	1.5833334	1.01
1531937695.874	62.61	UTC-0300	109	1.3611112	6.23
1534821292.611	31.01	UTC-0300	44	1.2777778	1.31
1533593095.088	65.259995	UTC-0300	93	1.194457	2.7799997
1533537622.185	37.489998	UTC-0300	51	1.4953272	1.6199996
1532810095.632	97.0	UTC-0300	127	1.6944444	4.26
1534484820.254	64.76	UTC-0500	101	1.1041992	3.36
1534234534.932	30.79	UTC-0500	43	1.4166666	1.29
1531862520.529	9.559999	UTC-0300	14	1.126218	0.42
1530855438.417	48.88999	UTC-0600	70	1.2515088	2.1099997
1532564037.207	57.68	UTC-0300	84	1.1666666	2.52
1533339296.458	71.35	UTC-0300	101	1.3055556	3.02
1533887603.647	70.66	UTC-0400	106	1.4166666	4.02
1532823297.196	26.65	UTC-0300	36	1.6388888	1.08
1532309699.783	70.14	UTC-0300	103	1.1944444	3.09
1531345469.536	34.15	UTC-0300	49	1.2294223	1.47
1531970960.226	44.04	UTC-0300	99	1.2675636	7.7199993
1533683156.459	83.49	UTC-0400	118	1.3915	3.5399997
1531707300.215	75.53999	UTC-0300	109	1.2589998	3.27
1532055299.784	84.479996	UTC-0300	121	1.408	3.6299999
1533178282.647	69.03	UTC-0300	124	1.3611112	3.72
1533936312.624	3.87	UTC-0400	6	0.8333333	0.19
1531162320.397	68.70999	UTC-0300	112	1.3784124	5.0100007
1533621838.823	8.7	UTC-0400	12	1.2222222	0.3
1532560362.38	16.28	UTC-0300	22	1.5406055	0.65
1534220604.252	25.46	UTC-0500	34	1.7222222	1.0
1531632387.212	12.0	UTC-0300	14	1.5277778	0.63
1534395385.822	72.1	UTC-0500	107	1.2016665	3.37
1531457698.571	25.01	UTC-0300	34	1.6944444	0.99
1531963884.479	46.740013	UTC-0300	63	1.4707779	2.0399992
1534731308.487	74.36	UTC-0300	108	1.2393333	3.24
1533877585.794	74.04	UTC-0400	102	1.5	3.06
1531716959.131	4.56	UTC-0300	7	0.94444454	0.22
1532824345.446	72.21	UTC-0300	103	1.25	3.09
1531345010.55	62.41	UTC-0300	89	1.25	2.67
1534654688.112	75.67	UTC-0300	108	1.2611666	3.24
1531331700.212	67.590004	UTC-0300	112	1.3055571	3.33
1533686003.575	29.78	UTC-0400	42	1.3611112	1.26
1531161180.916	87.099945	UTC-0300	127	1.4516658	3.809998
1531428893.865	20.34	UTC-0300	29	1.3611112	0.87
1532399942.968	43.75	UTC-0300	62	1.2723687	1.8499995
1533435420.564	69.78	UTC-0300	101	1.1866919	3.03
1532056193.816	73.93999	UTC-0300	106	1.2465495	3.1799998
1531718147.124	10.77	UTC-0300	15	1.5517856	0.43
1534914915.625	69.42	UTC-0300	100	1.1944444	3.0
1533599702.996	58.83	UTC-0300	85	1.1944444	2.55
1531447281.342	17.420002	UTC-0300	24	1.512502	0.7299999
1532718974.322	100.37	UTC-0300	124	1.9722222	4.62
1534970096.356	80.6	UTC-0300	114	1.3433334	3.42
1534037693.634	11.73	UTC-0400	17	1.1388888	0.51
1532918116.547	1.36	UTC-0300	2	1.0833333	0.06
1533434101.493	76.66	UTC-0300	110	1.2776667	3.31
1531290320.149	81.25	UTC-0300	113	1.4444444	3.39
1531198499.094	53.82	UTC-0300	78	1.1111112	2.33
1532493295.807	63.89	UTC-0300	110	1.5	3.29
1531547713.854	26.27	UTC-0300	44	1.5277777	2.2
1530785688.11	6.31	UTC-0600	8	1.9444444	0.24
1533855037.456	77.63	UTC-0400	108	1.3888888	3.23
1531882173.8	9.219999	UTC-0300	13	1.2644938	0.39000002
1532751865.326	71.7	UTC-0300	100	1.3888888	2.99
1533371431.42	9.389999	UTC-0300	13	1.5854584	0.33
1534380855.687	21.26	UTC-0500	31	1.2777778	0.94
1533876900.123	41.52	UTC-0400	63	0.9268847	1.9099989
1532217292.441	80.81	UTC-0300	117	1.3468333	3.51
1534393376.609	4.42	UTC-0500	6	1.5833334	0.17
1531716922.136	79.34	UTC-0300	114	1.3223333	3.42
1533589749.444	11.22	UTC-0300	16	1.2777778	0.48
1534992328.126	85.03	UTC-0300	119	1.4171666	3.57
1532558977.46	77.36	UTC-0300	112	1.2893333	3.36
1530957803.286	0.0	UTC-0600	0	0.0	0.0
1534725343.645	82.41	UTC-0300	118	1.3735	3.54
1533426918.983	40.45	UTC-0300	58	1.1666666	1.72
1534397697.208	81.72	UTC-0500	111	1.5	3.56
1532817665.454	4.84	UTC-0300	7	1.4360049	0.21000001
1531018012.788	26.42	UTC-0600	36	1.3857325	1.0600001
1531455493.169	6.88	UTC-0300	8	1.4444444	0.41
1532306099.345	80.85	UTC-0300	116	1.3475	3.48
1534486681.199	6.96	UTC-0500	7	2.563021	0.44
1531534374.27	35.75	UTC-0300	52	1.1666666	1.56
1533110089.741	64.11	UTC-0300	94	1.0833334	2.82
1532147606.692	90.89	UTC-0300	125	1.5148333	3.77
1534831711.511	64.82	UTC-0300	92	1.2777778	2.76
1534582072.595	55.33	UTC-0500	79	1.2222222	2.36
1531258600.455	25.44	UTC-0300	31	2.058752	1.23
1534573930.715	83.14	UTC-0500	122	1.3856666	3.66
1532110733.407	84.42	UTC-0300	115	1.5833334	3.46
1534635297.66	15.51	UTC-0300	23	1.3333334	0.69
1533710698.59	46.01	UTC-0400	62	1.4444444	2.14
1531880050.142	62.59	UTC-0300	90	1.3611112	2.67
1533592885.434	56.639988	UTC-0300	82	1.1756586	2.4599998
1534904670.37	23.6	UTC-0300	34	1.2222222	1.02
1531114837.814	24.78	UTC-0300	35	1.3055556	1.04
1534634413.769	81.43001	UTC-0300	117	1.3571668	3.5099974
1533164690.231	32.6	UTC-0300	47	1.2222222	1.41
1532380996.413	12.3	UTC-0300	17	1.610494	0.5
1532217287.431	28.59	UTC-0300	41	1.2222222	1.23
1531274159.608	14.42	UTC-0300	20	1.534577	0.5899999
1534140898.873	35.41	UTC-0400	51	1.2222222	1.53
1531246522.127	68.19	UTC-0300	108	1.2777778	4.33
1531617300.92	43.82	UTC-0300	63	1.1944444	1.89
1532998549.202	37.23	UTC-0300	52	1.5114384	1.5699997
1531604098.938	57.73	UTC-0300	82	1.2777778	2.45
1531428082.586	55.91	UTC-0300	80	1.2222222	2.4
1533710520.354	76.33	UTC-0400	87	1.9285659	4.2199984
1533780666.8	10.41	UTC-0400	15	1.2222222	0.45
1532061899.663	5.65	UTC-0300	8	1.7222222	0.24
1533591974.211	56.46	UTC-0300	85	1.1666666	3.17
1533707026.935	14.779999	UTC-0400	21	1.2701977	0.62999994
1530852480.477	25.39	UTC-0600	35	1.4782541	1.05
1532911563.619	27.26	UTC-0300	42	1.3333334	1.26
1534317630.581	25.99	UTC-0500	48	1.0	2.1
1531199529.964	84.97	UTC-0300	120	1.4161665	3.6
1534927365.275	5.0	UTC-0300	7	1.3907068	0.21000001
1534397696.418	71.5	UTC-0500	109	1.3055556	3.27
1533332094.993	59.11	UTC-0300	84	1.3055556	2.52
1531105600.167	75.28	UTC-0300	106	1.3333334	3.17
1533098524.66	12.82	UTC-0300	18	1.4166666	0.53
1531453867.346	40.59	UTC-0300	58	1.25	1.74
1531187580.126	71.22001	UTC-0300	112	1.3485153	4.840002
1533430572.803	2.75	UTC-0300	4	1.1666666	0.12
1531453867.708	60.17	UTC-0300	85	1.3333334	2.55
1534906171.092	83.06	UTC-0300	118	1.3843333	3.54
1531708502.09	74.75	UTC-0300	107	1.2458333	3.21
1533523857.432	79.29	UTC-0300	113	1.3215	3.39
1532558094.767	82.25	UTC-0300	120	1.3708333	3.82
1534572600.925	57.78	UTC-0500	123	1.3333334	3.69
1532394899.303	82.14	UTC-0300	121	1.369	3.67
1531428892.776	69.7	UTC-0300	99	1.3055556	2.97
1531162380.196	50.66	UTC-0300	83	1.2282475	3.5199986
1530708895.36	45.61	UTC-0600	65	1.25	1.94
1531777874.769	35.630005	UTC-0300	51	1.2389283	1.519999
1533178978.027	90.679985	UTC-0300	124	1.5943439	3.7199998
1534732519.92	39.45	UTC-0300	57	1.1944444	1.71
1533522894.559	85.509995	UTC-0300	122	1.4251666	3.6599998
1533588896.674	6.36	UTC-0300	9	1.25	0.27
1532306098.657	72.72	UTC-0300	105	1.212	3.15
1531018933.554	21.69	UTC-0600	31	1.3333334	0.93
1531776241.167	77.96	UTC-0300	111	1.2993333	3.33
1534634460.274	54.840008	UTC-0300	101	1.2398212	4.119999
1533347524.93	49.61	UTC-0300	107	1.3611112	3.34
1535004619.554	78.37	UTC-0300	108	1.4722222	3.24
1531461301.265	74.69	UTC-0300	107	1.2448334	3.21
1532832900.303	87.1	UTC-0300	122	1.4516667	3.66
1531023295.91	21.47	UTC-0600	31	1.25	0.94
1533153296.354	50.83	UTC-0300	71	1.4166665	2.13
1530785408.744	34.33	UTC-0600	45	1.9167608	1.36
1531882171.536	77.0	UTC-0300	110	1.2833333	3.3
1533686997.534	89.22	UTC-0400	122	1.5277778	3.66
1530854543.779	57.61	UTC-0600	87	1.2406869	2.85
1534997476.397	83.85	UTC-0300	118	1.3975	3.54
1532383272.651	13.9	UTC-0300	20	1.3123133	0.59999996
1531798976.198	23.98	UTC-0300	34	1.3333335	1.01
1531198498.868	10.74	UTC-0300	16	1.0277778	0.49
1531105600.239	58.94	UTC-0300	84	1.2777778	2.52
1533253605.531	15.1	UTC-0300	22	1.1111112	0.66
1531198498.411	40.25	UTC-0300	105	1.25	3.0
1532147605.561	37.36	UTC-0300	50	1.6388888	1.51
1534489622.385	28.84	UTC-0500	39	1.3611112	1.14
1531258693.727	38.58	UTC-0300	56	1.1666666	1.68
1532241393.753	74.84	UTC-0300	107	1.25	3.21
1533513140.428	56.490005	UTC-0300	80	1.2342508	2.3299992
1533339295.994	34.24	UTC-0300	48	1.3611112	1.43
1531616097.341	22.79	UTC-0300	33	1.1666666	0.99
1531364294.743	66.14	UTC-0300	109	1.2777778	4.84
1533522894.434	11.5	UTC-0300	16	1.2222222	0.47
1532022854.951	9.76	UTC-0300	13	1.4870938	0.39000002
1531103696.199	12.8	UTC-0600	18	1.6111112	0.54
1532823296.656	79.54	UTC-0300	111	1.4166666	3.33
1533538880.186	21.74	UTC-0300	28	1.7602066	0.87999976
1534976090.639	80.58	UTC-0300	114	1.343	3.42
1533791980.078	68.25	UTC-0400	100	1.1374999	3.0
1531114498.529	7.81	UTC-0300	11	1.25	0.32
1531718077.605	37.11	UTC-0300	49	1.4722222	1.77
1531187783.026	85.41998	UTC-0300	119	1.4236664	3.5699987
1533179100.455	79.02997	UTC-0300	113	1.3171661	3.3899972
1532751865.731	58.29	UTC-0300	83	1.2777778	2.49
1533769505.858	36.67001	UTC-0400	53	1.1945282	1.5799994
1531599291.927	66.14	UTC-0300	94	1.2777778	2.82
1531286262.721	71.15	UTC-0300	103	1.1858333	3.09
1534205054.075	7.76	UTC-0400	10	2.1666667	0.33
1532394898.929	78.8	UTC-0300	112	1.3133334	3.36
1530850592.492	75.69	UTC-0600	113	1.2615	3.39
1532821482.216	73.32	UTC-0300	104	1.3055556	3.12
1530933068.476	12.760001	UTC-0600	17	1.9928991	0.52
1534649832.221	83.64	UTC-0300	119	1.394	3.57
1534140917.37	79.18	UTC-0400	114	1.3196667	3.42
1531704897.444	78.56	UTC-0300	110	1.3888888	3.3
1534638206.989	35.72	UTC-0300	54	1.1944444	1.87
1531187113.991	38.010002	UTC-0300	53	1.4912994	1.53
1532486095.826	65.02	UTC-0300	87	1.7500001	2.66
1532217289.778	72.48	UTC-0300	105	1.2080001	3.15
1533618222.067	19.56	UTC-0400	22	1.6111112	1.09
1532065781.798	84.48	UTC-0300	123	1.408	3.69
1533347640.679	76.75001	UTC-0300	108	1.3464743	3.2499986
1533099329.959	79.91	UTC-0300	113	1.3333334	3.39
1534634412.566	81.2	UTC-0300	115	1.3533332	3.45
1533934921.654	47.17	UTC-0400	69	1.4922929	2.07
1534392275.119	13.17	UTC-0500	19	1.2019455	0.57000005
1534818105.518	95.12	UTC-0300	131	1.5853333	3.93
1534140337.926	85.01991	UTC-0400	121	1.4169985	3.6299987
1530853264.078	58.29	UTC-0600	86	1.4722222	2.56
1531599292.08	87.79	UTC-0300	124	1.4631668	3.72
1531599293.976	75.6	UTC-0300	108	1.2777778	3.24
1532309700.238	83.09	UTC-0300	118	1.3848333	3.54
1534985701.006	78.389984	UTC-0300	112	1.3064998	3.3599973
1530849718.106	70.83	UTC-0600	98	1.4166666	2.99
1531346597.009	79.91	UTC-0300	112	1.4166666	3.36
1531085580.177	85.51001	UTC-0600	119	1.4251668	3.5699987
1534140911.938	74.8	UTC-0400	107	1.2466668	3.21
1530948898.735	18.39	UTC-0600	26	1.25	0.77
1532056499.531	42.57	UTC-0300	57	1.5722028	1.77
1532306098.739	73.41	UTC-0300	106	1.2235	3.18
1531289699.618	84.24	UTC-0300	118	1.4039999	3.54
1530841335.356	10.92	UTC-0600	16	1.2777778	0.48
1531065797.077	10.17	UTC-0600	14	1.52917	0.42
1533440284.924	86.46998	UTC-0300	123	1.4411663	3.6899996
1533162887.666	13.97	UTC-0300	20	1.2222222	0.6
1533520860.35	72.16997	UTC-0300	104	1.2199447	3.1199975
1533520800.243	71.92995	UTC-0300	104	1.1988325	3.1199975
1533683155.871	89.14	UTC-0400	125	1.4856666	3.75
1532831605.592	56.56	UTC-0300	80	1.3055556	2.4
1531025655.278	81.66	UTC-0600	111	1.5555556	3.36
1534645933.871	82.48	UTC-0300	116	1.3746667	3.48
1531460139.426	10.45	UTC-0300	15	1.2222222	0.45
1534638207.461	29.51	UTC-0300	42	1.3108125	1.25
1532394899.645	90.159996	UTC-0300	128	1.5026666	3.84
1532142448.798	69.6	UTC-0300	106	1.3611112	3.85
1534582302.003	5.8499994	UTC-0500	9	0.8624726	0.28
1532023545.761	61.76	UTC-0300	103	1.2777778	4.79
1534235699.814	86.41	UTC-0500	120	1.4444444	3.6
1531446780.441	60.25	UTC-0300	96	1.308887	3.8599992
1531797306.188	5.51	UTC-0300	8	1.3611112	0.24
1533006814.777	77.3	UTC-0300	109	1.3333334	3.27
1532822099.245	6.79	UTC-0300	7	2.8055556	0.44
1531716921.985	73.93	UTC-0300	108	1.2321668	3.24
1534805727.975	11.53	UTC-0300	16	1.5933264	0.48000002
1532056326.386	9.04	UTC-0300	13	1.2222222	0.39
1534969714.757	66.26	UTC-0300	94	1.3055556	2.82
1533707100.404	26.359997	UTC-0400	39	1.0481427	1.1799996
1534390535.914	65.02	UTC-0500	95	1.1111112	2.85
1534732521.344	77.17	UTC-0300	110	1.2861665	3.3
1533589883.485	10.809999	UTC-0300	13	1.0663754	0.59999996
1530854100.171	73.6	UTC-0600	105	1.2777778	3.15
1533355680.395	12.69	UTC-0300	17	1.6388888	0.49
1530783371.056	8.69	UTC-0600	15	1.3595119	0.8
1531283794.645	16.53	UTC-0300	24	1.1666666	0.72
1531259698.217	59.51	UTC-0300	77	1.8333334	2.43
1533963321.075	83.630005	UTC-0400	120	1.3938334	3.6
1531776241.051	16.02	UTC-0300	23	1.2777778	0.69
1534605270.701	73.61	UTC-0300	106	1.2268333	3.18
1531799697.318	43.12	UTC-0300	60	1.4722222	1.79
1532558977.844	77.0	UTC-0300	112	1.2833333	3.36
1531518896.871	24.9	UTC-0300	34	1.5833334	1.0
1533162887.845	76.02	UTC-0300	107	1.3611112	3.21
1534397698.377	81.92	UTC-0500	114	1.4444444	3.42
1532247836.518	11.32	UTC-0300	16	1.3888888	0.47
1532057697.861	90.32	UTC-0300	127	1.5053333	3.81
1532147607.41	27.61	UTC-0300	39	1.3333334	1.17
1533783409.888	0.0	UTC-0400	0	0.0	0.0
1533944819.58	66.81	UTC-0400	97	1.1666666	2.91
1530865890.363	47.83	UTC-0600	66	1.5277778	1.97
1531186621.625	71.510025	UTC-0300	107	1.1918337	3.2699976
1533348242.773	22.00001	UTC-0300	39	1.2466668	1.1699994
1534637858.295	75.9	UTC-0300	116	1.5833334	3.96
1531955287.028	77.14	UTC-0300	112	1.2856666	3.36
1533254284.186	79.26	UTC-0300	113	1.321	3.39
1534317630.932	37.379997	UTC-0500	52	1.258051	1.6499999
1533348236.447	60.63	UTC-0300	85	1.4166666	2.55
1531160320.469	5.11	UTC-0300	7	1.5277778	0.2
1531418497.546	90.35	UTC-0300	131	1.5058334	3.93
1533008106.384	77.0	UTC-0300	110	1.2833333	3.3
1530755489.168	19.650003	UTC-0600	26	1.9778564	0.7199998
1532756174.281	40.01	UTC-0300	66	1.111111	3.03
1533707051.955	36.40999	UTC-0400	51	1.3809799	1.5199993
1531290320.254	82.7	UTC-0300	116	1.3783333	3.48
1534195982.415	85.54	UTC-0400	113	1.6111112	3.87
1534732521.872	61.3	UTC-0300	87	1.2777778	2.61
1534221299.927	24.71	UTC-0500	32	1.8333334	0.96
1531419665.746	50.92	UTC-0300	71	1.4061968	2.11
1531188264.565	23.22	UTC-0300	46	1.3888887	3.08
1532586895.457	77.18	UTC-0300	111	1.2863334	3.33
1534382103.03	4.14	UTC-0500	6	1.1666666	0.18
1533430518.366	69.98	UTC-0300	112	1.1666666	4.71
1533794111.143	11.110001	UTC-0400	15	1.4687885	0.44
1532054710.807	70.16998	UTC-0300	99	1.358463	2.9999993
1530849717.937	66.71	UTC-0600	100	1.3333334	3.0
1534727321.15	76.42	UTC-0300	109	1.2736666	3.27
1532751865.874	23.86	UTC-0300	35	1.1666666	1.06
1532306431.731	9.04	UTC-0300	7	4.6666665	0.56
1533523858.115	48.86	UTC-0300	71	1.1944444	2.13
1532495365.723	89.53	UTC-0300	124	1.4921666	3.73
1530948898.572	7.48	UTC-0600	11	1.1388888	0.33
1533627191.974	8.820001	UTC-0400	11	2.0363815	0.33999997
1532558977.141	53.43	UTC-0300	78	1.1944444	2.34
1534397697.915	87.26	UTC-0500	128	1.4543333	3.99
1531046099.648	12.48	UTC-0600	16	1.4722222	0.63
1533356100.502	91.4	UTC-0300	126	1.5233333	3.79
1530965162.588	11.66	UTC-0600	17	1.2008336	0.51
1533272100.346	79.48	UTC-0300	113	1.3246667	3.39
1531716958.278	61.56	UTC-0300	99	1.1666666	2.97
1534584771.246	14.77	UTC-0500	21	1.2447671	0.63
1532831604.649	81.51	UTC-0300	117	1.3585	3.51
1531617301.137	27.84	UTC-0300	43	1.25	1.82
1533110090.206	27.65	UTC-0300	54	1.0833334	3.46
1531286522.213	68.87	UTC-0300	100	1.1666666	3.0
1530771202.463	37.84	UTC-0600	47	1.5277778	1.85
1533439806.362	20.11	UTC-0300	18	1.8611112	1.08
1530856992.922	71.53	UTC-0600	106	1.25	3.18
1530706557.704	36.28	UTC-0600	52	1.1944444	1.54
1534483874.254	46.93	UTC-0500	94	1.0555556	4.57
1535062522.013	86.53	UTC-0300	122	1.4421668	3.66
1534974804.13	32.91	UTC-0300	47	1.3055556	1.41
1531516443.75	24.1	UTC-0300	33	1.8888888	0.99
1534823699.171	6.05	UTC-0300	8	1.8888888	0.23
1533261781.053	77.34001	UTC-0300	110	1.2890003	3.299999
1534060988.292	9.98	UTC-0400	13	1.8012583	0.33
1531020799.162	29.910002	UTC-0600	42	1.5278565	1.2599998
1533178283.141	84.23	UTC-0300	120	1.4038334	3.6
1531965554.783	4.85	UTC-0300	7	1.2777778	0.21
1532066508.501	88.74	UTC-0300	126	1.479	3.78
1534381202.571	10.6	UTC-0500	15	0.9722222	0.55
1531448047.791	40.710022	UTC-0300	58	1.2742863	1.649999
1533354900.778	35.2	UTC-0300	49	1.4166666	1.46
1534969715.403	81.39	UTC-0300	115	1.3565	3.45
1531455309.433	28.909998	UTC-0300	39	1.5525172	1.0599998
1530852335.025	14.79	UTC-0600	20	1.5833334	0.59
1531760097.845	79.3	UTC-0300	112	1.3333334	3.36
1531012499.818	86.67	UTC-0600	123	1.4445001	3.69
1533780079.277	50.659973	UTC-0400	74	1.1227672	2.099999
1534492502.167	81.55	UTC-0500	124	1.3888888	3.72
1533612765.239	51.29	UTC-0400	62	1.8875026	2.37
1534572602.197	79.21997	UTC-0500	116	1.3203329	3.6599982
1532901949.819	8.48	UTC-0300	12	1.3888888	0.3
1533791980.73	76.59999	UTC-0400	111	1.2766664	3.3299997
1533110089.663	66.9	UTC-0300	97	1.1666666	2.91
1533347525.295	50.64	UTC-0300	75	1.2401466	2.36
1533790235.007	31.8	UTC-0400	43	1.75	1.31
1533520019.588	18.74	UTC-0300	27	1.1388888	0.8
1533452581.513	87.57	UTC-0300	123	1.4595001	3.69
1531617300.448	75.52	UTC-0300	107	1.3055556	3.21
1532142612.606	84.32	UTC-0300	117	1.4722222	3.5
1534317662.854	17.96	UTC-0500	26	1.1128927	0.78000003
1531086095.233	58.690002	UTC-0600	81	1.462495	2.4299998
1533677421.758	6.2	UTC-0400	9	1.1666666	0.27
1533348236.794	77.0	UTC-0300	110	1.2833333	3.3
1531540225.943	79.03	UTC-0300	114	1.3171666	3.42
1531021425.475	18.51	UTC-0600	26	1.3611112	0.78
1533364671.109	4.3	UTC-0300	6	1.9444444	0.18
1531534374.071	67.52	UTC-0300	99	1.1253333	2.97
1533599029.389	33.530006	UTC-0300	48	1.226221	1.4299998
1533162887.929	74.02	UTC-0300	104	1.3611112	3.12
1533078904.738	19.48	UTC-0300	28	1.3055556	0.84
1533253606.683	79.1	UTC-0300	113	1.3183334	3.39
1533269740.428	76.17	UTC-0300	108	1.3055556	3.24
1532212495.543	28.06	UTC-0300	40	1.3333334	1.2
1531428893.258	78.7	UTC-0300	112	1.3116665	3.36
1533006815.402	52.35	UTC-0300	86	1.25	2.58
1534482701.479	65.58	UTC-0500	93	1.3055556	2.78
1533348237.002	80.25	UTC-0300	120	1.3375	3.98
1534974803.961	83.38	UTC-0300	117	1.3896666	3.51
1533874680.779	42.35	UTC-0400	60	1.4069382	1.6699996
1531798412.677	8.28	UTC-0300	12	1.111111	0.36
1532744941.577	15.32	UTC-0300	22	1.25	0.66
1532310043.216	79.14	UTC-0300	114	1.319	3.42
1534204898.507	17.56	UTC-0400	25	1.1944444	0.75
1532718899.256	85.72	UTC-0300	114	1.7222222	3.94
1531965200.086	48.23	UTC-0300	68	1.3368083	2.0299997
1532066992.443	25.03	UTC-0300	50	1.1666666	3.33
1533454052.036	6.14	UTC-0300	9	1.1111112	0.27
1531850056.263	53.74	UTC-0300	87	1.5	4.31
1532756173.95	72.71	UTC-0300	107	1.2118332	3.21
1534142104.605	76.21	UTC-0400	108	1.2777778	3.23
1531540500.384	84.21	UTC-0300	117	1.4444444	3.51
1533568875.095	5.67	UTC-0300	8	1.3404255	0.24000001
1532911727.303	13.95	UTC-0300	16	2.5277777	0.6
1534654688.366	71.74	UTC-0300	101	1.3611112	3.02
1532308280.78	11.9	UTC-0300	15	2.3305914	0.47000003
1534487318.017	83.98	UTC-0500	117	1.4166666	3.51
1530857696.513	52.45	UTC-0600	82	1.3888888	2.46
1531614704.16	83.06	UTC-0300	116	1.3888888	3.5
1534390535.081	18.7	UTC-0500	28	1.0555555	0.85
1532380996.035	67.83	UTC-0300	110	1.5555557	3.27
1531708501.92	77.67	UTC-0300	110	1.3055556	3.3
1531106099.853	79.71	UTC-0300	108	1.6111112	3.23
1534215805.847	56.83	UTC-0500	82	1.2777778	2.57
1532996719.311	95.26	UTC-0300	136	1.5876667	4.08
1534415659.499	23.42	UTC-0500	33	1.3333334	1.03
1534582705.699	27.23	UTC-0500	38	1.75	1.13
1531507513.522	69.75001	UTC-0300	106	1.4584284	3.8499997
1534573932.155	76.62	UTC-0500	112	1.3055556	3.36
1531169700.742	83.28	UTC-0300	117	1.3879999	3.51
1534585249.504	70.59	UTC-0500	102	1.1944444	3.06
1533456927.281	84.85	UTC-0300	121	1.4141667	3.63
1532911564.392	69.73	UTC-0300	98	1.2777778	2.91
1531541320.022	29.1	UTC-0300	41	1.3611112	1.22
1530843299.574	31.77	UTC-0600	46	1.1388888	1.38
1533859118.418	21.94	UTC-0400	31	1.3333334	0.92
1533686001.615	89.6	UTC-0400	126	1.4933333	3.78
1531545296.216	21.67	UTC-0300	17	2.4722223	1.34
1535062532.802	87.49	UTC-0300	126	1.4581666	3.99
1531277698.377	10.84	UTC-0300	16	1.1944444	0.48
1534984339.459	80.5	UTC-0300	115	1.3416667	3.45
1534568125.117	44.34	UTC-0500	64	1.2222222	1.95
1533773703.398	16.47	UTC-0400	23	1.3055556	0.68
1534485171.733	6.5	UTC-0500	9	1.4722222	0.26
1531598169.858	66.33	UTC-0300	94	1.3888888	2.81
1533686004.448	10.88	UTC-0400	15	1.8313414	0.44
1532831751.533	83.43999	UTC-0300	118	1.3906664	3.5399997
1530865891.135	0.0	UTC-0600	0	0.0	0.0
1533954896.846	18.74	UTC-0400	26	1.2777778	0.76
1532309701.154	81.89	UTC-0300	118	1.3648335	3.54
1530779926.473	12.08	UTC-0600	16	1.6388888	0.47
1531703401.02	80.76	UTC-0300	114	1.3460001	3.42
1531274348.05	83.54	UTC-0300	119	1.3923334	3.5699985
1534486469.769	61.51	UTC-0500	91	1.1111112	2.77
1534234499.035	57.65	UTC-0500	78	1.5555556	2.35
1534571945.871	72.52	UTC-0500	124	1.3333334	3.71
1534732519.781	57.07	UTC-0300	83	1.1388888	2.49
1531506681.123	11.68	UTC-0300	17	1.1388888	0.51
1534655726.374	88.7	UTC-0300	122	1.5277778	3.66
1531418496.571	82.5	UTC-0300	116	1.375	3.48
1532065781.998	41.2	UTC-0300	52	1.4872967	2.76
