create_time	distance	time_offset	count	speed	calorie
1531462250.75	10.73	UTC-0300	15	1.25	0.44
1534992328.515	48.6	UTC-0300	70	1.1944444	2.1
1534585248.735	37.94	UTC-0500	55	1.1666666	1.64
1533957793.608	104.68	UTC-0400	127	2.0277777	5.11
1531777835.435	76.39	UTC-0300	109	1.2731667	3.27
1534119806.213	75.69	UTC-0400	109	1.2615	3.27
1531882171.412	84.23	UTC-0300	120	1.4038334	3.59
1531776869.61	4.54	UTC-0300	6	1.7777778	0.17
1533683689.577	13.16	UTC-0400	19	1.2777778	0.57
1533813170.295	16.769999	UTC-0400	23	1.5796872	0.66999996
1534821292.825	0.68	UTC-0300	1	1.1388888	0.03
1534823460.129	2.7700002	UTC-0300	4	1.1673521	0.12
1532021713.82	79.48	UTC-0300	113	1.3246667	3.39
1534319783.879	71.77	UTC-0500	107	1.1961668	3.21
1533274495.789	70.02	UTC-0300	101	1.1944444	3.03
1534906170.854	80.67	UTC-0300	114	1.3445	3.42
1534578764.129	22.16	UTC-0500	31	1.5277778	0.92
1534390805.22	70.9	UTC-0500	104	1.1816666	3.12
1532823296.436	79.86	UTC-0300	110	1.4722222	3.29
1534601702.962	10.769999	UTC-0300	15	1.4553812	0.44
1533708131.665	26.12	UTC-0400	37	1.3888888	1.11
1533618221.634	83.18	UTC-0400	77	3.1111112	5.28
1532211385.222	77.02	UTC-0300	110	1.2836666	3.3
1531346910.868	75.6	UTC-0300	108	1.26	3.24
1532421284.835	12.83	UTC-0300	17	1.7777778	0.5
1531092660.312	56.00004	UTC-0600	80	1.2588754	2.3999982
1533438960.502	65.17	UTC-0300	98	1.1715814	3.43
1534604564.069	78.56	UTC-0300	112	1.3093332	3.35
1534804187.686	61.89	UTC-0300	87	1.3888888	2.61
1532751296.803	12.69	UTC-0300	18	1.3055556	0.54
1534483873.904	57.85	UTC-0500	84	1.1666666	2.52
1531332340.132	66.43	UTC-0300	101	1.2222222	3.03
1531086020.792	95.25	UTC-0600	122	1.8888888	3.77
1531808048.833	56.429996	UTC-0300	75	1.3968382	2.4899995
1534638482.94	27.15	UTC-0300	40	1.0555556	1.2
1531532096.864	44.9	UTC-0300	64	1.3055556	1.92
1532056193.468	78.65	UTC-0300	112	1.3108333	3.36
1534034103.643	77.32	UTC-0400	110	1.2886667	3.3
1531798413.114	88.8	UTC-0300	123	1.48	3.69
1531881184.407	77.0	UTC-0300	110	1.2833333	3.3
1534979386.701	74.85	UTC-0300	106	1.3055556	3.18
1531798411.932	15.52	UTC-0300	20	1.3333334	0.76
1534977172.209	80.46	UTC-0300	114	1.3410001	3.45
1534717685.903	6.56	UTC-0300	9	1.5000001	0.27
1533963319.705	73.1	UTC-0400	105	1.2222222	3.15
1533078905.758	88.5	UTC-0300	124	1.475	3.72
1532486096.144	44.9	UTC-0300	68	1.2222222	2.05
1534318488.833	75.57	UTC-0500	108	1.2595	3.24
1534390535.216	39.45	UTC-0500	58	1.0833334	1.76
1534216346.535	21.13	UTC-0500	30	1.3611112	0.89
1533356100.561	78.44	UTC-0300	111	1.3333334	3.33
1534985904.664	39.90999	UTC-0300	55	1.5203707	1.6399995
1531260404.053	19.01	UTC-0300	27	1.3888888	0.81
1534483874.43	62.19	UTC-0500	95	1.0833334	3.06
1534727321.23	70.05	UTC-0300	100	1.2777778	3.0
1533957794.524	70.11	UTC-0400	74	2.1666667	3.73
1531114884.73	8.45	UTC-0300	12	1.3577416	0.36
1534914917.582	79.92	UTC-0300	114	1.3319999	3.42
1534983298.071	68.98	UTC-0300	98	1.2777778	2.94
1535061327.286	87.68	UTC-0300	124	1.4613333	3.72
1534889696.247	72.49	UTC-0300	108	1.4444444	3.25
1534805373.382	80.09	UTC-0300	113	1.3348333	3.39
1531186680.417	4.07	UTC-0300	6	1.0742643	0.17999999
1532141700.899	61.15	UTC-0300	86	1.3611112	2.58
1534818105.041	95.18	UTC-0300	126	1.6666666	4.22
1531418497.682	50.14	UTC-0300	72	1.2328498	2.1499999
1531106099.99	5.68	UTC-0300	8	1.3333334	0.24
1533877127.74	68.149994	UTC-0400	96	1.3582835	2.8799996
1530952333.666	74.76	UTC-0600	105	1.3294796	3.1399996
1532997819.945	73.0	UTC-0300	104	1.2492404	3.1199994
1533078915.88	30.19	UTC-0300	43	1.2777778	1.29
1531882170.634	85.4	UTC-0300	122	1.4233333	3.66
1533590596.078	27.26	UTC-0300	47	1.2222222	1.4
1532039120.222	35.530006	UTC-0300	50	1.298097	1.489999
1531025654.741	35.32	UTC-0600	49	1.4166666	1.45
1533267564.621	69.42	UTC-0300	96	1.4722222	2.88
1531935019.815	4.9300003	UTC-0300	7	1.2905165	0.21000001
1532152160.239	85.78	UTC-0300	121	1.4296666	3.63
1534235700.363	79.29	UTC-0500	110	1.4444444	3.29
1530924158.567	28.4	UTC-0600	39	1.5574446	1.1700001
1533194095.931	74.19	UTC-0300	107	1.2365001	3.33
1533350234.488	19.89	UTC-0300	28	1.3548123	0.82
1531704897.183	71.18	UTC-0300	102	1.2222222	3.06
1533184200.378	68.47002	UTC-0300	100	1.203932	2.999998
1531703398.351	75.5	UTC-0300	107	1.3055556	3.21
1534491304.145	91.38	UTC-0500	129	1.523	4.14
1534888497.369	91.6	UTC-0300	129	1.5266666	3.87
1534482702.855	84.94	UTC-0500	119	1.4156668	3.57
1531771900.199	1.41	UTC-0300	2	1.3611112	0.06
1531332338.324	80.56	UTC-0300	115	1.3426667	3.45
1530854542.356	50.0	UTC-0600	70	1.4166666	2.09
1534573932.803	76.87	UTC-0500	109	1.2811667	3.27
1533456927.096	78.72	UTC-0300	112	1.3119999	3.36
1534992000.697	69.630035	UTC-0300	100	1.2233825	2.9999983
1532151296.449	8.14	UTC-0300	12	1.1388888	0.36
1531604099.005	81.32	UTC-0300	116	1.3553333	3.48
1535001299.419	78.19	UTC-0300	110	1.3071389	3.3
1532309700.715	68.98	UTC-0300	100	1.1666666	3.0
1534393055.838	22.819994	UTC-0500	32	1.3418362	0.9599998
1532147607.164	50.87	UTC-0300	72	1.3055556	2.16
1532558093.739	78.25	UTC-0300	111	1.3055556	3.33
1534323091.629	7.34	UTC-0500	10	1.5555556	0.29
1534655716.988	82.36	UTC-0300	116	1.3726666	3.48
1534803720.713	28.479994	UTC-0300	54	1.3796861	1.5499992
1534571309.118	67.52	UTC-0500	98	1.1388888	2.94
1534600453.492	51.09	UTC-0300	72	1.3162149	2.1399999
1531104897.165	5.04	UTC-0300	7	1.4444444	0.21
1531050425.697	15.860002	UTC-0600	19	2.0349185	0.73
1530785391.463	7.89	UTC-0600	11	1.5555556	0.33
1531104605.328	7.83	UTC-0600	10	1.8055556	0.3
1532066992.062	77.71	UTC-0300	111	1.2951667	3.33
1531617300.849	81.47	UTC-0300	117	1.3578334	3.51
1534654198.248	56.28	UTC-0300	80	1.3055556	2.4
1531345080.319	68.57	UTC-0300	97	1.3378526	2.9099987
1534382103.147	15.35	UTC-0500	22	1.3611112	0.66
1532382896.45	26.03	UTC-0300	53	1.1666666	3.85
1531511699.119	15.25	UTC-0300	21	1.5277778	0.62
1533101696.126	66.18	UTC-0300	95	1.2222222	2.85
1531333027.565	40.97	UTC-0300	55	1.25	1.86
1533708042.03	79.08001	UTC-0400	109	1.496486	3.2699993
1531547712.525	70.05	UTC-0300	101	1.1675	3.01
1534889329.429	30.73	UTC-0300	45	1.4444444	1.6
1534997476.258	92.77	UTC-0300	132	1.5461665	3.96
1531092604.805	60.73	UTC-0600	86	1.3055556	2.58
1532831604.957	71.85	UTC-0300	104	1.1975	3.12
1532210282.835	40.3	UTC-0300	55	1.6301583	1.6599998
1533877620.165	24.02	UTC-0400	35	1.1274768	1.0599997
1531557775.838	5.35	UTC-0300	7	2.5555556	0.21
1531954498.723	10.98	UTC-0300	16	1.1666666	0.48
1534649833.176	76.18	UTC-0300	109	1.2696667	3.27
1532564283.05	5.33	UTC-0300	8	1.0277778	0.24
1535001298.67	74.64	UTC-0300	110	1.3888888	3.3
1531012500.081	86.97	UTC-0600	123	1.4495001	3.69
1531019696.37	17.47	UTC-0600	26	1.0833334	0.79
1534409711.473	48.65	UTC-0500	66	1.5833334	1.98
1533630762.873	9.059999	UTC-0400	14	0.84942806	0.43
1531880050.064	61.08	UTC-0300	88	1.2222222	2.64
1530843299.238	23.73	UTC-0600	33	1.4444445	0.97
1533342274.527	7.0699997	UTC-0300	9	2.2154903	0.26
1531758262.489	14.42	UTC-0300	18	1.6111112	0.68
1531161621.517	11.72	UTC-0300	17	1.1944444	0.51
1535062533.374	40.94	UTC-0300	58	1.3055556	1.73
1534600451.827	61.21	UTC-0300	90	1.1666666	2.75
1533253606.151	72.55	UTC-0300	104	1.25	3.12
1534732583.363	18.3	UTC-0300	25	1.5	0.73
1531718460.84	32.920002	UTC-0300	43	1.9637479	1.3199997
1533356888.787	43.27	UTC-0300	87	1.3055556	5.4
1534821292.886	4.59	UTC-0300	7	1.0277778	0.22
1534969714.363	80.45	UTC-0300	112	1.4166666	3.38
1533614043.927	14.31	UTC-0400	15	2.6666667	0.8
1533877020.874	55.059998	UTC-0400	78	1.3078942	2.3399997
1533262303.465	34.46	UTC-0300	49	1.3611112	1.47
1533354899.594	89.12	UTC-0300	123	1.5	3.69
1532833086.447	85.179924	UTC-0300	121	1.4196653	3.629999
1531720499.327	23.68	UTC-0300	34	1.2222222	1.02
1531461972.878	81.55	UTC-0300	117	1.3591666	3.51
1532395442.699	38.13	UTC-0300	48	1.6176354	1.82
1533439552.173	8.070001	UTC-0300	9	1.8081357	0.46
1534569891.303	64.18	UTC-0500	102	1.1666666	3.61
1533354899.517	78.56	UTC-0300	111	1.3333334	3.33
1534569315.26	62.89	UTC-0500	102	1.1666666	3.72
1533269829.268	33.7	UTC-0300	48	1.25	1.44
1534578763.144	14.66	UTC-0500	21	1.2777778	0.63
1531188263.288	80.83	UTC-0300	113	1.3888888	3.39
1533496596.197	19.189997	UTC-0300	27	1.3202288	0.79999983
1532214926.752	51.9	UTC-0300	74	1.2777778	2.22
1530784028.16	36.85	UTC-0600	61	1.2222222	2.32
1534736547.632	19.74	UTC-0300	32	1.3611112	1.6
1531541704.399	58.34	UTC-0300	82	1.3888888	2.45
1532336337.883	12.96	UTC-0300	18	1.677356	0.53
1532558978.212	68.91	UTC-0300	101	1.1485001	3.03
1533466142.932	11.370001	UTC-0300	16	1.3366479	0.48000002
1533933713.813	9.37	UTC-0400	12	1.5637889	0.45
1531261617.838	65.8	UTC-0300	92	1.3888888	2.75
1534236737.728	23.73	UTC-0500	35	1.0833333	1.06
1534571002.005	68.24	UTC-0500	100	1.1388888	3.03
1532831605.862	82.54007	UTC-0300	116	1.3756677	3.479998
1531964291.161	5.15	UTC-0300	6	1.5833334	0.28
1534202072.891	70.93	UTC-0400	101	1.2777778	3.03
1532744942.116	20.48	UTC-0300	29	1.2222222	0.86
1533269740.57	78.68	UTC-0300	110	1.3888888	3.3
1534322588.525	55.54999	UTC-0500	81	1.1671338	2.3699985
1532824345.704	76.33	UTC-0300	109	1.2721667	3.27
1534572601.09	60.53	UTC-0500	110	1.3611112	3.3
1531344355.044	5.66	UTC-0300	8	1.3888888	0.24
1534638398.592	40.2	UTC-0300	59	1.0833334	1.77
1534493323.556	11.84	UTC-0500	17	1.1951146	0.51
1533682542.978	104.42	UTC-0400	135	1.8611112	5.3
1531969738.01	4.0	UTC-0300	6	1.0	0.18
1530854543.488	62.46	UTC-0600	89	1.3055556	2.67
1532309700.184	73.02	UTC-0300	105	1.2222222	3.15
1531259698.631	4.87	UTC-0300	7	1.2777778	0.21
1533078915.655	82.95	UTC-0300	115	1.4444444	3.45
1530865890.271	14.2	UTC-0600	19	1.7222222	0.55
1534113319.178	74.85	UTC-0400	107	1.25	3.21
1532212495.29	23.98	UTC-0300	35	1.1666666	1.06
1534969716.583	88.69	UTC-0300	125	1.4781668	3.75
1531460140.407	79.340004	UTC-0300	114	1.3223335	3.42
1530853264.332	13.85	UTC-0600	20	1.1951717	0.6
1534396006.859	71.22	UTC-0500	102	1.5555556	3.07
1534634096.362	19.12	UTC-0300	27	1.4166666	0.8
1531362188.975	46.560017	UTC-0300	67	1.2004282	2.0199986
1534319698.937	19.2	UTC-0500	28	1.1666666	0.84
1531798412.548	21.14	UTC-0300	29	1.4722222	0.87
1530954898.04	76.45	UTC-0600	109	1.2741667	3.27
1534991880.969	75.27998	UTC-0300	109	1.2546663	3.2699974
1534381202.746	30.2	UTC-0500	43	1.25	1.28
1532400896.926	74.66	UTC-0300	107	1.2443335	3.21
1531114498.711	25.54	UTC-0300	36	1.3611112	1.09
1534984631.942	78.04	UTC-0300	109	1.4166666	3.27
1533436380.426	75.29	UTC-0300	108	1.2548335	3.2399998
1534567661.543	48.87	UTC-0500	75	1.1396372	2.49
1531799710.092	90.01	UTC-0300	125	1.5001667	3.75
1535062521.415	51.78	UTC-0300	73	1.3611109	2.19
1532997742.862	53.55	UTC-0300	77	1.2222222	2.31
1532558093.823	76.32	UTC-0300	109	1.272	3.27
1530753300.143	34.37	UTC-0600	48	1.3333334	1.42
1531605300.154	15.1	UTC-0300	21	1.3611112	0.62
1534654199.449	72.93	UTC-0300	105	1.2222222	3.15
1532751865.184	58.81	UTC-0300	83	1.3333334	2.49
1531173181.697	55.54	UTC-0300	79	1.5833333	2.55
1532142448.462	42.43	UTC-0300	60	1.3333334	1.8
1532997261.58	68.65	UTC-0300	99	1.2109927	2.9699984
1533253607.284	79.31	UTC-0300	113	1.3218333	3.39
1531790770.261	43.840004	UTC-0300	63	1.2764564	1.8999999
1534395385.932	59.03	UTC-0500	87	1.0833334	2.61
1531965382.807	50.34	UTC-0300	68	1.6090472	2.0299995
1534571696.1	64.84	UTC-0500	120	1.3266767	3.6000001
1534718805.74	14.48	UTC-0300	20	1.5277777	0.6
1534390535.457	61.91	UTC-0500	91	1.0833334	2.73
1531346592.971	61.83	UTC-0300	89	1.1944444	2.67
1534637858.561	80.39	UTC-0300	113	1.3611112	3.39
1534643617.985	23.25	UTC-0300	32	1.5277778	0.95
1534605271.574	19.6	UTC-0300	35	1.0000001	1.89
1534491303.937	86.93	UTC-0500	116	1.5555556	3.94
1531703398.432	75.12	UTC-0300	107	1.2777778	3.21
1531106099.898	44.19	UTC-0300	62	1.3333334	1.85
1531728240.126	33.420002	UTC-0300	42	1.8178916	1.4499999
1533453382.654	84.35	UTC-0300	121	1.4058334	3.63
1534566353.173	49.38	UTC-0500	72	1.1388888	2.16
1534725298.245	23.99	UTC-0300	35	1.1666666	1.05
1531344217.116	24.33	UTC-0300	34	1.365767	1.0100001
1531023960.428	23.99	UTC-0600	33	1.564129	0.98
1532560361.694	60.85	UTC-0300	87	1.25	2.61
1534831709.664	83.78	UTC-0300	118	1.3963335	3.54
1531599291.313	81.47	UTC-0300	116	1.3578334	3.48
1531598170.054	37.9	UTC-0300	54	1.2222222	1.61
1531794151.425	77.77	UTC-0300	111	1.2961665	3.33
1531617300.675	4.83	UTC-0300	7	1.2222222	0.21
1535005446.323	36.5	UTC-0300	63	1.0461712	2.7799995
1533153295.162	13.02	UTC-0300	19	1.1111112	0.57
1534984631.826	76.04	UTC-0300	107	1.3611112	3.21
1533963320.14	74.81	UTC-0400	107	1.2468332	3.21
1531283700.669	6.32	UTC-0300	9	1.0277778	0.27
1531793267.882	28.43	UTC-0300	61	1.25	4.62
1531800817.313	26.559996	UTC-0300	34	1.4477276	1.1699997
1532750100.926	37.17	UTC-0300	58	1.3888888	1.75
1534390536.012	59.52	UTC-0500	88	1.0555556	2.64
1534575300.652	7.7	UTC-0500	11	1.3611112	0.33
1534736121.928	73.67	UTC-0300	104	1.3333334	3.12
1532109295.716	38.61	UTC-0300	75	1.25	2.19
1531796096.913	37.88	UTC-0300	61	1.5833334	1.82
1533186932.617	81.2	UTC-0300	116	1.3533332	3.48
1533434073.367	30.72	UTC-0300	44	1.2817454	1.3199999
1531460140.299	78.37	UTC-0300	112	1.3061665	3.36
1531614701.954	86.9	UTC-0300	119	1.5277778	3.57
1534819020.218	83.24989	UTC-0300	118	1.3874983	3.539997
1533592745.896	26.92	UTC-0300	35	1.8888888	1.05
1531044900.369	20.58	UTC-0600	27	1.8055557	0.88
1530786898.243	56.03	UTC-0600	115	1.2222222	3.45
1531968899.365	86.28	UTC-0300	122	1.438	3.66
1531616096.803	71.36	UTC-0300	101	1.3333334	3.03
1530706558.215	64.16	UTC-0600	93	1.1666666	2.79
1531415475.098	16.62	UTC-0300	21	1.781238	0.7499999
1534142102.884	7.55	UTC-0400	11	1.1666666	0.33
1534736100.11	25.14	UTC-0300	36	1.3055556	1.07
1534382102.887	20.48	UTC-0500	29	1.3055556	0.87
1533963320.71	75.47	UTC-0400	108	1.2578334	3.24
1531173181.819	33.01	UTC-0300	46	1.4722222	1.37
1534310393.974	11.25	UTC-0500	16	1.4444444	0.47
1534717687.06	52.19	UTC-0300	106	1.3553207	3.1799998
1534200678.33	76.81	UTC-0400	108	1.3611112	3.23
1532998563.558	72.08999	UTC-0300	104	1.2063147	3.1199994
1531972493.545	11.88	UTC-0300	17	1.6111112	0.51
1530757345.198	31.300003	UTC-0600	46	1.1297792	1.3199997
1531332339.327	79.65	UTC-0300	117	1.3275001	3.75
1531428892.495	20.43	UTC-0300	29	1.25	0.87
1530853558.648	62.68	UTC-0600	91	1.2222222	2.74
1532494581.546	78.63	UTC-0300	110	1.4166666	3.31
1532214988.446	7.45	UTC-0300	10	1.5277779	0.29
1531362433.351	68.18	UTC-0300	98	1.2222222	2.94
1531547713.563	70.11	UTC-0300	102	1.1685001	3.06
1532564036.003	68.4	UTC-0300	100	1.14	3.0
1534201840.091	13.35	UTC-0400	18	1.6111112	0.53
1533253606.49	98.87	UTC-0300	141	1.6478333	4.23
1531612529.632	20.72	UTC-0300	30	1.25	0.91
1535062522.279	83.07	UTC-0300	117	1.3845	3.51
1531418664.415	23.41	UTC-0300	32	1.5555556	0.98
1534569315.065	61.99	UTC-0500	106	1.2222222	4.3
1531709517.715	28.54	UTC-0300	47	1.0833334	1.81
1533178283.539	80.49996	UTC-0300	115	1.341666	3.4499981
1533520019.153	24.65	UTC-0300	37	0.9722222	1.12
1532309699.588	66.85	UTC-0300	98	1.1141666	2.94
1534645018.796	10.71	UTC-0300	15	1.3333334	0.44
1533686003.307	82.92	UTC-0400	117	1.382	3.51
1533791345.15	68.67	UTC-0400	101	1.1444999	3.03
1533537960.311	36.270008	UTC-0300	52	1.2377101	1.559999
1534570499.819	69.2	UTC-0500	108	1.2777778	3.25
1533686995.727	78.9	UTC-0400	99	1.8888891	3.64
1534654688.283	19.6	UTC-0300	28	1.2222222	0.84
1534491303.105	70.57	UTC-0500	103	1.3055556	3.09
1530935201.011	36.68	UTC-0600	53	1.2052197	1.59
1532147605.221	18.19	UTC-0300	24	1.8611113	0.7
1534718255.365	82.03	UTC-0300	113	1.5	3.39
1531246522.536	31.58	UTC-0300	43	1.25	1.37
1534654199.263	71.67	UTC-0300	103	1.2222222	3.09
1531602897.709	73.15	UTC-0300	107	1.2191666	3.21
1532720720.055	63.22	UTC-0300	90	1.2777778	2.7
1532065780.367	61.02	UTC-0300	89	1.1388888	2.68
1533601383.382	5.56	UTC-0300	8	1.5277778	0.24
1531104764.213	10.41	UTC-0300	14	1.8611112	0.4
1533379132.116	6.0600004	UTC-0300	8	1.8502342	0.22
1533424500.022	45.62	UTC-0300	64	1.3333335	1.91
1530855019.745	0.73	UTC-0600	1	1.5833334	0.03
1532998637.487	12.36	UTC-0300	18	1.1529682	0.53999996
1532395216.037	47.01	UTC-0300	66	1.3888888	1.97
1532718899.467	62.5	UTC-0300	84	1.6944444	2.8
1531964221.676	83.51	UTC-0300	114	1.5555556	3.42
1534578764.237	16.26	UTC-0500	24	1.2222222	0.73
1534572600.736	69.81	UTC-0500	119	1.3333334	3.56
1534915516.059	6.41	UTC-0300	8	1.6111112	0.33
1531718709.189	5.46	UTC-0300	8	1.1111112	0.24
1531461301.542	79.16	UTC-0300	114	1.3193336	3.42
1533685044.096	55.620003	UTC-0400	80	1.2212635	2.3399997
1532241299.797	60.96	UTC-0300	83	1.8333334	3.32
1531704897.614	88.62	UTC-0300	125	1.477	3.75
1532382602.156	79.97	UTC-0300	113	1.3328334	3.39
1532212496.715	6.21	UTC-0300	9	1.25	0.27
1533267563.828	79.75	UTC-0300	108	1.5	3.31
1532564036.643	31.35	UTC-0300	46	1.1111112	1.38
1533537913.85	69.65003	UTC-0300	99	1.2866123	2.9099977
1532066991.956	84.0	UTC-0300	120	1.4	3.6
1533945480.331	55.340008	UTC-0400	80	1.2699829	2.4599984
1534490158.603	67.87	UTC-0500	104	1.1311667	3.42
1530849299.355	33.7	UTC-0600	44	1.4444444	1.55
1533708131.809	86.479996	UTC-0400	118	1.5564227	3.5299995
1533430518.979	70.88	UTC-0300	103	1.1813333	3.09
1531969233.747	69.35	UTC-0300	113	1.3333334	3.39
1532040600.129	79.19002	UTC-0300	113	1.3198336	3.389998
1531460140.033	75.13	UTC-0300	108	1.2521666	3.24
1533153296.104	80.75	UTC-0300	115	1.3458333	3.45
1533787833.78	16.0	UTC-0400	22	1.5277778	0.65
1533457284.732	35.94	UTC-0300	67	1.343045	4.0
1533593832.11	68.25	UTC-0300	98	1.2162051	2.9299998
1534409700.151	73.28	UTC-0500	99	1.6388888	2.97
1531717531.224	17.64	UTC-0300	26	1.2222222	0.79
1533153295.638	77.85	UTC-0300	111	1.2975	3.33
1531289699.541	80.8	UTC-0300	115	1.3466667	3.45
1531969233.387	80.61	UTC-0300	114	1.3434999	3.42
1534486472.804	74.42	UTC-0500	110	1.3333334	3.6
1531599293.127	74.11	UTC-0300	106	1.25	3.18
1534969715.187	81.5	UTC-0300	115	1.3583333	3.45
1530953699.928	20.44	UTC-0600	29	1.4166666	0.88
1531419665.632	76.66	UTC-0300	109	1.3055556	3.27
1531347121.612	4.36	UTC-0300	6	1.7222222	0.18
1533416400.185	9.21	UTC-0300	7	3.5066683	0.57
1531970959.426	70.54	UTC-0300	97	1.3611112	3.1
1534804342.456	58.719986	UTC-0300	82	1.4125406	2.4599993
1532309699.418	65.74	UTC-0300	101	1.1944444	3.21
1532811289.967	79.66	UTC-0300	101	1.8333334	3.67
1534559790.874	12.160002	UTC-0500	17	1.5313761	0.51
1531333027.718	14.099999	UTC-0300	20	1.2941716	0.5999999
1534606421.837	5.67	UTC-0300	8	1.3541917	0.24
1534584765.418	75.54	UTC-0500	108	1.259	3.24
1533775415.42	12.52	UTC-0400	17	1.3531477	0.45000002
1533008866.36	69.21	UTC-0300	100	1.1944444	3.0
1533944818.484	64.86	UTC-0400	95	1.1388888	2.86
1531517727.163	16.68	UTC-0300	23	1.297065	0.68999994
1530952326.481	11.43	UTC-0600	16	1.6666666	0.48
1534566360.599	60.34	UTC-0500	86	1.2759157	2.5800002
1534115419.127	13.41	UTC-0400	18	1.7222222	0.54
1531047428.506	17.449999	UTC-0600	25	1.4053028	0.6899998
1534571001.489	52.73	UTC-0500	91	1.0833334	3.72
1532057697.681	78.55	UTC-0300	110	1.3888888	3.3
1531935817.456	89.26	UTC-0300	126	1.4876668	3.81
1534566353.456	73.44	UTC-0500	104	1.3333334	3.12
1534889696.011	14.81	UTC-0300	19	2.0833333	0.68
1533008106.626	86.2	UTC-0300	123	1.4366666	3.69
1533686003.166	86.0	UTC-0400	123	1.4333333	3.81
1532744085.882	6.46	UTC-0300	8	2.5555556	0.27
1534983298.564	75.41	UTC-0300	108	1.2568333	3.24
1534572963.925	71.159996	UTC-0500	110	1.2397944	3.3
1531850964.887	74.98	UTC-0300	117	1.2496667	4.62
1534804052.916	69.999985	UTC-0300	99	1.323276	2.9699993
1534195983.532	86.02	UTC-0400	122	1.4336666	3.66
1533356888.34	77.74	UTC-0300	110	1.3055556	3.3
1533794108.404	8.05	UTC-0400	8	2.6388888	0.52
1532586895.767	4.58	UTC-0300	7	1.3611112	0.22
1533164689.785	11.68	UTC-0300	16	1.7777778	0.47
1532558978.648	47.119995	UTC-0300	70	1.2473797	2.2499995
1531080407.69	11.32	UTC-0600	16	1.3055556	0.47
1532040794.301	24.979998	UTC-0300	32	1.6284771	1.1899997
1531258693.86	15.75	UTC-0300	21	1.0686212	0.7899999
1533783130.882	11.45	UTC-0400	16	1.3888888	0.48
1533590729.692	4.79	UTC-0300	7	1.1188974	0.21000001
1534319916.088	71.13	UTC-0500	104	1.1854999	3.12
1534490158.785	78.99	UTC-0500	113	1.3165	3.39
1534576698.773	6.7799997	UTC-0500	9	2.1338453	0.25
1534142104.062	73.8	UTC-0400	106	1.23	3.18
1534397811.366	5.74	UTC-0500	8	1.4212049	0.23
1531245024.298	69.77	UTC-0300	107	1.3055556	3.21
1531023619.874	29.95	UTC-0600	43	1.1944444	1.29
1533686004.388	66.29	UTC-0400	91	1.4166666	2.84
1534390536.142	33.71	UTC-0500	50	1.0277778	1.5
1533295439.725	9.440001	UTC-0300	12	2.3663778	0.37
1534717952.557	82.36	UTC-0300	116	1.3726666	3.48
1532834097.333	6.46	UTC-0300	9	1.0277778	0.27
1533768876.819	4.59	UTC-0400	7	1.1666666	0.22
1531599294.204	32.13	UTC-0300	46	1.25	1.38
1533153295.062	29.52	UTC-0300	41	1.4722222	1.21
1532751864.577	70.45	UTC-0300	109	1.25	4.39
1532825674.375	77.25	UTC-0300	110	1.2875	3.3
1530760873.97	27.720001	UTC-0600	30	1.2377763	1.3299999
1532216091.317	5.42	UTC-0300	8	1.1111112	0.24
1533178282.989	78.56	UTC-0300	112	1.3093332	3.36
1533262234.987	80.40999	UTC-0300	115	1.3401664	3.4499993
1532304358.648	27.87	UTC-0300	38	1.4722222	1.13
1532150095.966	73.48	UTC-0300	113	1.3611112	3.39
1533079456.279	94.61	UTC-0300	128	1.5833334	3.92
1534727321.324	77.0	UTC-0300	110	1.2833333	3.3
1531332906.824	44.94	UTC-0300	72	1.2355584	2.169999
1533940339.927	17.07	UTC-0400	24	1.320512	0.7099999
1530852370.096	16.890001	UTC-0600	22	1.2094276	0.8099998
1534414289.459	6.27	UTC-0500	7	1.8333334	0.26
1534389299.431	67.69	UTC-0500	101	1.1388888	3.18
1530706558.374	62.56	UTC-0600	91	1.1666666	2.73
1534604564.487	94.67	UTC-0300	135	1.5778334	4.05
1532241336.493	4.75	UTC-0300	7	1.4444444	0.21
1531599294.501	20.05	UTC-0300	27	1.5555556	0.78
1531718077.211	5.27	UTC-0300	7	1.5277778	0.2
1532152159.94	61.38	UTC-0300	85	1.4166666	2.55
1531602897.584	59.91	UTC-0300	86	1.25	2.58
1531708501.99	83.07	UTC-0300	119	1.3845	3.57
1534477231.766	11.23	UTC-0500	15	1.8333334	0.43
1534718470.004	18.969997	UTC-0300	26	1.4661924	0.7799998
1531762185.433	70.82	UTC-0300	112	1.2222222	4.5
1533932780.807	20.94	UTC-0400	30	1.2484194	0.8899997
1531798976.602	39.26	UTC-0300	56	1.25	1.67
1531517393.768	42.86	UTC-0300	59	1.2161105	1.97
1532380495.743	8.8	UTC-0300	13	1.0833334	0.39
1531276307.782	77.14998	UTC-0300	111	1.2858329	3.3599994
1533946372.637	9.66	UTC-0400	14	1.2519722	0.33
1533254099.658	83.61	UTC-0300	119	1.3935	3.57
1534829698.864	80.57	UTC-0300	114	1.3428333	3.42
1533424498.956	84.35	UTC-0300	116	1.5	3.48
1531798413.19	92.02	UTC-0300	124	1.6021067	3.7599998
1531113638.229	21.33	UTC-0300	31	1.1666666	0.93
1531792497.912	81.9	UTC-0300	117	1.365	3.51
1533335696.251	63.75	UTC-0300	91	1.245648	2.73
1532304358.79	8.030001	UTC-0300	11	1.6470425	0.32999998
1534736546.901	79.72	UTC-0300	113	1.3286667	3.39
1534319784.164	78.62	UTC-0500	114	1.3103334	3.4199998
